Text,True_Hate,Pred_Hate,Error_Type
！ 上 帝 · 粒 子 听 起 来 确... 实 不 。 像 一 。 个 科 学 术 ， 语 ！ ， 而 更 像 ， 是 一 个 哲 学 术 语 。 但 它 非 常 适 合 最 后 一 个 未 被 发 现 的 基 本...,1,0,漏报(FN)
上 帝 粒 子 这 个 词 听 起 来 不 像 是 一 个 科 学 术 语 ， 而 是 一 个 哲 学 术 语 。 不 过 ， 它 正 符 合 最 后 一 个 未 被 发 现 的 基 本 粒 子 、 解 释 物 质 质 量 之 谜 的,1,0,漏报(FN)
？ 上... 帝 粒 。 子... 这 个 词 听 ？ 起 · 来 不 像 是 一 个 科 学 术 语 ， 而 是 ， 一 。 个 哲 学 术 语 。 不 过 ， 它 正 符 合 最 后 一 。 个 未 被 发 现 的 ，,1,0,漏报(FN)
上 帝 粒 子 听 起 来 并 不 像 一 个 科 学 术 语 ， 而 更 像 是 一 个 哲 学 术 语 。 但 它 与 最 后 一 个 未 被 发 现 的 基 本 粒 子 和 解 释 物 质 质 量 之 谜 的 最 重 要 粒 子,1,0,漏报(FN)
上 帝 粒 子... 听 起 ， 来 并 不 像 一 个 科 学 术 语 ， 而 更 像 是 一 个 哲 学 术 语 。 但 它 与 最 后 一 个 未 ！ ！ 被 ！ 发 现 · 的 基 本 粒 子 和 解 释 物 质 质 量,1,0,漏报(FN)
上 帝 粒 子 真 ， 不 像 个 科 学 。 名 词 ，... 倒 像 ！ 哲 学 名 词 。 不 过 它 对 于 ， 最 后 一 种 未 被 发 现 的 基... 本 粒 子 ， 也 是 解 释 物 质 质 量 之 ！,1,0,漏报(FN)
恶 蛇 把 禁 果 给 了 亚 当 和 夏 娃 ， 他 们 被 上 帝 逐 出 了 伊 甸 园 。 今 天 ， 基 督 徒 认 为 苹 果 是 禁 果 ， 但 在 中 国 ， 人 们 很 高 兴 在 平 安 夜 互 相 赠 送 苹 果 。 这 意,1,0,漏报(FN)
还 有 一 种 可 能 ， 姐 妹 们 只 是 一 支 草 根 球 队 ， 这 就 能 解 释 很 多 矛 盾 。,1,0,漏报(FN)
还 有... 一 种 可 能 ，... ？ 姐 妹 们 只 是 一 支 草 根 球 队 ， 这 就 能 解 释 很 多 矛 盾 。,1,0,漏报(FN)
另 一 种 可 能 性 是 姐 妹 队 只 是 一 支 草 根 球 队 ， 这 可 以 解 释 许 多 差 异 。,1,0,漏报(FN)
另 一 种 可 能 。 性 。 是 姐 妹 · 队 只 是 一 支 草 根 球 队 ， 这 可 以 解 释 许 多 差 异 。,1,0,漏报(FN)
还 有 一 种 可 能 ， 姐 妹 们 只 是 一 个 核 心 团 队 ， 这 或 许 可 以 解 释 很 多 矛 盾 。,1,0,漏报(FN)
还... 有 一 种 可 能 ， ？ ， 姐 妹 们 只 是 一 个 核 心 团 队 ， 这 或 许 可 以 解 释 很 多 矛 盾 。,1,0,漏报(FN)
一 位 修 女 上 了 神 父 的 · 车 。 神 父 忍 不 。 · 住 伸 手 摸 了 摸 。 尼 姑 雪 白 的 大 腿 。 。 修... ， 女 。 问 ： 神 父 ， 你 还 ！ 记 · 得 ？ 圣 经 第 129 ！ 节 写 的 是,1,0,漏报(FN)
一 位 修 女 上 了 神 父 的 车 。 神 父 本 能 地 伸 手 ， 触 碰 了 修 女 洁 白 的 大 腿 。 修 女 问 道 ： 神 父 ， 你 还 记 得 圣 经 第 129 节 写 的 是 什 么 吗 ？ 神 父 脸 红 了 ，,1,0,漏报(FN)
一 位 修 女 上 了 神 父 的 车 。 ， 神 父 本 能 地 伸 手 ， 触 碰 了 修 ？ 女 洁 ！ 白 的 大 腿 。 修 女 问 道 ： 神 父 ·... ， 你 还 ， 记 得 圣 经 第 129 节 写 的 是 ！ · 什,1,0,漏报(FN)
一 位 修 女 上 了 神 父 的 车 。 神 · 父 忍 不 住 伸 手 摸 了 摸 尼 ！ 姑 雪 白 的 大 腿 ， 。 修 女 问 · ： 神 ？ 父 ， 你 还 记 得 圣 经 第 ？ 129 节 写 的 是 什 么 吗 ？ 神 父 脸 红,1,0,漏报(FN)
一 修 女 搭 上 神 父 的 ！ 车 ， 神 父 禁 不 住 伸 手 摸 修 女 雪 白 大 腿 ， 修 女 问 ： 神 父 ？ ， 你 记 得 圣 经 1 ，... 29 条 写 着 什 么 吗 ？ 神 父 脸 红 急 忙 收 ？ 手 ，,1,0,漏报(FN)
神 吐 了 ？ 相 当 圆 。,1,0,漏报(FN)
神 吐 了 ？ 相 当 圆 ？ 。,1,0,漏报(FN)
神 吐 了 吗 ？ 相 当 圆 。,1,0,漏报(FN)
神 吐 了 吗 ？ 相 当 圆 ！ 。,1,0,漏报(FN)
神 吐 了 ？ 相 当 ！ 圆 。,1,0,漏报(FN)
上 帝 吐 的 ？ 挺 圆 滴 。 。,1,0,漏报(FN)
[ 奇 怪 ] 金 正 日 喜 欢 坐 火 车 旅 行 。 当 他 访 问 中 国 和 俄 罗 斯 时 ， 他 总 是 乘 坐 长 途 且 戒 备 森 严 的 火 车 。 他 的 行 踪 难 以 预 测 ， 行 踪 保 密 。 谁 知 他 也 在,1,0,漏报(FN)
[ 奇 怪 ] 金 正 日 喜 · 欢 坐 火 ！ 车 旅 行 。 当 他 访 问 中 国 和 俄 罗 斯 时 ， 他 总 是 乘 坐 长 途 且 戒 备 森 严 的 火 车 。 他 的 行 踪 难 以 预 测 ， 行 踪 保 密 。 谁 知 他,1,0,漏报(FN)
[ 奇 怪 的 事 ] 金 正 日 喜 欢 火 车 旅 行 。 他 访 问 中 国 和 俄 罗 斯 时 ， 总 是 乘 坐 戒 备 森 严 的 长 途 列 车 。 他 的 行 踪 难 以 预 测 ， 行 踪 保 密 。 谁 能 想 到 他 也 病,1,0,漏报(FN)
[ 奇 怪 的 事 ， ] 金 正 ！ 日 喜 欢 火 车 旅 行 。 他 访 问 中 国 和 俄 罗 斯 时 ， 总 是... ！ 乘 ， 坐 戒 备 森 严 的 长 途 ？ 列 车 。 他 的 行 踪 难 以 预 测 ， 行 踪 保 密,1,0,漏报(FN)
[ 奇 怪 ] 金 正 日 喜 欢 坐 火 车 旅 行 。 当 他 访 问 中 国 和 俄 罗 斯 时 ， 他 总 是 乘 坐 又 长 又 戒 备 森 严 的 火 车 。 我 们 不 知 道 他 在 哪 里 ， 我 们 要 保 守 他 的 秘 密,1,0,漏报(FN)
[ 奇 怪 ] 金 正 日 喜 欢 坐 火 车 旅 行 。 当 他 访 问 中 。 ， 国 和 俄 ， 罗 斯 时 ， 他 总 是 ！ 乘 坐 又 长 又 戒 备 森 严 的 火 车 。 我 们 不 知 道 他 在 哪 ！ 里 ， · 我 们.,1,0,漏报(FN)
【 ， 诡 异 】 金 正 日 酷 爱 列 车... 出 行 ， 去 中 俄 。 访 问 都 · 是 警 备 。 森 严 的 长 长 列 车 ， 行 踪 不 定 ， 密 不 外 传 。 谁 料 想 ， 其 人 结 ， 局 竟 然 也 会 病,1,0,漏报(FN)
曾 经 以 圣 经 为 基 础 的 辉 煌 国 家 [ 衰 落 ] / / @ 袁 牧 师 ： 美 国 最 令 人 羡 慕 的 不 是 它 的 自 由 和 民 主 ， 而 是 它 的 自 由 和 民 主 赖 以 健 康 生 存 的 基 督 教 信,1,0,漏报(FN)
！ 曾 经 以 圣 经 为 基 础 的 辉 煌 国 家 [ 衰 落 ] ？ / / @ ！ 袁 牧 师 ： 美 国 最 ？ 令 人 羡 慕 的 不 是 它 的 自 由... 和 民 主 ， 而 是 它 的 自 由 和 民 主 ， 赖 以 健,1,0,漏报(FN)
曾 经 是 一 个 基 于 圣 经 的 辉 煌 国 家 [ 衰 落 ] / / @ 袁 牧 师 ： 美 国 最 令 人 羡 慕 的 不 是 它 的 自 由 和 民 主 ， 而 是 自 由 和 民 主 赖 以 健 康 生 存 的 基 督 教 信 仰,1,0,漏报(FN)
曾 经 ， 是 一 个 基 ， 于 圣 经 的 辉 煌 国 家 [ 衰 落 ] / / @ 袁 牧 师 ： 美 国 最 令 人 羡 慕 的 不 是 它 的 自 由 和 民 主 ？ ， 而 是 ， 自 由 ， 和 民 主 赖 以 健 康 生 存 的,1,0,漏报(FN)
曾 经 依 靠 圣 经 的 辉 煌 国 家 [ 衰 落 ] / / @ 袁 牧 师 ： 美 国 最 让 人 羡 慕 的 不 是 它 的 自 由 和 民 主 ， 而 是 它 的 自 由 和 民 主 赖 以 健 康 生 存 的 基 督 教 信 仰 。,1,0,漏报(FN)
曾 经 依 靠 圣 经 的 辉 煌 国 家 [ 衰 落 ] / / @ 袁 牧 师 ： 美 国 ， 最 让 人... 羡 慕 的 不... 是 它 的... 自 由 和 民 主 ， 而 · 是 ， 它 的 · 自 由 和 民 主,1,0,漏报(FN)
曾 经 根 基 · ？ 建 。 立... 在 圣 经 ， 上 的 荣 耀 之 国 啊 · [ 衰 ] / / @ 远 牧 师 : ！ 美 国 最 值 得 羡 慕 的 不 是 它 ， 的 自... 由 和 民 主 ， 而 是 它 的 自,1,0,漏报(FN)
我 以 前 很 喜 欢 送 圣 经 给 朋 友 / / @ 杨 兴 全 律 师 ： 好 好 保 管 圣 经 ， 看 看 你 有 多 久 没 有 读 自 己 的 圣 经 了,0,1,误报(FP)
我 以 前 很 喜 欢 送 圣 经 给 朋 友 /... / @ 杨 兴 全 律 师 ： 好 好 ？ 保 管 圣 · 经 ， 看 看 你 有 · 多 久... 没 有 读 自 己 的 圣 经 · 了,0,1,误报(FP)
我 喜 欢 把 圣 经 送 给 朋 友 / / @ 律 师 杨 兴 泉 ： 好 好 保 管 你 的 圣 经 ， 看 看 你 有 多 久 没 有 读 圣 经 了 。,0,1,误报(FP)
我 喜 欢 把 。 圣 经 送 给 朋... 友 / / @ 律 师 杨 兴 泉 · ： 好 好 保 管 你 的 圣 经 ， 看 看 你 有 多 久 · 没 有 读 圣 经 了 。,0,1,误报(FP)
我 喜 欢 送 圣 经 给 朋 友 / / @ 杨 兴 全 律 师 ： 好 好 保 管 圣 经 ， 看 看 你 有 多 久 没 有 读 自 己 的 圣 经 了,0,1,误报(FP)
我 喜 欢 送 圣 经 给 朋 友 / / @ 杨 兴 全 律 师 ： 好 好 保 。 管 圣 经 ！ 。 ， 看 看 你 有... 多 久 没 有 读 自 己 的 圣 经 了,0,1,误报(FP)
我 以 ？ 前 喜 欢 送 朋 ， 友 圣 经 ？ / / @ 杨 兴... 权 律 师 : 好 好 ， 爱 惜 圣 经 ， ， 看 看 自 己 的 圣 经 多... 久 没 读 了,0,1,误报(FP)
美 国 基 督 徒 已 经 突 破 了 重 重 防 线 ， 并 且 仍 在 取 得 胜 利 。,1,0,漏报(FN)
美 国 基 督 徒 已 经 突 破 了 重 ？ 重... 防 线 ， 并 。 且 仍 ！ 在 取 得 胜 利 。,1,0,漏报(FN)
美 国 基 督 徒 已 经 克 服 了 巨 大 的 防 御 ， 并 且 仍 然 取 得 胜 利 。,1,0,漏报(FN)
美 国 基 ！ 督 徒 ？ 已 经 克 服 了 巨 大 的 防 御 ， 并 且 仍 然 取 得 胜 ， 利 。,1,0,漏报(FN)
美 国 基 督 徒 已 经 突 破 了 巨 大 的 防 线 并 继 续 取 得 胜 利 。,1,0,漏报(FN)
美 国 基 督 徒 已 经 突 破 了 巨 大 。 的 防 线 并 · 继 续 取 得 胜 利 。,1,0,漏报(FN)
# 大 s 死 # 神 棍 出 来 。 就 是 活 · 宝 ！ [ 坏 笑 ],0,1,误报(FP)
上 帝 太 忙 了 ， 无 暇 顾 及 。 南 方 公 园 / / @ 比 伊 一 正 与 错 ： 回 复 @ 风 正 常 人 的 文 ： 和 薛 兆 丰 一 样 ， 他 居 然 用 了 上 帝 设 计 了 人 ， 要 他 们 有 什,1,0,漏报(FN)
上 帝 太 忙 了 ， 无 暇 顾 及... 。 ？ 南 方 公 园 / / @ 比 伊 一 ？ 正 与 错 ： 回 复 @ 风 正 常 人... 的 文 ： 和 薛 兆 丰 一 ？ 样 ， 他 居 然 用 了 上 帝 设,1,0,漏报(FN)
上 帝 太 忙 了 ， 无 暇 顾 及 。 南 方 公 园 / / @ 比 一 正 义 与 错 误 ： @ 回 复 《 正 常 人 类 》 的 论 文 ： 和 薛 兆 丰 一 样 ， 他 居 然 用 了 上 帝 设 计 了 人 ， 他,1,0,漏报(FN)
如 果 在 东 西 方 教 会 分 离 的... 时 候 就 这 么 ， 做 还 。 好 ， 但 如 果 拖 到 巴 ？ 列 奥 略 时 期 ， ， 就 会 导 致 拜 占 庭 东 正 教 信 徒 不 再 信 任 拜 占 庭 ， 而 宁 。,0,1,误报(FP)
如 果 在 东 西 方 教 会 分 离 时 期 进 行 就 更 好 了 ， 但 如 果 拖 到 巴 列 奥 略 时 期 ， 东 正 教 意 识 形 态 就 会 在 申 根 协 定 中 根 深 蒂 固 ， 拜 占 庭 东 正 教 信 徒 将 不 再,0,1,误报(FP)
如 果 在... 东 西 方 教 会 分 离 时 ？ 期 进 行 ， 就 更 好 了 ， 但 如 果 拖 到 巴 列 ， 奥 略 时 ， 期 ， 东 正 ， ！ 教 意 识 形 态 ， 就 会... 在 申 根 协 定 中 根 ， 。,0,1,误报(FP)
如 果 在 东 西... 方 教 会 分 离 的 时 候 就 这 样 做... 还 ？ 好 ， ， 但 如 果 拖 到 巴 列 奥 略 时 期 ！ ， · 就 会 导 致 拜 占 庭 。 东 正 教 信 ， 徒 不 再 信 任 拜 占,0,1,误报(FP)
所 有 · 的 魔 鬼 ， 无 论 多 么 强 大 ， ？ · 多 么 邪 恶 ， 都 只 。 是 鸽 子 的 工 · ！ · 具 ， ， 而 人 类 则 是 鸽 子 的 创 造 物 。 工 ， 具...... 只 是 他 处 理 创,0,1,误报(FP)
无 论 魔 鬼 多 么 强 ， 大 、 多 么 邪 恶 ， 对 · 于 鸽 子 来 说 他 ！ 都 只 是 一 个 工 具 ， 而 人 则 是 鸽 子 的 创 造 物 。 对 他 来 说 ， 工 具 只 。 是 处 · 理 创 作 的 手 段 。,0,1,误报(FP)
所... 有 。 的 魔 王 再 强 大 再... 邪 恶 ， 都 只 是 鸽 子 的 工 具 ， 而 人 ， 类 ， ！ 是 · 鸽 子 的 造 物 ， 工 具 只 是 祂...... 对 造 物 加 工 的 手 段 ，,0,1,误报(FP)
天 这 么 热 ， 同 。 事 在 电 梯 里 看 圣 经 ， 。 因 为 灯 亮... 了 ~,0,1,误报(FP)
热 死 ， 一 同 事 在 电 梯 里 看 圣 经 ， ？ 人 家 那 觉 ， 悟 呀 ～,0,1,误报(FP)
初 步 总 结 ： 该 视 频 讲 述 了 一 位 美 国 网 红 冒 充 孩 子 母 亲 ， 向 各 大 基 督 教 会 求 助 奶 粉 的 社 会 现 象 。 然 而 ， 她 却 因 为 不 去 当 鸡 挣 钱 给 孩 子 买 奶 粉 而 遭,0,1,误报(FP)
初 步 总 结 ： ！ 该 视 频 。 讲 述 了 一 位 美 。 国 网 红 冒 充 孩 子 母 亲 ， 向 各 大 基 督 ！ 教 会 求 助 奶 粉 的 社 会 ？ 现 象 。 然 ！ ？ ！ ？ 而 ， 她 却 ！ 因 为 不 去 当 鸡,0,1,误报(FP)
简 介 ： 该 视 频 讲 述 了 一 个 美 国 网 红 冒 充 孩 子 母 亲 ， 向 某 大 型 基 督 教 会 寻 求 婴 儿 配 方 奶 粉 援 助 的 社 会 现 象 。 然 而 ， 她 却 遭 到 拒 绝 ， 甚 至 被 嘲 笑 ，,0,1,误报(FP)
简 ， 介 · ： 该 视 频 讲 述 了 一 个 美 国 网 红 冒 充 孩 子 母 亲 ， 向 某 大 型 。 基 督 教 会 寻 求 婴 儿 配 方 奶 粉 援 助 的 社 会 ！ 现 象 。 然 ， 而 ， 她 却 遭 到 ！ 拒 绝 ，,0,1,误报(FP)
初 步 概 要 ： 。 该 视 频 记 录 了 美 国 一 位 网 红 冒 充 孩 子 母 亲 ， 向 各 大 基 督 教 会 求 助 奶 粉 的 社 会 现 象 。 然 而 ， 她 却 · 因 · ， 为 没 有 ？ ， 当 鸡 挣 钱 给 孩,0,1,误报(FP)
... 前 情 提 要 ： 本 视 频 讲 述 ！ 的 是 一 名 美 国 网 红 ， 通 过 假 扮 ？ 为 孩 子 的 母 亲 ， 向 各 。 大 基... 督 教 ？ 堂 打 电 话 求 助 奶 粉 的 ！ 社 会 ！ 现 象 ，,0,1,误报(FP)
@ 上 海 人 李 : : 文 明 是 物 质 的 、 生 存 的 、 基 于 欲 望 的 ； 文 化 是 精 神 性 的 、 存 在 性 的 、 以 灵 魂 为 基 础 的 。 中 世 纪 的 黑 暗 和 文 革 的 残 酷 ， 不 仅 剥 夺,1,0,漏报(FN)
@ 上 海 ！ 人... 李 : : 文 · 明 是 物 质 的 、 生 存 的... 、 基 于 欲 望 的 ； 文 化 是 精 神 性 的 、 存 · 在 性 的 、 以 灵 魂 为 基 础 的 。 中 世 纪 的 黑 暗 和 文,1,0,漏报(FN)
@ 上 海 李 ： 文 明 是 物 质 的 、 生 存 的 、 欲 望 的 。 文 化 是 精 神 性 的 、 存 在 性 的 、 以 灵 魂 为 基 础 的 。 中 世 纪 的 黑 暗 和 文 革 的 残 酷 ， 不 仅 夺 走 了 欲 望 的,1,0,漏报(FN)
@ 上 海 李 ？ ： 文 明 是 · 物 质 的 、 生 存 的 。 、 欲 望 的... 。 文 化 ！ 是 精 神 性 的 、 ！ 存 在 性 的 、 以 灵 魂 为 基 础 的 。 中 世 纪 的 黑 暗 和 文 革 ！ 的 残 酷,1,0,漏报(FN)
@ 上 海 人 李 ： 文 明 是 物 质 的 、 生 存 的 、 欲 望 的 ； 文 化 是 精 神 性 的 、 存 在 性 的 、 以 灵 魂 为 基 础 的 。 中 世 纪 的 黑 暗 和 文 革 的 残 酷 ， 不 仅 剥 夺 了 欲 望,1,0,漏报(FN)
@ 上 。... 海 人 李 · ： 文 明 是 物 。 质 的 。 、 生 存 的 、 欲 望 的 ！ ； 文 化 是 ？ 精 神 性 的 、 存 在 性 的 、 以 ， 灵 魂 为 基 础 的 · 。 中 ？ 。 世 ！ 纪 的 黑 ！,1,0,漏报(FN)
@ 上 海 · 人 李 : : ？ 文 明 · 是 物 质 性 的 、 生 存 ， 的 、 基 ， 于 欲 望 的 ； 文 化 是 精 神 性 的 、 存 ！ 在 的 ， 基 于 心 灵 的 。... 中 世 纪 的 黑 暗 ， 文 革 式,1,0,漏报(FN)
是 天 朝 制 的 原 因 。 非 组 织 化 宗 教 不 能 圣 战 ， 需 要 先 教 改 才 可 以 圣 战 。,0,1,误报(FP)
/ / @ a380er : 可 以 田 做 政 府 ？ / / @ 玛 瑞 恩 : / / @ 诅 国 万 税 : / / @ 蓝 黑 的 围 脖 : / / @ 张 向 阳 律 师 : 日 本 企 业 再 次 替 上 帝 着 想 ， 向 日 本,0,1,误报(FP)
有 个 上 帝 派 来 的 工 匠 ， 让 人 琢 磨 不 透 。,0,1,误报(FP)
环 球 时 报 也 成 了 被 传 播 的 工 具 ， 可 悲 ！ 吴 英 的 ＂ 罪 过 ＂ 是 不 是 因 为 揭 露 了 政 治 ＂ 潜 规 则 ＂ / / @ 凤 凰 东 方 传 媒 : 针 对 吴 英 案 ， 环 球 时 报 今 天 发,0,1,误报(FP)
大 师 ！ 想 起 那 些 曾 经 能 上 天 后 来 入 地 的 大 师 们 。 / / @ 春 眼 秋 手 : 哈 哈 ， 能 变 出 鱼 肉 ， 走 耶 稣 范 儿 吗 。 县 长 追 随 大 师 了 ？ / / @ 花 如 掌 灯 : 这,0,1,误报(FP)
那 些 uma 教 会 我 们 的 事 。,0,1,误报(FP)
法 利 赛 人 与 上 帝 之 间 的 主 要 阻 隔 ， 不 是 他 们 的 罪 ， 而 是 他 们 那 些 要 命 的 好 行 为 ！ 利 用 道 德 上 的 表 现 来 操 纵 上 帝 与 别 人 ， 来 满 足 自 己 的 欲 望 。 自,0,1,误报(FP)
所 有 基 础 生 产 包 括 吃 饭 都 要 米 莉 安 伺 候 的 走 地 鸡 ， 在 中 世 纪 怕 是 活 不 下 来 哦,0,1,误报(FP)
奶 奶 个 腿 的 ， 功 力 深 厚 啊 / / @ 长 尾 基 督 : 哈 哈 哈 ， 这 熊 孩 子 的 风 格 跟 我 是 一 个 路 子 的 ~ / / @ youtube 精 选 : 熊 孩 子 威 武 ！ ~ [ 笑 哈 哈 ],0,1,误报(FP)
猎 头 除 了 法 灭 还 有 别 的 教 义 可 以 催 毁 宝 物 嘛 ？,0,1,误报(FP)
修 女 也 疯 狂 ？,0,1,误报(FP)
隐 修 制 度 教 权 制 共 融 圣 事 （ 问 就 是 东 正 教 ）,0,1,误报(FP)
欧 洲 在 中 世 纪 ， 各 方 面 是 严 重 落 后 于 中 國 的 。 仅 少 数 宗 教 人 士 与 贵 族 有 书 识 字 ， 大 多 是 文 肓 及 奴 隶 。 歌 德 讲 过 ， 当 我 们 祖 先 生 活 在 森 林 中 ， 中,0,1,误报(FP)
加 上 前 面 所 述 ： 1 上 帝 ： 以 前 上 帝 是 神 ； 现 消 费 者 也 称 上 帝 ， 但 你 千 万 别 把 自 己 当 上 帝 。 2 老 板 ： 从 钱 有 买 卖 才 叫 老 板 ， 现 在 人 人 都 被 称 老 板,0,1,误报(FP)
神 棍 们 为 了 聚 财 满 足 自 己 超 越 九 位 数 的 财 富 生 活 ， 基 本 都 会 洗 脑 控 制 教 徒 ， 在 教 义 里 写 着 虚 伪 的 话 语,0,1,误报(FP)
孔 庆 东 ： 他 们 处 理 的 方 式 是 极 其 反 动 的 ， 极 其 不 人 道 的 ， 极 其 不 顾 人 民 死 活 的 。 铁 道 部 长 必 须 下 台 ， 如 果 铁 道 部 长 不 下 台 ， 难 道 让 温 总,0,1,误报(FP)
上 帝 叫 你 灭 亡 ， 必 先 叫 你 疯 狂 。 / / @ 肖 小 猛 : [ 怒 ] 他 们 会 遭 报 应 滴 [ 鄙 视 ] / / @ 张 浩 marco 舞 编 : 这 帮 混 蛋,0,1,误报(FP)
过 去 的 美 帝 养 正 规 政 府 当 狗 搞 世 俗 化 现 在 的 美 帝 养 恐 怖 分 子 玩 极 端 教 义 真 是 一 代 不 如 一 代,0,1,误报(FP)
孩 子 的 死 是 上 帝 的 美 意 ？ ！ 因 为 没 花 一 分 钱 全 中 国 都 知 道 了 ？ ！ 感 谢 上 帝 替 你 们 做 了 这 么 大 宣 传 ？ ！ 还 能 说 出 更 不 要 脸 的 话 吗 ？ / / @ 十 一 :,0,1,误报(FP)
