text,model_votes,average_prob,sampling_strategy_tag
東京新聞 https://www.tokyo-np...co.jp/article/420072 2025年7月13日 06時00分 有料会員限定記事 「共産党か、れいわ（新選組）に入れます」 参院選（20日投開票）の取材で街に出ると、こう話す有権者が少なからずいる。 政治的な立ち位置について、一般的には「右」の政党と思われている参政党と、「左」のイメージが強いれいわ新選組。この2党で揺れているのはなぜなのか。（加藤豊大） 事実上の「政権選択」とされる参院選が、20日に投開票される。有権者はどんな選択をするのか。街頭で出会った人たちへの取材から、民意の底流を探ります。 ◆「生活苦しくて」初めて街頭演説に 参院選が公示された3日の午後5時半。東京・秋葉原駅前で、れいわ新選組の山本太郎代表（50）が聴衆と目を合わせて政策を訴えていた。 熱心な支援者が集まるステージ周辺からは少し離れたところで、キャップをかぶったケイスケさん（45）＝仮名＝がその声に耳を傾けていた。 「今まで選挙には全く関心がなかった。でも、生活があまりにも苦しくて。初めて、街頭演説を聞きに来ました」。声をかけると、ケイスケさんは語った。 ◆日本社会からドロップアウト 東京の多摩地域西部、檜原村でアルバイトをしている。 「5年前くらいに、日本社会からある意味ドロップアウトしたんです。結婚していて子どもがいるってなれば、正社員をしていたかもしれませんが。もう見切りをつけました」 年収は200万円ほど。国税庁によると、2023年の正社員（男性）の平均給与は594万円だ。 「お米を本当はバクバク食いたいんですけど。昨年の夏からもう買わなくなりました。主食なしでおかずを食べることが多いです。値上げが多いから、コンビニにももう行かないです」 生活が苦しいのは政治に無関心だったからではないか、と次第に考えるようになった。 ◆バブル崩壊、就職氷河期…「国に裏切られた」 「自分は『ロスジェネ』なんです。国や自民党に裏切られたと思います」 ロスジェネとはロストジェネレーション（失われた世代）のこと。 バブル経済がはじけた後の就職氷河期に社会に出た。希望する正規雇用の仕事を得るのが難しかった世代。現在の40代から50代前半くらいまでが含まれる。 ケイスケさんは静かに続けた。「僕らは、義務教育で国の言われた通りに育ってきた。でも就職氷河期が直撃して、正社員になれない。家族も持てない。まじめに保険料を払ってきたのに、年金も大してもらえない」 「『それはおまえの努力が足りないからだ』と言われる。そうかもしれないけど、そもそも国の制度がそう（努力で解決できるように）なっていない」 そして、政治に、選挙に関心を持つきっかけをつくったのは、手にする1台のスマートフォンだった。 ◆なぜ？「れいわか、共産党」 参院選では、「れいわと共産党の演説を見て、どちらか良いと思った方に投票しようと思います」と語った。 記者（33）が従来の政治報道の「常識」にとらわれているだけ... 残り 1170/2340 文字,0/5,0.4,consistent_non_hate
巻いとれや正大師がスピニング・ホイールにかかってます。巻いています。,0/5,0.8,consistent_non_hate
ちょっと隣の部屋の女子大生を愛してくる,0/5,0.8,consistent_non_hate
>>325 私も４の、栖雲居士がスレから出ていく一択です‼,0/5,0.8,consistent_non_hate
渋谷PARCO、同じフロアで応援上映やるって言うから明日のやつ滑り込みでチケット買ってその勢いで大万博も予約した 楽しみすぎる,0/5,0.8,consistent_non_hate
🔶参政党 新日本憲法(構想案)まとめ🔶 https://sanseito.jp/...panese_constitution/ 第二章 国家 （公共の利益） 第六条 国は、この憲法に定める国民の権理及び公共の利益（以下「公益」という。）を国政において常に維持し、擁護する義務を負う。 （食糧と生活基盤） 第十条 食糧は、主食である米作りを中心に、種子や肥料も含めて完全な自給自足を達成しなければならない。 （健康と医療） 第十一条 国民の健康に関わる情報は、医薬品、食品添加物、農薬、遺伝子組換の安全性を含め、国がすべて国民に開示する義務を負う。 2 国民は、必要な医療を選択する自由を有し、その選択をもって差別されない。 （政治参加） 第十三条 4 選挙のための供託金は、国民の平均年収の十分の一を超えない。ただし、候補者となる権理を濫用してはならない。 5 候補者及び議員の本名、帰化の有無、収支等の情報は公開される。 （地方自治） 第十四条 3 国は、地方自治に対し、外国または国際機関からの干渉を受けないよう措置を講ずる。 第四章 国まもり （情報及び防課） 第十六条 3 報道及び情報通信に関わる業務は、国営または自国の資本で行わなければならない。 4 国は、外国による諜報活動を防ぐ機関を設置し、必要な措置を講じる。 （資源） 第十八条 3 電気、ガス、水道その他エネルギー供給は、国営または自国の資本で行わなければならない。 （外国人と外国資本） 第十九 条 2 土地は公共の財産であり、外国人または外国資本に譲渡してはならない。 3 外国人または外国資本の保有する不動産、法人及び重要な資産に係る権限は、情報が公開され、法律で定める手により没収し、または正当な補質のもと、国が買い戻すことができる。 4 外国人の参政権は、これを認めない。帰化した者は、三世代を経ない限り、公務に就くことができない。 帰化の条件は、国柄の理解及び公共の安全を基準に、法律で定める。 （領土等の保全） 第二十一条 2 外国の軍隊は、国内に常駐させてはならない。 3 外国の軍隊の基地、軍事及び警察施設は、国内に設置してはならない 第六章財政 （通貨発行権） 第二十九条 3 国は、通貨発行及び金融政策が、外国または国際機関の干渉を受けないよう措置を講ずる。 第七章重大事項 （最高法規） 第三十二条 2 国際機関の決定や勧告は、憲法または日本固有の慣習に反する場合、効力を有しない。,0/5,0.4,consistent_non_hate
>>14 ググったら全23巻﻿で足元にも及ばなかった,0/5,0.8,consistent_non_hate
>>128 どんな面してるのか見たいわw,0/5,0.8,consistent_non_hate
目から水が…(´;ω;｀),0/5,0.8,consistent_non_hate
コンクラーベ,0/5,0.8,consistent_non_hate
大和とは 大きい和(輪)。すなわち デカ乳輪の大きな輪(和)を持つ女神が大和の女神にふさわしい。,0/5,0.8,consistent_non_hate
youtu.be/1C_UEgNJF00?t=1825,0/5,0.8,consistent_non_hate
https://www.dmm.co.j...dmmref=aMonoDvd_List,0/5,0.8,consistent_non_hate
>>14 見たかったなw,0/5,1.0,consistent_non_hate
172. 匿名 2025/11/12(水) 11:55:31 [通報] >>155 で、目先の利益に走った結果、メインターゲット層が離れてしまい長期的には売上が落ちるんだよね。 ジャンプやサンデーが示している,0/5,0.8,consistent_non_hate
おはようございます☔ https://i.imgur.com/8hnWZY6.jpeg https://i.imgur.com/DIxHz4f.jpeg https://i.imgur.com/cDHJg1N.jpeg,0/5,0.8,consistent_non_hate
ChatGPTに手相占いしてもらったら「がん」を見つけてくれた⁈ http://nazology.kusu...o.jp/archives/176350 心を強くし、うつ病リスクを低下させる「感謝の実践方法」とは？ http://nazology.kusu...o.jp/archives/176335 毎日数円の寄付をするだけで「うつ症状が改善する」と判明！ http://nazology.kusu...o.jp/archives/175284 人に親切にするだけで「うつ気分が低減し、幸福度が高まる」と判明 http://nazology.kusu...o.jp/archives/169393,0/5,0.8,consistent_non_hate
俺や！！！,0/5,0.8,consistent_non_hate
彡(ﾟ)(ﾟ)「ここは…異世界か？」,0/5,0.8,consistent_non_hate
https://www.youtube....@okanotakeshi/shorts https://www.youtube....m/shorts/EtFbysFXPsM,0/5,0.8,consistent_non_hate
2mm x 5mmくらいのも取って貰ったよ,0/5,0.8,consistent_non_hate
https://www.youtube....?v=s0S2xmAJZmg&t=17s,0/5,0.8,consistent_non_hate
さ,0/5,0.8,consistent_non_hate
"""東京彩景 -TOKYO PSYCHE-"" LIVE at 新宿LOFT https://www.youtube....D3piuIxAwWYs&index=2",0/5,0.8,consistent_non_hate
https://animal-liber...net/issue/slaughter/,0/5,1.0,consistent_non_hate
重い腰上げて 懸案のデスクトップPC掃除 スゴイ黒茶埃でしたわ めんどくてグラボは掃除せずだったけど カリカリ音は消えた、良かった,0/5,0.8,consistent_non_hate
教えてくれ https://i.imgur.com/IxSNAYy.png,0/5,0.8,consistent_non_hate
埼玉で､ｵﾚのﾋﾞﾃﾞｵ売ってるの?,0/5,0.8,consistent_non_hate
>>17 残念ながらその路線で行くなら山上の政治的な動機として統一関連を審議の俎上に載せなくてはならないが、検察は統一協会と加害者、被害者の関係は裁判には関係しないというスタンスで一貫している。つまり単なる殺人事件としか扱わないと言う事。そうなると一人殺しただけだから、20年もしないで出てくると思われる,0/5,0.8,consistent_non_hate
ユリウス曆 2025年 7月(September) 19日(金曜日),0/5,0.8,consistent_non_hate
アマプラのNHKこどもパークには入ってるんだよ。映画の為に無料登録して見直した,0/5,0.8,consistent_non_hate
コントルポアン,0/5,0.8,consistent_non_hate
>>419 神が天地創造で物質を造ったのは、エネルギーを凝縮して 原子核を生成したのだと考えられます。 そして人類は不安定な原子核に電子をぶつけることで 原子核を分裂させ、消滅した物質に相当する原初のエネルギーを 取り出すことに成功したわけです。,0/5,0.8,consistent_non_hate
仲間バレバレーーーーー🔥,0/5,0.8,consistent_non_hate
"（ ,_ﾉ` )y━･~~~うむ",0/5,0.8,consistent_non_hate
https://i.imgur.com/vxMvXwO.jpg,0/5,0.8,consistent_non_hate
自動で開くのは良いけど閉じないよね,0/5,0.8,consistent_non_hate
>>1 ●心理学社会学インテリに研究して欲しいこと 心理学社会学インテリは「協調性」と「人間の関係の連携」にリソースをつぎ込めば世の中が良くなり、 コミュニケーションの劣る人間は合法的な手段で抹殺すればいいと、本人たちは否定するが本気で思ってる。 「協調性」と「人間関係の連携」は台所の包丁のようなもので料理に使えるが殺人にも使える。 帝京科学大学で見たら、勉強せず「協調性」と「人間の関係の連携」で人を蹴落とし首席卒業が正解になって、理工学部が廃学部になった。 勉強とは何ぞやになるが。 心理学社会学インテリに研究して欲しいことは、不良の魅力で一部の女がどう変容するかだ。 薬物汚染で人が変わるように、不良によって女の精神が完全汚染済みとは、自分が手足を失う被害の事後に分かるが、 災害の兆候や猛威の濃淡グラデーションがわからない。 猛威を避ける生活に役立つ知識を研究して体系化して欲しい。 不良の縄張りにいる女は警戒すべきだとか単純なものではなく、もっと体系的にもともと本能で動く悪党だったとか。 心理学社会学インテリにとって分かりにくいところは、例えば、雨が上がるように、女の生理が上がると、 前はあれだけ殺人鬼のことが好きだったのに、一部の老婆は殺人鬼を怖がり逃げてゆく傾向があるとか、 精神世界で分析してるだけではわからない動物性がある。 まともに考えれば、 お金持ちと結婚したがる女が、お金持ちの家を放火する殺人鬼を探して近づいて性交するなんて、 こっちの知識が真っさらな状態だと事前に思いつくが否定、却下する。 トイレを探してうんちおしっこができる知性の女だ。 この目で女の異常行動を見て学習し逆手に取り、不良、殺人鬼をエサに田舎者の女に殺人鬼と性交してもらって、 人の道を踏み外す異常事象の証拠で民事紛争に持ち込む罠を作れるけど、 「賢者は歴史に学び愚者は経験に学ぶ」の愚者の戦法だ。 事前の歴史に学ぶ賢者の手がかりヒント知識が欲しい。,0/5,0.6,consistent_non_hate
>>14 NHKもマリニンに昔の映像も見ない つまりこの指摘を否定。 「スカートの中での癒しが,0/5,0.8,consistent_non_hate
夜｡やることが､ない｡､･･･｡,0/5,0.8,consistent_non_hate
あの高校 水商売に転職で有名🔥 学生時代からの下積みバイトに返り咲き?,0/5,0.8,consistent_non_hate
#4 自分の歌を歌えばいいんだよ,0/5,0.8,consistent_non_hate
@カラスの記憶力はどの程度持続？ AIが回答を生成中 AIアシスタント カラスの記憶力は非常に優れていて、短期間だけでなく、とても長い期間にわたって記憶を保持することができます。私たちの身近な体験からも、 その驚くべき記憶力が伺えますね。 🧠 カラスの記憶力の持続期間 カラスは特定の人間の顔や、食べ物の隠し場所など、様々な情報を長期間記憶することができます。 🗓 5年以上にわたる記憶 カラスの記憶力はなんと5年以上も持続することが実験によって証明されています。例えば、アメリカのワシントン大学での研究では、「カラスに嫌 がらせをする人」と「無害な人」の区別を仮面を使ってカラスに認識させました。その結果、カラスは「嫌な仮面」をつけた人を攻撃し続け、5年以 上経ってもその顔を記憶していたことが報告されています。これは単なる一時的な学習ではなく、長期記憶としてしっかり保持されていることを示し ています。 👥 仲間との情報共有 カラスは、危険な人物や場所といった重要な情報を、鳴き声などを通じて仲間と共有する能力も持っています。そのため、個体だけでなく、群れ全体 でその情報を学習し、行動に活かすことができます。 🤫 隠したものの記憶 カラスは余った食べ物を何十箇所もの場所に隠して貯食する習性があります。そして、どこに何を隠したかを記憶しているだけでなく、腐りやすいも のと腐りにくいものを区別して覚えているとも言われています。この記憶力は、私たちが冷蔵庫の中身を忘れてしまうことと比較すると、驚くべき能 だと感じますね。 🧠 記憶を支える脳の仕組み カラスがこれほどの記憶力を持つのは、彼らの脳の特別な構造によるものです。 🧠 優れた脳の構造 カラスの脳は、思考や学習、感情をつかさどる大脳皮質に相当する部分が非常に発達しています。また、脳化指数（EQ）は犬や猫と同等か、時には上 回ることもあります。鳥類の脳は、哺乳類と比較して神経細胞の密度が高く、限られたサイズの中で効率的に情報処理を行えるように進化しています。 この効率的な脳の構造が、カラスの優れた記憶力を支えていると考えられます。 💭 人間との比較 人間の短期記憶が20秒程度で、記憶できる情報の数が7±2程度であるのに対し、鳥類の短期記憶は数秒から十数秒とされています。しかし、長期記憶に 関しては、カラスは人間のように非常に長い期間持続し、容量もほとんど無限に近いと考えられています。 カラスの記憶力は、彼らが都市環境で生き抜き、人間社会に適応していく上で非常に重要な役割を果たしていると言えるでしょう。,0/5,0.6,consistent_non_hate
けん玉チャレンジにシレッといて欲しいwww,0/5,0.8,consistent_non_hate
輪廻転生,0/5,0.8,consistent_non_hate
立てたぜw,0/5,0.8,consistent_non_hate
>>1 クリームレモン案件？,0/5,0.8,consistent_non_hate
https://i.imgur.com/vBzhk0t.jpg https://i.imgur.com/yiH1lW1.jpg,0/5,0.8,consistent_non_hate
149. 匿名 2025/11/12(水) 11:07:59 [通報] >>118 ドリームワークスは今年見た野生の島のロズがめちゃくちゃよかった,0/5,0.8,consistent_non_hate
https://youtu.be/2-8...?si=VSpUC7ryu-a7hk-O,0/5,0.8,consistent_non_hate
https://zatsugaku-my...y.com/mad-scientist/,0/5,0.8,consistent_non_hate
デュトア ライブでも聴いた,0/5,0.8,consistent_non_hate
靴流通センター,0/5,0.8,consistent_non_hate
電通,0/5,0.8,consistent_non_hate
あつ,0/5,0.8,consistent_non_hate
こども家庭庁,0/5,0.8,consistent_non_hate
他の国ならともかく隙を見せたら徹底的にしゃぶり尽くされるわーくにでは無理だろ,0/5,0.8,consistent_non_hate
スラムダンクも第一部完だよな,0/5,0.8,consistent_non_hate
💐,0/5,0.8,consistent_non_hate
狂った太陽♪の方 目指したん? 同じパッションやん🔥,0/5,0.8,consistent_non_hate
>>197 異星人と交流した話はあなたが自分から告白した話です。,0/5,0.8,consistent_non_hate
https://youtube.com/...?si=a9Bg9G-TTygHNpAH,0/5,0.8,consistent_non_hate
🖐さりとて･･･,0/5,0.8,consistent_non_hate
>>111 これは知らなかったわ,0/5,0.8,consistent_non_hate
現在、株式市場が高値維持してますが、 聞くところによると そろそろ崩落かとの噂もあるようで,0/5,0.8,consistent_non_hate
宗像三女神 天のチチの偉大なる輪(和)を見せよ,0/5,0.8,consistent_non_hate
データ収集。。。,0/5,0.8,consistent_non_hate
| | 彡⌒ミ ＼ (´･ω･`)また髪の話してる (| |):::: (γ /::::::: し ＼::: ＼,0/5,0.8,consistent_non_hate
ぺ,0/5,0.8,consistent_non_hate
令和デビュー 『6月29日 ズバリ 的中』 https://www.youtube..../watch?v=X5H50j6tjmo 6月29日 日本最後の日 タイムライン 的中,0/5,0.8,consistent_non_hate
自称ボクシ,0/5,0.8,consistent_non_hate
今日は､なんか､しんどい｡いまいち｡､,0/5,0.8,consistent_non_hate
https://youtu.be/yad...?si=ng284rJpCf5NBh-r,0/5,0.8,consistent_non_hate
・,0/5,0.8,consistent_non_hate
わたしのこの超でかい 大天使の輪を見よ。いやらしくて最高であろう,0/5,0.8,consistent_non_hate
https://i.imgur.com/2OvgrHp.jpg https://i.imgur.com/Asy6n3k.jpg,0/5,0.8,consistent_non_hate
Siri,0/5,0.8,consistent_non_hate
偉大なる長老の復活に際して,0/5,0.8,consistent_non_hate
満州アヘンスクワッドも心配🥺,0/5,0.8,consistent_non_hate
塗ると、痛いのですか？,0/5,0.8,consistent_non_hate
月曜ダヨー(笑),0/5,0.8,consistent_non_hate
>>515 おはようございます。 拝読致しました。,0/5,0.8,consistent_non_hate
we are soul family by 令和デビュー 『【ダイジェスト版】 2025.6.29 ハイライト』 https://www.youtube..../watch?v=qmOdJV7Eupg,0/5,0.8,consistent_non_hate
これからはカモフラージュで別の薬局で貰ってもマイナカードで全部バレバレ,0/5,0.8,consistent_non_hate
一方蛮族は奴隷に開けさせた,0/5,0.8,consistent_non_hate
温かい言葉をありがとー😉👍🎶,0/5,0.8,consistent_non_hate
リコ・サッカーニ指揮ブダペスト・フィルは中々良かった気がする,0/5,0.8,consistent_non_hate
子供電話相談室に相談すれば良かったのに,0/5,0.8,consistent_non_hate
https://youtube.com/shorts/-mCV5Ce767g,0/5,0.8,consistent_non_hate
アラフェスさん大活躍の巻,0/5,0.8,consistent_non_hate
https://pctr.c.yimg....flash-000-4-view.jpg,0/5,0.8,consistent_non_hate
無罪にならなくとも自由は与えてほしい 足枷を断つために人生を捨てた結果が、自由を得られなかったらこの社会に望みを失くしてしまう,0/5,0.8,consistent_non_hate
>>7 常に心に鍵かけてるけど,0/5,0.8,consistent_non_hate
ボーイング（B763）の民間大型機もシアトルから横田空軍基地へ到着,0/5,0.8,consistent_non_hate
コンプリートBlu-rayボックスを出すしかないな 展覧会岡本太郎とタローマンまつりと超体験NHKフェスタローマンショーと凱旋！岡本太郎の動画も入れてくれたら俺が歓喜,0/5,0.8,consistent_non_hate
ポルポト,0/5,0.8,consistent_non_hate
彼が書き込み続ける「年内に畳まれる」という情報の出処はどこなんだろう？ 公式からは来年発売の拡張タイトルが正式に発表されているけど http://hissi.org/rea...17/Y0didEExbHAw.html http://hissi.org/rea...18/OVFvUkpwLzQw.html http://hissi.org/rea...zFtZWUzNEYw.html?p=1 http://hissi.org/rea...20/RHh6NWRUTlAw.html http://hissi.org/rea...21/Vm0vZ25yVEsw.html http://hissi.org/rea...22/cENtYTdjSUQw.html http://hissi.org/rea...23/a3pCN0VzMlIw.html http://hissi.org/rea...25/ckdENWN1TjMw.html http://hissi.org/rea...03/aWI4UkRwSk4w.html http://hissi.org/rea...04/eHBHZEU1TXow.html http://hissi.org/rea...08/YTBjc0RtZlIw.html http://hissi.org/rea...19/Y3VqWDdyUlkw.html http://hissi.org/rea...22/d2hUWXAyeDUw.html http://hissi.org/rea...02/UlJpRWduZUQw.html http://hissi.org/rea...UhnQXpyVEYw.html?p=1 http://hissi.org/rea...nRacy9OZmQw.html?p=1 http://hissi.org/rea...tZ2JWK2YwSExXTg.html http://hissi.org/rea...03/eWNRN0FjNWEw.html http://hissi.org/rea...18/Z2tncG8zK1Mw.html http://hissi.org/rea...19/Y3FzSEw2dVUw.html http://hissi.org/rea...20/N2RscXpDaXgw.html http://hissi.org/rea...22/bVZZZ2NoQmkw.html http://hissi.org/rea...11/dDIyaXFCUm4w.html http://hissi.org/rea...001/bHB6RkphdjU.html,0/5,0.2,consistent_non_hate
アパレルいいね 映画館でタローマンTシャツの人が隣の席に座った時妙に嬉しかったのなんか思い出したw,0/5,0.8,consistent_non_hate
ペィッ,0/5,0.8,consistent_non_hate
>>230 ほぼそれに近い,0/5,0.8,consistent_non_hate
おはようございます☀ https://i.imgur.com/i5sFAeX.jpeg https://i.imgur.com/ut06TER.jpeg https://i.imgur.com/gNbysE8.jpeg,0/5,0.8,consistent_non_hate
>>205 ありがとう 実は街並編だけ録画し損ねてて、まさに明日の夜中やるじゃん！っ思ったものの、あれ？他のに比べて時間が長いから過去に撮り損ねたのとは別のバージョンなのかな？と思った次第です,0/5,0.8,consistent_non_hate
今日は､すごい運が､良かった｡ｶｰﾄﾞ引けた｡ ﾚｱ天津飯ｶｰﾄﾞの後が､熱いの知ってたのが､良かった｡､,0/5,0.8,consistent_non_hate
ユリウス曆 2025年 6月(August) 22日(月曜日),0/5,0.8,consistent_non_hate
ありがたい。,0/5,0.8,consistent_non_hate
やばい５０になった,0/5,0.8,consistent_non_hate
天のチチの大いなる輪(和)を示せ,0/5,0.8,consistent_non_hate
・,0/5,0.8,consistent_non_hate
>>31 ある、小学校のタブレットパソコンでやってる 読めるようになろうとしてなくてガチャガチャ滅茶苦茶に叩いて運で当てにいこうとしてたけど,0/5,0.8,consistent_non_hate
写真だけのためにリバって欲しいね https://i.imgur.com/pxuwFAu.jpg,0/5,0.8,consistent_non_hate
>>32 キーの位置を覚えるのが倍以上必要だけどねww,0/5,0.8,consistent_non_hate
>>1 悔しかっただろう 苦しかっただろう 妹さんの証言に涙が止まらん…,0/5,0.8,consistent_non_hate
女神らよ。はやく輪(和)を示せ。,0/5,0.8,consistent_non_hate
枝丹較チョン,0/5,0.8,consistent_non_hate
・宗教書ブームの陰で コスモメイト(当時。現在ワールドメイト)の主宰者、深見東州氏（本名・半田晴久）は１９５１年、兵庫県生まれ。学生時代から世界救世教や大本などの宗教を遍歴しました。同志社大学卒業後、東京の会社に勤務。 そのころ、十七歳年上の霊能力を持つとされる女性と知り合いました。 この女性とコンビを組み、深見氏も霊能力を”開発”。訪問販売や学習塾経営と並行して宗教活動に入った、とされています。,0/5,0.8,consistent_non_hate
>>839 https://pbs.twimg.co...ormat=jpg&name=small,0/5,0.8,consistent_non_hate
ぁ,0/5,0.8,consistent_non_hate
>>303,0/5,0.8,consistent_non_hate
平和米 平和目指して 食べましょう ゆっくり食べると 美味しい食事,0/5,0.8,consistent_non_hate
さあ 大和の女神に成りたい天女らよ。輪(和)を見せよ。,0/5,0.8,consistent_non_hate
手で開けた方が早い,0/5,0.8,consistent_non_hate
>>142 生きてたんかいっ我っ！,0/5,0.8,consistent_non_hate
町の人々はエリシャに言った、 「見られるとおり、 この町の場所は良いが 水が悪いので、この地は 流産を起すのです」。 エリシャは言った、 「新しい皿に塩を盛って、 わたしに持ってきなさい」。 彼らは持ってきた。 エリシャは水源へ出て行って、 塩をそこに投げ入れて言った、 「YHWHはこう仰せられる、 『わたしはこの水を 良い水にした。もはやここには 死も流産も起らないであろう』」。 こうしてその水は エリシャの言ったとおりに 良い水になって今日に至っている。 彼はそこからベテルへ上ったが、 上って行く途中、 小さい子供らが町から出てきて 彼をあざ笑って、彼にむかって 「はげ頭よ、のぼれ。はげ頭よ、のぼれ」 と言ったので、 彼はふり返って彼らを見、 YHWHの名をもって彼らを呪った。 すると林の中から 二頭のメスの熊が出てきて、 その子供らのうち四十二人を裂いた。 彼はそこからカルメル山へ行き、 そこからサマリヤに帰った。 （列王記下）,0/5,0.8,consistent_non_hate
https://i.imgur.com/bPsTPpv.png https://i.imgur.com/zZWKvix.png,0/5,0.8,consistent_non_hate
https://imgur.com/a/rxJat3H,0/5,0.8,consistent_non_hate
悪魔と契約した者の末路 『エンゼル・ハート』日本版劇場予告編 https://youtu.be/wExnoYf5AEg 闇の力を頼るマジック（魔術） https://youtu.be/NWRb1fVuvjs?t=75,0/5,0.8,consistent_non_hate
普通に思ったほどじゃなかった／(^o^)＼,0/5,0.8,consistent_non_hate
https://i.imgur.com/FJUpoLW.jpg https://i.imgur.com/jbCxiQD.jpg,0/5,0.8,consistent_non_hate
岡本太郎の“言霊”を現代に甦らせた『タローマン』 藤井亮監督が語る型破りな特撮ドラマの舞台裏,0/5,0.8,consistent_non_hate
トルトゥリエ,0/5,0.8,consistent_non_hate
さらに、先の獣の前で行うのを 許されたしるしで、 地に住む人々を惑わし、 かつ、剣の傷を受けても なお生きている 先の獣の像を造ることを、 地に住む人々に命じた。,0/5,0.8,consistent_non_hate
藤井亮監督の製作秘話が聞ける https://open.spotify...BE0Xa6RNiqI2qNNBJNeg,0/5,0.8,consistent_non_hate
無職スーパーパヨチンブラザーズｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ,0/5,0.8,consistent_non_hate
全然バンされない,0/5,0.8,consistent_non_hate
何もかもが落ちてくけど 君だけは大人にならないで。 懐かしい光りに導かれて。 貴女は優しく手を振る,0/5,0.8,consistent_non_hate
内海はサイエントロジー協力者 流れ読まずカキコだが(全然スレ読んでない) https://ja.wikipedia...A3%E9%A0%85%E7%9B%AE Wikipedia市民人権擁護の会(CCHR)の関連項目に内海も出ている。 もう10年も前から知ってる。内海がどういう人物かも分かってる人には分かってる。評判も良くないが、そうやって物議を醸しながら全然消えてかない。 それどころか、都知事選にまでこの狂ったワクチン行政利用するように出て来て、本当に驚いた。よっぽど後ろ盾があるのかなとも思って怖かった。 昔はネットでカルトのサイエントロジーとの関連のソースや悪い評判も幾らでも拾えたが、日刊カルト新聞は頑迷さ装う強烈なワクチン推奨派になってしまったので、安易にリンクも出来なくなったし、ネットからも匿名の所は特に冷静さが無くなって行ったような気がした。 Wikipedia市民人権擁護の会 関連項目 小倉謙 (実業家) 精神科医 根拠に基づく医療 反精神医学 サイエントロジーと精神医学 偽医療 陰謀論 船瀬俊介 - 陰謀論者・市民の人権擁護の会日本支部代表者と共著で反精神医学の本を出版したり、アポロ計画陰謀論や911テロ自作自演論を支持、肯定する立場に立っている。 内海聡 - 医師・市民の人権擁護の会を支持、肯定する立場に立っている、船瀬俊介との対談や市民の人権擁護の会が主催する講演会にて講師を務める。 由井寅子 - 日本ホメオパシー医学協会会長及びロイヤル・アカデミー・オブ・ホメオパシー学長・市民の人権擁護の会を支持、肯定する立場に立っている、近年市民の人権擁護の会幹部を頻繁に講師として招聘。 池田としえ議員はブログにこのCCHRを載せている。 https://ameblo.jp/da...try-11540969962.html 紀藤正樹弁護士旧ブログ サイエントロジー https://kito.cocolog...at6331888/index.html こういう事も言えなくなる言論封殺のカルト的時代が来るのかと思うと本当に怖かった。,0/5,0.6,consistent_non_hate
