index,original,back_translated,path
21,北朝鮮、マスコミ、被害者を救う会、山上 どう考えても統一教会と深い関係にある連中ばかり。,北朝鮮、マスメディア、被害者救済団体、山上 – どう見ても、みんな統一教会とズブズブのただの連中だ。,English
66,統一教会に家庭壊されたっていう設定なのに、ご自身は医大いってますよね・・・？,「あなたの家族が統一教会によって破壊されたという話なのに、あなた自身は医学部に通っているじゃないですか…？」,English
28,安倍を暗殺して喜んでるのは新大久保や西早稲田の韓国キリスト教連中というのが皮肉だな,皮肉なことに、安倍氏の暗殺を喜んでいるのは、新大久保と西早稲田の韓国系キリスト教徒の一味だ。,English
40,統一教会も分かってて、金巻き上げているのだから 悪魔だね まともな良心のある人間は、多額の献金なんて お断りする 韓 鶴子が逮捕されたけど、全て自業自得,統一教会ですら知っている、そして金を巻き上げているのだから、悪魔だろう？良心のあるまともな人間なら、そんな巨額の寄付は拒否するだろう。韓鶴子は逮捕されたが、自業自得だ。,English
58,現在のレオ教皇だけではなく、先代のローマ教皇も、平和を祈願されている https://kizuna.5ch.n...kyoto/1734041909/3-5 >457 勝手に戦争を煽って、タダで済むと思うなよ,現在の教皇レオだけでなく、前教皇も平和を祈っているよ https://kizuna.5ch.n...kyoto/1734041909/3-5 >457 無謀に戦争を煽ったことに対して、ただで済むと思うなよ。,English
16,マジけ、わいも人殺すかもしれんからキリスト教信仰するわ,マジで？私も人を殺すかもしれないから、キリスト教を信じる。,English
97,統一教会の教義には普遍性が無い。 普遍性が無いから世界宗教になれない。（真理ではない） 日本を悪だと定めて教義にしている統一教会。 このような差別的な教義には時代と民族を超えた普遍性が無い。,統一教会の教義は普遍性を欠いている。普遍性を欠いているため、世界宗教にはなり得ない。（真理ではない）統一教会は日本を悪と定義し、これを教義としている。そのような差別的な教義は、時代や人種を超越した普遍性を欠いている。,English
52,イエスの時代の陰謀と現代の陰謀：陰謀に怯えるべきでない根拠: 雲の柱・火の柱　アウトロー神学者の終末世相診断 << ケムトレイルの内部告発動画 | TOP | ペットは死後どうなるのか >> なかなか説得力のある記事ですね。 Posted by 大和の苫屋 at 2010年08月01日 22:38 お久しぶりです。有り難うございます。栄光在主。 Posted by モトイ at 2010年08月02日 06:48,"イエスの時代の陰謀と現代の陰謀：陰謀を恐れる必要のない理由：雲の柱、火の柱 - 異端神学者の終末社会状況診断
<< ケムトレイル内部告発ビデオ | TOP | ペットは死後どうなるのか？ >>
これはなかなか説得力のある記事ですね。
投稿者：大和の友屋 2010年8月1日 22:38
ご無沙汰しております。ありがとうございます。主に栄光あれ。
投稿者：基 2010年8月2日 06:48",English
1,>>201 あれに関しては長年統一教会信者関連の訴訟を担ってきた弁護士によると統一教会は現役信者が裁判に出る前には必ず統一教会に不利な事は言わない様に口裏を合わせたり口封じをしたりしているらしい 法廷での山上の母の言動も過去に見たそういう人達と全く同じで確実に事前に打ち合わせされてる物なんだとか,>>201 その件に関して、長年、統一教会信者関連の訴訟を扱ってきた弁護士によると、統一教会は、信者が法廷に出る前に、常に証言を調整するか、あるいは活動的な信者を沈黙させ、統一教会に不利なことを言わせないようにしているという。山上徹也の母親の法廷での言動は、過去に見た人々と全く同じで、それは間違いなく事前に仕組まれたものだ。,English
17,>>269 家族を破壊されたんじゃなくて 母親が家族を破壊したんだよ 全て母親のせい お前の母親まともだから統一教会なんかに入ってないだろ 母親がまともならこんなことにはならないんだよ,>>269 家族が破壊されたのではなく、母親が家族を破壊した。全て母親のせいだ。お前の母親はまともだ、だから統一教会のようなものには入らなかっただろう？母親がまともなら、こんなことにはならない。,English
31,【ガールズ＆パンツァー】GO AHEAD!! これがワタシの性交教義【エロマンガ】 | にゅ～とろアンテナ 【ガールズ＆パンツァー】GO AHEAD!! これがワタシの性交教義【エロマンガ】 2016年9月14日 0:30 [虹ネタ同人] 「【ガールズ＆パンツァー】GO AHEAD!! これがワタシの性交教義【エロマンガ】」の記事を見る ブクマ,"【ガールズ＆パンツァー】行け!! これが私の性交教義だ【エロ漫画】 | ニュートロアンテナ
【ガールズ＆パンツァー】行け!! これが私の性交教義だ【エロ漫画】
2016年9月14日 0:30
【レインボーコンテンツ同人】
【ガールズ＆パンツァー】行け!! これが私の性交教義だ【エロ漫画】の記事を見る
ブックマーク",English
50,>>18 どうでも良いけどね キリスト者の目的は邪悪なる悪霊の栖雲居士を 撃ち破る事ではありません。又それで神の栄光 が現れるわけでもありません。 何を言っているんですか、スレ乱立の責任を取っ てね,>>18 どうでもいいけどさ、クリスチャンの目的は邪悪な悪霊のセイウンコウジを倒すことではない。それによって神の栄光が現れることもない。一体何を言っているんだ？スレ荒らしの責任を取れ。,English
62,高橋の守護霊として、「フォワイ・シン・ワォワイ・シンフォー」という霊が存在していることを教えた（後にこれらの霊は、モーゼとイエスの霊であることが明らかになる）。(1) - ＵＦＯアガルタのシャンバラ　日本は津波による大きな被害をうけるだろう レプティリアンは、白色人種であるアーリ…,「フォワイ・シン・ワオワイ・シンフォ」という名の霊が高橋の守護霊として存在すると教えられた（後に、これらの霊がモーゼとイエスの霊であることが判明した）。(1) - UFOアガルタのシャンバラ 日本は津波によって甚大な被害を受けるだろう。レプティリアンは白人、アーリア人である…,English
35,イエスキリストは味方してくれそうか 反社会活動を繰り返し、逮捕保釈を繰り返す麻生太郎,イエス・キリストは、反社会的な活動を繰り返し、繰り返し逮捕され保釈されている麻生太郎の味方をするように見えるだろうか？,English
30,キリスト教だけ女神がいないっておかしい ちがう？,キリスト教にだけ女神がいないのは馬鹿げているでしょう？,English
38,日中を争わせて、先に破滅する日本を支配するのが統一教会の目的だからな,統一教会の目的は、日本と中国を戦わせ、まず滅びる日本を支配すること、というわけですよ。,English
82,キリスト教が一番人を殺してるのにキリスト教で平和になるとか片腹痛いwwwイテテ,キリスト教は最も多くの人々を殺してきたのに、キリスト教によって平和がもたらされると言うのは、笑止千万だ。(笑) 痛っ。,English
44,>>136 ＞パヨク ＝ 統一教会による日本への加害に対抗する愛国者 どこが愛国なんだよハゲ https://pbs.twimg.co.../GvVoSdyXwAANR16.jpg,">>136
>左翼の腑抜け = 統一教会による日本への害に反対する愛国者
それのどこが愛国的なんだ、ハゲ？",English
3,第五十六章 | 全能神教会 あなたがたは神の言葉をもって自らを装備するよう言われているが、あなたがたのために何が采配されようが、すべては神が自らの手で指揮するものであるから、あなたがたの熱心な祈りや嘆願は必要ではない──それらは役に立たないのである。しかし、現在の状況から見れば、あなたがたの直面する実際の問題は、あなたがたには…,"第56章　全能神教会
あなた方は神の言葉で身を固めるように言われているが、あなた方のために何が手配されようとも、全ては神御自身の手によって導かれている。だから、あなた方の熱心な祈りや嘆願は必要ない――それらは無益である。しかし、現在の状況を見ると、あなた方が直面している実際の問題、あなた方にとっては…",English
80,イエスが実在って証拠もないもんな。,イエスが本当に存在したという証拠はないんだよ。,English
46,>>112 の在日の統一教会自演信者はいつ自殺するの,>>112 いつになったらあの在日統一教会自演信者は自殺するんだ？,English
37,キリスト教の崩壊聖書。。,キリスト教の崩壊 聖書..,Korean
32,イスラムと大して変わらんクソみたいな規律のユダヤ教を別物に改変しただけやね 旧約聖書とかいうやべえ奴らのユダヤの歴史書よかイエス一代記の新約聖書のほうが受けただけ,ユダヤ教はそのクソみたいなルールで、イスラム教と大して変わらない、ただ別のものに改変されただけだろ？ただ、新約聖書、イエスの伝記は、あのイカれたユダヤ人どもの歴史書、いわゆる旧約聖書よりも受け入れられただけだ。,English
45,子供の育児放棄を屁とも思わない山神母親はまさに母親の姿をしたキラーマシーンに映ったことだろう 統一教会と萩生田隆一を地獄に送ることができるのは我々しかいない！！ 高市を地獄へ！萩生田小泉竹中を叩き潰せ！！,児童虐待なんか屁とも思わない山上の母親は、まさに母親の姿をした殺人マシーンとして現れたに違いない。統一教会と萩生田光一を地獄に叩き落とせるのは我々だけだ！！高市も地獄へ！萩生田、小泉、竹中を潰せ！！,English
49,>>718 いや5chでは昔から壺三って言ってたから 事件後すぐに統一教会と安倍の癒着が拡散されたよ,>>718 いや、5chではずっと前からカルト安倍と呼んでいたから、統一教会と安倍の癒着は事件直後に広まった。,English
53,イエスの存在証明はイエスを救世主として信じる人間にとってのみ意味がある しかし、クリスチャンの世界では（異端は除く）証明できないとされている 従って「イエスは居なかった」 それ以上、非クリスチャンが語ることなど微塵も残されていない こんな簡単なこともわからない人が何を「論」じることが出来るの？ 出来ないよね,イエスの存在の証明は、イエスを救世主と信じる人々にとってのみ意味がある。しかし、キリスト教世界では（異端者を除いて）、それは証明不可能とされている。ゆえに、イエスは存在しなかった。それ以上、非キリスト教徒にはもはや何も言うことがない。そんな簡単なことすら理解できない人々が、何を議論できるのか？できないだろう？,English
89,>>250 プロテスタントが初代教会を自称するなら、プロテスタント以前はどこの教会が本物だったのか。 キリストの時代から一千数百年も空白だったということはないだろう。 分派元のローマカトリック教会にも正しい時期があったというならば、 対抗宗教改革で教会の内側から改善した聖人と義人たちにこそ功績があるというもの。 ルターが正しい教会を作るために分派したのなら、ルターから分派した他のプロテスタントは偽の教会だろう。 ルターとは異なるプロテスタント教会も偽の教会ということになる。 ユダヤから遠く離れた地の日本で、二千年後の日本で、正しい教会が生まれるとは思えない。 日本の単立プロテスタント教会は全て偽と考えるのが正しい論理。,>>250 プロテスタントが初期教会であると主張するなら、プロテスタント以前の真の教会はどれだったのか？キリストの時代から千数百年以上もの間、空白があったとは考えにくい。彼らが枝分かれしたローマ・カトリック教会ですら正しい時代があったと言われるなら、その功績は対抗宗教改革の際に教会内部からそれを改革した聖人や義人に帰する。ルターが枝分かれして真の教会を作ったのなら、ルターから枝分かれした他のプロテスタントは恐らく偽りの教会だ。ルターとは異なるプロテスタント教会も偽りの教会だろう。ユダヤから遠く離れた地、日本で、二千年後の日本で、真の教会が生まれるとは考えられない。全ての日本の独立プロテスタント教会を偽りだと見なすのが正しい論理である。,English
25,山上の母親はあれだけなってもまだ信仰してるからな カルトこえーわ ネトウヨもみんなカルトやろ 日本語通じないし,山上の母親って、あれだけのことあった後でも未だに信者らしいよ。カルトってマジで恐ろしい。ネトウヨもカルトだろ？しかも日本語が通じないし。,English
48,>>287 >>240 やはり戦争を終わらせたのはトランプ米大統領だったな。 「平和を作り出した」のはトランプ米大統領。 グレタ氏でも反戦の偽善者どもでもなく。 プラカードを掲げて戦争が終わるなら苦労しないだろ。 無能な偽善者どもの自己満足。 主キリストは当時の偽善者どもを断罪したが、 現代の教会にも偽善者が多い。 人質と拘束者解放、ガザ停戦第1段階 トランプ氏「新たな中東の夜明け」 https://jp.reuters.c...3AQF4U6E-2025-10-13/,>>287 >>240 やはり戦争を終わらせたのはトランプ米大統領だった。平和を築いたのもトランプ米大統領だった。グレタ・トゥーンベリでも、あの反戦の偽善的なクソ野郎どもでもない。もしプラカードを掲げるだけで戦争が終わるなら、何の苦労もないだろう？無能な偽善的なクソ野郎どもの自己満足だ。主キリストは当時の偽善者どもを糾弾したが、現代の教会にも多くの偽善者がいる。人質・被拘束者解放、ガザ停戦フェーズ1 トランプ氏：中東に新たな夜明け https://jp.reuters.c...3AQF4U6E-2025-10-13/,English
36,2100年まで続く。キリスト教会は殺戮教会なので、死者も沢山出る。被害者も多数出ている。不謹慎なことに、キリスト教会は、ビデオのエンターテイメントにして売っている。被害を避けたい人は、〒874大分県別府市野口元町9の12神の愛の宣教者会へ「マザー・テレサとマリア様のメダイをください」と手紙を書いてください。ターゲットになるのを避けられます。,それは2100年まで続きます。キリスト教会は虐殺教会なので、多くの死者も出ます。多くの犠牲者も出ています。恥ずべきことに、キリスト教会はそれをビデオエンターテイメントにして販売しています。危害を避けたい人は、〒874 大分県別府市野口元町9-12にある『神の愛の宣教者会』に、『マザー・テレサと聖母マリアのメダルをください』と書いて手紙を送ってください。あなたは標的になるのを避けることができます。,English
99,韓国ではキリスト教系の新興宗教が良く表れているけど、どれも稚拙。原罪というどうしようもできないものをp作り上げて縛り上げる原因を作り、 それを解消するために、肉体関係を教祖と結ぶことを目的をするなんて、（統一教会もそうだがその分派もそこは同じ）サルに毛が生えたような韓国人が考えそうなものだよ。 だから日本では解散にまでなったってことだろ。最初から大問題集団だったってわけ。,韓国ではキリスト教系の新興宗教が盛んだが、どれもこれも下品だ。彼らは「原罪」という解決不能なものを作り出し、人々を縛り付ける理由を作り、そしてそれを解決するために教祖との性的な関係を目的とする — (統一教会がそうだし、その分派もその点では同じだ) — 毛が生えた猿のような韓国人が考えることだ。だから日本でも解散命令が出されたんだろ？最初から非常に問題のある集団だった。,English
27,>>452 その程度の脳みそだから簡単に統一教会に洗脳されるってこと気付いてないんだよ,>>452 お前は脳みそが小さいから、統一教会に簡単に洗脳されていることにすら気づいていないんだよ。,English
94,へ〜クリスチャンに言わせると認識論って学問じゃないんだ。 ＞学問的にイエス・キリストの存在が証明されないのなら、イエス・キリストは架空の人物で間違いないね。 この発想そのものが不勉強な証拠です。 何度も言っているように、そんな基準が成り立つなら、お釈迦様やソクラテスなども、架空の人物になってしまいます。 認識論を考えましょう。,"ああ、じゃあキリスト教徒によると、認識論は学問分野じゃないんだな。
イエス・キリストの存在が学術的に証明できないなら、イエス・キリストは間違いなく架空の人物だ。
この考えそのものが無知の証拠だ。何度も言ってきたように、もしそのような基準が通用するなら、ブッダやソクラテスのような人物も架空の人物になってしまうだろう。認識論について考えてみよう。",English
24,>>453 >>438 聖人になる意志が無い者は聖職者や修道者にはなるな。 人格が劣ってるクズみたいな聖職者と修道者を何人も見てきた。 聖人になる気が無いのに聖職者や修道者を目指すのは意味が無い。 クズみたいなキリストの代理者などいらない。,">>453 >>438
聖人になる意志のない者は、聖職者や修道者になるべきではない。私は劣悪な人格の屑のような聖職者や修道者を多く見てきた。聖人になるつもりがないのなら、聖職者や修道者になることを志すのは意味がない。我々は屑のようなキリストの代表者など不要だ。",English
60,金の流れ 信者→教会→安倍派裏金,資金の流れ：信者→教会→安倍派裏金,Korean
54,教理は一つしかないのに保守派とかリベラルだとか言うのが間違ってる。 ちなみに、キリスト教は、ローマカトリック教会の教理は、世俗の価値観と比べるとかなり保守的。 ゆえに、キリスト教は保守的な宗教、という考え方で正しい。 自称キリスト者なのに左派政党を支持してる奴は矛盾してる。,唯一の教義があるのに、保守派だのリベラル派だのと言うのは間違いだ。ちなみに、ローマ・カトリック教会の教義であるキリスト教は、世俗的価値観と比較するとかなり保守的である。したがって、キリスト教が保守的な宗教であるという考えは正しい。左翼政党を支持する自称キリスト教徒は、矛盾した馬鹿だ。,English
22,表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,表向きは普通の聖人だが、キリスト教会にはこれほどの闇を抱えている。,English
4,>>587 横からだが、統一教会はオマエだろ、タコ,>>587 横からだけど、お前こそ統一教会じゃないか、この馬鹿野郎！,English
56,>>475 悪評が広まった統一教会 さらに日本自民党を騙すために 名称を変更する事を認めたのが安倍 それまでは決して認める事は無かったが 統一教会の名称ロンダリングに協力者,>>475 悪評が広まった統一教会。さらに、日本の自民党を欺くために名称変更を承認したのは安倍だった。それまで承認されたことは一度もなかったが、彼は統一教会による名称ロンダリングの共犯者だった。,English
39,①どうやら、神はいるらしい | セブンスデー・アドベンチスト教会 2018年11月9日 @ 19:30 – 20:30 Asia/Tokyo タイムゾーン どうやら、神はいるらしい 神はいるのか？いないのか？ いずれにしてもどのようにそれを証明できるでしょうか。 ご一緒に考えてみませんか？ ← あかしの書とアドベンチスト歴史遺産強調日 ②有罪率100%からの逆転 →,"①どうやら神は存在する | セブンスデー・アドベンチスト教会 2018年11月9日 午後7時30分～午後8時30分 アジア/東京タイムゾーン。どうやら神は存在する。神は存在するのか？それとも存在しないのか？いずれにせよ、どうすればそれを証明できるのか？一緒に考えてみませんか？ ← 証の書とアドベンチスト歴史遺産強調日
②有罪率100%からの逆転 →",English
20,"校門前での聖書配布にクレーム？ | もーちゃんの部屋 << なおも続くネグレクト親娘に治療法は？ | main | ビンボー万歳！ >> at 13:15, もーちゃん, 希望の光 at 13:15, スポンサードリンク, - url:http://shalomochan.jugem.jp/trackback/1599","校門前での聖書配布に苦情？ | もーちゃんの部屋 << 未だに続くネグレクト母娘に治療法はあるのか？ | main | 貧乏万歳！ >> 13:15, もーちゃん, 希望の光 13:15, スポンサーサイト, - url:http://shalomochan.jugem.jp/trackback/1599",English
95,>>448 統一教会信者に説得は難しい なぜならこのようにもはや理論で動いていないから 幹部や上役の指示しか彼らの頭の中にはない 自分に不利益があっても余裕で突っ込んで死ねるタイプのロボット ちなみにイスラムの人は彼らなりの理屈があってやってるがこいつらには何も無い マジのロボット、人間ではない,>>448 統一教会信者を説得するのは難しい。なぜなら、彼らはもはや理屈で動かないからだ。彼らの頭の中には幹部や上層部の命令しかない。自分の不利益になっても簡単に突撃して死ねるようなロボットだ。ちなみに、イスラム教徒は独自の論理で行動するが、こいつらには何もない。彼らは本物のロボットであり、人間ではない。,English
83,この環境だから信者かメンヘラか他人のふりかと思う妹さんが強く理知的で本当に頑張った。 統一教会さえなければ兄の病気はあっても互いを思い合う良い家族 死刑なんか出したら日本国民の半分以上は抗議したいと思うはず。 恩赦か何かで出して欲しい。,この状況で、私がカルト信者か、頭がおかしいか、あるいは別人になりすましていると思っていた妹は、強く、理性的で、本当に最善を尽くしていた。もし統一教会がなければ、兄の病気があっても、私たちは互いを思いやる良い家族だっただろう。もし死刑判決が下されたら、日本国民の半数以上がきっと抗議したいと思うだろう。彼を恩赦か何かで釈放してほしい。,English
65,カトリックの人でまともな人にあったためしがないです。 マリア崇拝が一因していると思います。,カトリック信者でまともな人に会ったことがありません。マリア崇拝が一因だと思います。,Korean
23,現代のキリスト教では人間イエスが存在したことは実証できないという立場から 信仰が成り立っているはずなんだが もし、イエスが実在した証拠がある！という事をいう神父・牧師が居たら注意したほうが良いね カルト化してるかもしれない,現代キリスト教では、人間イエスが存在したということが証明できないという立場から信仰が成立するべきだろうに、もしイエスが実在したという証拠がある！と言う神父／牧師がいるなら、注意する方が良い。カルト化しているのかもしれない。,Korean
86,というか、非キリスト教徒なんて世界中にいくらでもいるのに、 中国人、アラブ人、東南アジア人、オセアニア人、インド人、モンゴル人 アフリカ人とさ、それなのに、日本人は・・・なんて限定するのは アホチョん公ぐらいしかおらんダろ。 あいつら、一応キリスト教だが、インチキキリスト教だから 地獄に落ちるのはお前等、チョん公以外にないわ。このアホが！！ 日本人はお葬式は仏教で行うので、みんな極楽浄土行きなんだよ。,「世界中には中国人、アラブ人、東南アジア人、オセアニア人、インド人、モンゴル人、アフリカ人など、非キリスト教徒が山ほどいるのに、馬鹿なチョン公だけが日本人に限定するなんて…だろ？あいつらはキリスト教徒のつもりらしいが、偽キリスト教だから、お前らチョン公以外に地獄に落ちる奴はいない。馬鹿め！！日本人は仏教で葬式をやるから、皆、極楽浄土に行くんだよ。」,English
9,高市早苗も統一教会のスパイだよ https://i.imgur.com/sNNYJ29.jpeg,高市早苗も統一教会のスパイだ https://i.imgur.com/sNNYJ29.jpeg,Korean
26,神学校に行くのは無意味だと馬鹿にして、俺流聖書解釈カッケーって感じで、キリストを貶めている。本当に最低な人間,神学校に行くことを無意味だと嘲笑し、「俺の聖書解釈は最高だ」と気取り、そしてキリストを貶める。まさに人間のクズだ。,English
43,聖書のイエスのエピソード 結局は全てが 理解できない奴に何かを教える それはスゲー手間だという そんな話だよね まあ奇跡だけは普通では無い それは物理的だから理解できるみたいな 精神的な理解度は正直いって無いよな 俺は理解できるし選ばれているから良かった,聖書の中のイエスのエピソード。結局、何も理解できないあの馬鹿どもに何かを教えるって、とてつもない労力だよね？そういう話だよね。まあ、奇跡だけは普通じゃない。なんか、物理的なものだから理解できる。正直、精神的な理解はないよね？僕は理解できるし、選ばれた人間だから嬉しい。,English
74,キリストを批判する前に まず自分を批判しろよ,キリストを批判する前に、まず自分を批判しろ。,Korean
11,キリスト教の精神とまるで違う生き様をしながら 自分はクリスチャンのつもりなのが凄いよな マジ頭が狂っている マジどういう理解度で生きてるんだろな 逃げた弟子に対してイエスは福音の布教のお題を出した 弟子たちは全員が殉教したと噂されてる それを無職引きこもりはまるでキリスト教の精神とは違うよ,キリスト教の精神とは全く異なる生き方をしているのに、それでも自分をキリスト教徒だと考えるなんて信じられない。彼らは本気で頭がおかしい。まったく、彼らは一体どんな理解力で生きているんだ？イエスは逃げ出した弟子たちに福音を広める使命を与えた。弟子たちは皆殉教したと噂されている。無職の引きこもりはそれとは全く似ても似つかず、キリスト教の精神とは全く異なる。,English
72,堀江は統一教会は悪くない 安倍晋三も悪くない 悪いのは勝手に金をつぎ込んだ 母親だと いっている ひろゆきは統一教会が 全て悪いと言っている,堀江は、統一教会も安倍晋三も悪くないとし、悪いのは一方的に金を注ぎ込んだ母親だと言っている。ひろゆきは、統一教会は完全に悪いと言っている。,English
