index,original,back_translated,path
3,天から選ばれないと キリスト教じゃないのに みんなアホでバカだよな 何故にこんなキチガイが集団なんだろな 自分から人間に生まれるのに もっと巨大な力が働いてるからだ 洗礼受けたから聖書に詳しいから 何故にその力を手に入れて 救いに近いと勘違いしてるんだろうな 預言者やイエスレベルじゃないと救いじゃないんだよバカども気付け アホども,天に選ばれていないならクリスチャンではない、つまり皆馬鹿で愚か者だ。なぜ集団の中にこんなに狂人が多いのか？ 人間として生まれることは自分で選ぶが、もっと大きな力が働いている。洗礼を受けて聖書を知っているからといって、なぜ自分がその力を得て救いに近づいたと勘違いするのか？ 預言者やイエスのレベルに達していない限り、お前ら馬鹿はそれを理解する必要がある。愚か者め。,en
5,勿論言わずもがなで壺は超汚染銭ゲバクソカルトなのは間違いないし 取り潰して今後全面活動禁止しろって個人的見解ではあるがｗ 山上による暗殺なんてもってのほかだけど ただ、山上愚母って山上の伯父が弁護士で壺から寄付を返還させても 一向に懲りず戻った額をまた性懲りもなく寄進して元の木阿弥状態だったというし 宗教法人への寄進寄付額の制限は必要だけど、ここまで無自覚で感覚がぶっ壊れてると 果たしてそれで済むものか…？そりゃ壺の教義や体質が銭金至上主義で腐りきってるから潰すことに全く異論も躊躇もないがｗ でもさあ，壺が他の件のように程なくして痴呆症と診断された老女に漬け込んで誑かしてとか 脅迫強要や監禁や身の危険が及ぶとか諸々の壺による犯罪行為によるものならまだしも となるとまあ、宗教法人への個人への寄進寄付額の制限とか 家族の共有財産とかに対する無断処分使用の制限とかそのあたりも求められてくるけど 結局のところ山上愚母が自己の欲求や精神的充足快楽を満たす目的という結局は浪費目的の何物でもないってのが元凶だし 本人が自覚して反省し脱会と今後の改善克服を強く決意し努力しない限り そうなるとどうしても個人の権利とかの大幅な制限が不可欠で不可避となるわな 本人が納得した上でならいいけど、まず強く拒否るだろうし そうなったら家族親族が申し立てて後見人制度的にするにしても 医療、司法、行政の認定が不可欠だし、ふん縛って強制的に連れて行って医療機関でも果たして認定出るかどうか？ 壺とかのカルトのみならまだしも、改名してるしトンネルやダミー的にマネロンしても抜け道たくさんあるだろうし 全般的に資産の凍結とか使い道や額の大幅制限を課したりの範囲はどの程度か 認定とかはどこがして、後見人的にするには管理とかは誰がするのかとか 結構それはそれで特例にすると面倒くさいことになってはきそうではある カルトのみってだけじゃなく、他の浪費系とか博打や投資大損とかそういうのにも適用しろってなるかも 壺に関しては、まあ強化変則破防法的に反社組織認定すりゃ、反社に資金流入禁止なってストップはかけやすくなるだろうけどｗ,もちろん、ツボが極めて腐敗した金儲け主義の汚いカルトであることは言うまでもなく、個人的には閉鎖して今後の活動をすべて禁止すべきだと思う（笑）。ヤマガミによる暗殺は論外だが、どうやらヤマガミの母親の叔父は弁護士で、ツボから寄付金を取り戻した後も全く反省せず、恥知らずにも返還した金額を再び寄付し、振り出しに戻してしまったらしい。宗教団体への寄付額に制限を設けることは必要だが、これほど無知で道徳観が崩壊している人に対して、それで本当に十分なのだろうか…？もちろん、教義や本質が金儲け主義で根底から腐っているカルトを閉鎖することに異論も躊躇もありません。しかし、認知症と診断された高齢女性につけ込んだり、脅迫、強制、監禁、生命の危険にさらすなど、カルトによる様々な犯罪行為が原因であれば話は別です。そうでない場合は、個人が宗教団体に寄付できる金額を制限したり、家族の財産を無断で使用・処分することを制限したりといった対策を検討する必要があります。しかし、根本的な原因は、山上さんの愚かな母親が自分の欲望と精神的な満足だけを追求し、浪費に走っていることです。彼女がそれに気づき、反省し、カルトを脱退して将来的に自己改善することを強く決意しない限り、彼女の権利を大幅に制限することは避けられず、必要となるでしょう。彼女が同意してくれれば良いのですが、おそらく強く拒否するでしょう。その場合、たとえ家族や親族が後見制度を申請したとしても… 医療、司法、行政上の証明書が不可欠だが、たとえ強制的に没収されて拘束されたとしても、医療機関による証明書を発行してもらえるだろうか？ 壺の件のようなカルトであれば対処可能かもしれないが、彼らは名前を変え、トンネルやダミー口座を使った資金洗浄の抜け穴がたくさんある。資産をどの程度凍結し、使用や金額を大幅に制限すべきだろうか？ 証明書の発行責任者は誰で、後見人に任命された場合は誰が管理するのだろうか？ 例外を設けると多くの問題が生じるように思える。カルトに限らず、他の浪費、ギャンブル、巨額の投資損失にも適用できるかもしれない。壺の件については、強化改正された反社会活動防止法の下で反社会組織に指定されれば、反社会組織への資金の流れを止めやすくなるだろう。,en
19,キリスト教の指導者たちは実は神の存在を信じていない唯物論者だと言う方々がいますが、彼らも弱い人間であり、 異教徒や無神論者より恩恵、ご利益をいただきたいと願っており、死後は天国に行きたい、死んだら意識も何も残らなくなるなんてのは嫌だと思っていますよ ただ聖書の内容を文字通り信じていない（普通の人間が素直に信じられるはずがない）のに神から少しでも認められたい動機で教団を運営しているだけです 原罪とか言っていながら自分の罪にはすごく甘い。十字架による安易な罪の許しはかえって世界に罪悪を広めてしまう。もちろん自分の罪を真剣に考えより清い生き方を志す人たちもいるだろうが、この人たちも自分の仲間がそこまで堕落した人間だと信じていないから余計にタチが悪い キリスト教の歴史は失敗の連続で、日本国民全体ではマイノリティになるだけなのに、本心では信じていない宗教を無理に宣伝することがそもそもの間違いだったのです。人も自分も救えないことが罪です イスラエルとガザの戦禍の中にいる人が「神さまの糞ったれ。俺たちが不幸なのはあんたのせいだ」と言われて神が腹を立てて罰するようであれば、そんな狭量な神に人類を裁く資格なんてないし人間の側が神を追い出さねばならない,キリスト教の指導者の中には、実際には神を信じない唯物論者だと言う人もいますが、彼らもまた、非信者や無神論者よりも多くの祝福や恩恵を受けたいと願う弱い人間であり、死後天国に行きたい、死後意識が何も残らないことを望まないのです。彼らは聖書の内容を文字通りに信じているわけではなく（一般の人々がそれを容易に信じることは不可能です）、神に少しでも認められたいという願望から組織を運営しています。彼らは原罪について語りますが、自分自身の罪には非常に寛容です。十字架を通して罪が簡単に赦されることは、罪を世界に広めるだけです。もちろん、自分の罪を真剣に考え、より清らかな生活を送ろうと努力する人もいますが、そのような人々は、自分の仲間がそれほど堕落しているとは信じていないため、さらに悪いのです。キリスト教の歴史は失敗の連続であり、たとえ日本人の中で少数派になるだけであっても、人々が真に信じていない宗教を強制的に広めようとしたこと自体が最初から間違いだった。罪とは、自分自身や他者を救えないことだ。イスラエルとガザの戦争の最中に誰かが「神はろくでなしだ。私たちが不幸なのはお前のせいだ」と言い、神が怒ってその人を罰したとしたら、そのような狭量な神には人類を裁く権利はなく、人類こそが神を追い出すべきなのだ。,en
16,>>1 統一教会入って何一ついいこと無かったどころか 長男自殺 次男殺人者 長女もおかしいし、悪い事ばかりだね 統一教会は潰すべきだね バカパヨクが「山上様を非難する奴は壺！」つって自分の都合の悪い人間は統一教会信者という事にして 山上を庇おうとしているけど 普通のまともな人なら「テロリストの山上は死刑にして統一教会は潰せ」と思っている,>>1 統一教会に入信して良いことは何もなかっただけでなく、長男は自殺し、次男は殺人犯になり、長女も変人なので、悪いことばかりだ。統一教会は滅ぼされるべきだ。愚かな左翼は「山神を批判する者は誰でもバカだ！」と言って、自分たちにとって都合の悪い者を統一教会員とレッテルを貼って山神を守ろうとしているが、まともな人間なら「テロリストの山神には死刑を、統一教会は滅ぼされるべきだ」と考えるだろう。,en
14,神の国の働き人｜私ではなくキリストⅢ（東洋からの風の便りII） Home > ブログ > 神の国の働き人 全信者をプロレタリア化してこの世の堕落したバビロン体系に仕える奴隷とするプロテスタントの誤った理念から、愛する御子キリストの支配の中へのエクソダス PR 死人を葬ることは死人に任せなさい―肉による情愛や、弱者救済を口実に、エクレシアにこの世を公然と持ち込むプロテスタントの偽牧師たち ―,神の国の働き人 | キリスト、私ではない III (東方からのメッセージ II) ホーム > ブログ > 神の国の働き人 すべての信者をこの世の腐敗したバビロニア体制に仕えるプロレタリアートと奴隷に変えてしまうという誤ったプロテスタントのイデオロギーから、愛する御子キリストの支配へと脱出する PR 死者の埋葬は死者に任せよ ― 肉欲と弱者の救済を口実に、この世を公然と教会に持ち込むプロテスタントの偽牧師たち ―,en
12,あの世の霊がタメに俺を相手してくれるからな 生きてる我々みたいな人間とか下層なんだよな まあ、いわゆるドブ川内での魚の競い合いみたいな 下界の中で カトリックだから洗礼受けたとかを理由に 怒りの子みたいに差別意識を持ち生きる 無職引きこもりのクズが 余り笑わすなよ君たち いい加減にしろよ,死後の世界の精霊たちは、自分たちのためにも私を我慢してくれている。私たちのような生きている人間は社会の最底辺にいる。まるで汚水が流れる川で魚を奪い合うようなものだ。この下界では、カトリック教徒で洗礼を受けたというだけで、怒りっぽい子供のように差別的な態度をとる、失業して引きこもりの負け犬どもが、私を笑わせることはない。もううんざりだ。,en
1,キリスト教の崩壊聖書。。,キリスト教の崩壊聖書。 。,ko
9,そもそも聖書の神が悪魔。冗談抜きで それが事実だから人を苦しめた者ほど富を蓄え賞賛される世の中になった。,もともと聖書の神が悪魔。冗談を除いてそれが事実なので、人をいじめた者だけ富を祝い、褒められる世界になった。,ko
13,>>112 の在日の統一教会自演信者はいつ自殺するの,>>112の在日統一教会自然信者はいつ自殺する,ko
15,>>92 キリストがやったわけじゃないぞ ヤハウェのせい ヤハウェは普通に暴力的だぞ,>>92 キリストがやったわけではありません。,ko
11,統一教会はただの宗教団体ではなく、カルト集団だから オウム真理教と同じ 日本の古くからの宗派とは違う,統一教会は単なる宗教団体ではなくカルト集団なので、オウム真理教のようです。日本の昔の宗派とは違います。,ko
4,聖書のイエスのエピソード 結局は全てが 理解できない奴に何かを教える それはスゲー手間だという そんな話だよね まあ奇跡だけは普通では無い それは物理的だから理解できるみたいな 精神的な理解度は正直いって無いよな 俺は理解できるし選ばれているから良かった,聖書のイエスのエピソード結局、すべてが理解できない奴に何かを教える。それはすげ苦労というそんな話だ。まあ奇跡だけは普通ではない。,ko
2,>>18 どうでも良いけどね キリスト者の目的は邪悪なる悪霊の栖雲居士を 撃ち破る事ではありません。又それで神の栄光 が現れるわけでもありません。 何を言っているんですか、スレ乱立の責任を取っ てね,>>18 どうしてもいいですが、キリスト者の目的は邪悪な悪霊の雲の挙事を撃破することではありません。また、神様の栄光が現れるわけでもありません。何を言っていますか？,ko
10,表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,前面は普通の大人だが、キリスト教会にはそのような裏面がある。,ko
0,"校門前での聖書配布にクレーム？ | もーちゃんの部屋 << なおも続くネグレクト親娘に治療法は？ | main | ビンボー万歳！ >> at 13:15, もーちゃん, 希望の光 at 13:15, スポンサードリンク, - url:http://shalomochan.jugem.jp/trackback/1599",校門の前で聖書の配布に請求？ |モちゃんの部屋 << また続くネグレクト親娘への治療法は？ |メイン|ビンボ万歳！ >> at 13:15、Mo Chan、希望の光at 13:15、スポンサードリンク、 - url：http://shalomochan.jugem.jp/trackback/1599,ko
8,子供の育児放棄を屁とも思わない山神母親はまさに母親の姿をしたキラーマシーンに映ったことだろう 統一教会と萩生田隆一を地獄に送ることができるのは我々しかいない！！ 高市を地獄へ！萩生田小泉竹中を叩き潰せ！！,子どもの子育て放棄をごみとも思わない山上母親は、まさに母の姿をしたキラーマシンに映ったのだろう統一教会と萩田龍一を地獄に送れるのは私たちしかない！ ！高志を地獄に！萩古田小泉竹中を叩いて捕まえろ！ ！,ko
17,> すべてのキリスト教徒は最終的に「異邦人をどのように迎え入れたか」 > によって裁かれるという、カトリックの信仰を改めて強調した。 先住民を皆殺しにしたアメリカのキリスト教徒は 全員地獄行きなんじゃないでしょうか、教皇,>すべてのクリスチャンは、最終的に「異邦人をどのように歓迎したのか」>によって審判されるというカトリック信仰を再び強調した。先住民をすべて殺したアメリカのクリスチャンは、すべて地獄に行くのではないでしょうか、教皇,ko
6,現代のキリスト教では人間イエスが存在したことは実証できないという立場から 信仰が成り立っているはずなんだが もし、イエスが実在した証拠がある！という事をいう神父・牧師が居たら注意したほうが良いね カルト化してるかもしれない,現代キリスト教では人間イエスが存在したことを実証できないという立場で信仰が成立しているはずですが、もしイエスが実在した証拠がある！ということを言う花嫁・牧師がいれば注意するほうがいいカルト化しているかもしれない,ko
7,>>81 wwwwwwwwwwwwwwwwww なんで泡沫カルト団体の洗脳を受けた末端信者が、キリスト教スレでキリスト者を仕切ろうとすんの？,>>81 wwwwwwwwwwwwwwwwww なぜ泡カルト団体の洗脳を受けた末端信者が、キリスト教スレでキリスト者を分けようとするのか？,ko
18,イエスの存在証明はイエスを救世主として信じる人間にとってのみ意味がある しかし、クリスチャンの世界では（異端は除く）証明できないとされている 従って「イエスは居なかった」 それ以上、非クリスチャンが語ることなど微塵も残されていない こんな簡単なこともわからない人が何を「論」じることが出来るの？ 出来ないよね,イエスの存在の証明は、イエスを救世主として信じる人間にのみ意味があります。しかしクリスチャンの世界では（異端は除く）証明できないとされている。したがって、「イエスはいませんでした」。できません。,ko
3,天から選ばれないと キリスト教じゃないのに みんなアホでバカだよな 何故にこんなキチガイが集団なんだろな 自分から人間に生まれるのに もっと巨大な力が働いてるからだ 洗礼受けたから聖書に詳しいから 何故にその力を手に入れて 救いに近いと勘違いしてるんだろうな 預言者やイエスレベルじゃないと救いじゃないんだよバカども気付け アホども,空から選ばないとキリスト教じゃないけどみんな愚かだななぜこんな吉祥がこの集団なのだろう。預言者やイエスでなければ救いではありません。,ko
14,神の国の働き人｜私ではなくキリストⅢ（東洋からの風の便りII） Home > ブログ > 神の国の働き人 全信者をプロレタリア化してこの世の堕落したバビロン体系に仕える奴隷とするプロテスタントの誤った理念から、愛する御子キリストの支配の中へのエクソダス PR 死人を葬ることは死人に任せなさい―肉による情愛や、弱者救済を口実に、エクレシアにこの世を公然と持ち込むプロテスタントの偽牧師たち ―,神の国の労働者|私ではなくキリストIII（東洋の風のお知らせII）,ko
16,>>1 統一教会入って何一ついいこと無かったどころか 長男自殺 次男殺人者 長女もおかしいし、悪い事ばかりだね 統一教会は潰すべきだね バカパヨクが「山上様を非難する奴は壺！」つって自分の都合の悪い人間は統一教会信者という事にして 山上を庇おうとしているけど 普通のまともな人なら「テロリストの山上は死刑にして統一教会は潰せ」と思っている,>>1 統一教会に入ってひとつひとつ良いことなかったこんにちは長男自殺次男殺人者長女も不思議で、悪いことばかりで統一教会は崩れなければならない山上は死刑にして統一教会は崩す」と考えている,ko
5,勿論言わずもがなで壺は超汚染銭ゲバクソカルトなのは間違いないし 取り潰して今後全面活動禁止しろって個人的見解ではあるがｗ 山上による暗殺なんてもってのほかだけど ただ、山上愚母って山上の伯父が弁護士で壺から寄付を返還させても 一向に懲りず戻った額をまた性懲りもなく寄進して元の木阿弥状態だったというし 宗教法人への寄進寄付額の制限は必要だけど、ここまで無自覚で感覚がぶっ壊れてると 果たしてそれで済むものか…？そりゃ壺の教義や体質が銭金至上主義で腐りきってるから潰すことに全く異論も躊躇もないがｗ でもさあ，壺が他の件のように程なくして痴呆症と診断された老女に漬け込んで誑かしてとか 脅迫強要や監禁や身の危険が及ぶとか諸々の壺による犯罪行為によるものならまだしも となるとまあ、宗教法人への個人への寄進寄付額の制限とか 家族の共有財産とかに対する無断処分使用の制限とかそのあたりも求められてくるけど 結局のところ山上愚母が自己の欲求や精神的充足快楽を満たす目的という結局は浪費目的の何物でもないってのが元凶だし 本人が自覚して反省し脱会と今後の改善克服を強く決意し努力しない限り そうなるとどうしても個人の権利とかの大幅な制限が不可欠で不可避となるわな 本人が納得した上でならいいけど、まず強く拒否るだろうし そうなったら家族親族が申し立てて後見人制度的にするにしても 医療、司法、行政の認定が不可欠だし、ふん縛って強制的に連れて行って医療機関でも果たして認定出るかどうか？ 壺とかのカルトのみならまだしも、改名してるしトンネルやダミー的にマネロンしても抜け道たくさんあるだろうし 全般的に資産の凍結とか使い道や額の大幅制限を課したりの範囲はどの程度か 認定とかはどこがして、後見人的にするには管理とかは誰がするのかとか 結構それはそれで特例にすると面倒くさいことになってはきそうではある カルトのみってだけじゃなく、他の浪費系とか博打や投資大損とかそういうのにも適用しろってなるかも 壺に関しては、まあ強化変則破防法的に反社組織認定すりゃ、反社に資金流入禁止なってストップはかけやすくなるだろうけどｗ,もちろん言わなくても金田壺は超汚染前カニカソカルトなのは間違いなくつかんで今後全面活動禁止しろと個人的見解だがｗ一方に徴収せず帰ってきた額をまた性徴もなく起きて元のモクアミ状態だったとし、宗教法人への寄附寄付額の制限果たしてそれで終わるのか…。 ？それなら壺の教義と体質が金銭地上主義で腐って崩壊することに全く理論も躊躇もないがｗでも、壺が他のもののようにしばらくして認知症と診断された老女に浸して脅迫強要や監禁や身体の危険が及ぶのかいろいろもしあれば宗教法人への個人への寄附寄付額の制限とか家族の共有財産とかに対する無断処分使用の制限とかその辺りも求められてくる。脱会と今後の改善克服を強く決議して努力しない限り、そうなればどうしても個人の権利とかかなりの制限が本人が納得した後であれば良いが、まず強く拒否するだろうし、そうなれば家族親族が提起して後見人制度的にするようにしても医療、司法、行政家の認定、機関でも果たして認め出るのか？瓶とかのカルトだけならまだ、改名していてトンネルやダミー的にマネロンしても抜ける道が多いだろう 全体的に資産の凍結とか使用度や額の大幅制限を課したりの範囲はどの程度か認めとかどこがして、後見人的にするにはそれとか面倒になってしまいそうだ。,ko
12,あの世の霊がタメに俺を相手してくれるからな 生きてる我々みたいな人間とか下層なんだよな まあ、いわゆるドブ川内での魚の競い合いみたいな 下界の中で カトリックだから洗礼受けたとかを理由に 怒りの子みたいに差別意識を持ち生きる 無職引きこもりのクズが 余り笑わすなよ君たち いい加減にしろよ,その世の霊がタメに私を相手にしてくれるから、生きている私たちのような人間とか下層だなあ、とても笑わないでください。,ko
1,キリスト教の崩壊聖書。。,キリスト教崩壊の聖書。,fr
19,キリスト教の指導者たちは実は神の存在を信じていない唯物論者だと言う方々がいますが、彼らも弱い人間であり、 異教徒や無神論者より恩恵、ご利益をいただきたいと願っており、死後は天国に行きたい、死んだら意識も何も残らなくなるなんてのは嫌だと思っていますよ ただ聖書の内容を文字通り信じていない（普通の人間が素直に信じられるはずがない）のに神から少しでも認められたい動機で教団を運営しているだけです 原罪とか言っていながら自分の罪にはすごく甘い。十字架による安易な罪の許しはかえって世界に罪悪を広めてしまう。もちろん自分の罪を真剣に考えより清い生き方を志す人たちもいるだろうが、この人たちも自分の仲間がそこまで堕落した人間だと信じていないから余計にタチが悪い キリスト教の歴史は失敗の連続で、日本国民全体ではマイノリティになるだけなのに、本心では信じていない宗教を無理に宣伝することがそもそもの間違いだったのです。人も自分も救えないことが罪です イスラエルとガザの戦禍の中にいる人が「神さまの糞ったれ。俺たちが不幸なのはあんたのせいだ」と言われて神が腹を立てて罰するようであれば、そんな狭量な神に人類を裁く資格なんてないし人間の側が神を追い出さねばならない,キリスト教の指導者たちは事実、神様の存在を信じない唯物論者という方々がいますが、彼らも弱い人間であり、異教徒や無神論者よりも恩恵、利益をいただきたい、死後は天国に行きたい、死ぬと意識も何も残らなくなるとは思えない。正直信じられるはずがないのですが、神様から少しでも認められたい動機で教団を運営しているだけです。原罪とか言いながら、自分の罪にはとても甘い。十字架による安易な罪の許しは、むしろ世界に罪悪を広げる。もちろん自分の罪を真剣に考えるよりきれいな生活様式を意味する人もいるだろうが、この人たちも自分の仲間がそこまで堕落した人間だと信じないので、不必要にタチが悪い。人も自分で救えないのは罪です,ko
9,そもそも聖書の神が悪魔。冗談抜きで それが事実だから人を苦しめた者ほど富を蓄え賞賛される世の中になった。,聖書の神は実は悪魔だ。それが真実であり、だからこそ他人を苦しめる者が富を蓄え、この世で称賛されるのだ。,fr
15,>>92 キリストがやったわけじゃないぞ ヤハウェのせい ヤハウェは普通に暴力的だぞ,>>92 キリストがやったのではない。ヤハウェのせいだ。ヤハウェは概して暴力的だ。,fr
13,>>112 の在日の統一教会自演信者はいつ自殺するの,>>112で言及されている、統一教会の信者だと自称する在日韓国人は、いつ自殺するのでしょうか？,fr
10,表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,彼は表面的にはごく普通の聖人のように見えるかもしれないが、キリスト教会にもこのような暗い側面があるのだ。,fr
11,統一教会はただの宗教団体ではなく、カルト集団だから オウム真理教と同じ 日本の古くからの宗派とは違う,統一教会は単なる宗教団体ではなく、オウム真理教のような宗派であり、日本の古代の宗教宗派とは異なる。,fr
7,>>81 wwwwwwwwwwwwwwwwww なんで泡沫カルト団体の洗脳を受けた末端信者が、キリスト教スレでキリスト者を仕切ろうとすんの？,>>81 笑 なぜ、過激な宗派に洗脳された単純な信者が、キリスト教徒の議論スレッドでキリスト教徒に命令しようとしているのか？,fr
4,聖書のイエスのエピソード 結局は全てが 理解できない奴に何かを教える それはスゲー手間だという そんな話だよね まあ奇跡だけは普通では無い それは物理的だから理解できるみたいな 精神的な理解度は正直いって無いよな 俺は理解できるし選ばれているから良かった,結局のところ、聖書に記されたイエスの教えは、理解できない人に何かを教えるのは極めて難しいということに尽きる。奇跡は確かに並外れたものであり、物理的な出来事であるため理解できるが、正直なところ、そこから真の霊的な理解を得ることはできない。私は幸運にもそれらを理解することができ、この目的のために選ばれたのだ。,fr
0,"校門前での聖書配布にクレーム？ | もーちゃんの部屋 << なおも続くネグレクト親娘に治療法は？ | main | ビンボー万歳！ >> at 13:15, もーちゃん, 希望の光 at 13:15, スポンサードリンク, - url:http://shalomochan.jugem.jp/trackback/1599",校門外での聖書配布に関する苦情？ | もーちゃんの部屋 << 怠慢な母娘への処遇は？ | メイン | 貧困万歳！ >> 午後1時15分、もーちゃん、希望の光 午後1時15分、スポンサーリンク、 - URL: http://shalomochan.jugem.jp/trackback/1599,fr
17,> すべてのキリスト教徒は最終的に「異邦人をどのように迎え入れたか」 > によって裁かれるという、カトリックの信仰を改めて強調した。 先住民を皆殺しにしたアメリカのキリスト教徒は 全員地獄行きなんじゃないでしょうか、教皇,彼は、すべてのキリスト教徒は最終的に非ユダヤ人に対する行いによって裁かれるというカトリックの教えを改めて強調した。教皇よ、先住民を虐殺したすべてのアメリカ人キリスト教徒は地獄に落ちるべきではないだろうか？,fr
6,現代のキリスト教では人間イエスが存在したことは実証できないという立場から 信仰が成り立っているはずなんだが もし、イエスが実在した証拠がある！という事をいう神父・牧師が居たら注意したほうが良いね カルト化してるかもしれない,現代キリスト教は、人間としてのイエスの存在は証明できないという原則に基づいているとされています。しかし、イエスの存在を証明する証拠を持っていると主張する司祭や牧師に出会った場合は、注意が必要です。彼はカルト集団に属している可能性があります。,fr
2,>>18 どうでも良いけどね キリスト者の目的は邪悪なる悪霊の栖雲居士を 撃ち破る事ではありません。又それで神の栄光 が現れるわけでもありません。 何を言っているんですか、スレ乱立の責任を取っ てね,>>18 どうでもいいけど、キリスト教徒の目標は悪霊セイウン・コージを倒すことじゃない。それでは神の栄光は明らかにならない。何を言ってるんだ？こんなにたくさんの問題を引き起こした責任を取れ。,fr
1,キリスト教の崩壊聖書。。,聖書におけるキリスト教の崩壊に関する記述。,de
8,子供の育児放棄を屁とも思わない山神母親はまさに母親の姿をしたキラーマシーンに映ったことだろう 統一教会と萩生田隆一を地獄に送ることができるのは我々しかいない！！ 高市を地獄へ！萩生田小泉竹中を叩き潰せ！！,子供を顧みない母親の山上さんは、母親のふりをした殺人マシーンのように感じました。統一教会と萩生田隆一を地獄に送れるのは私たちだけです！高一を地獄に送れ！萩生田、小泉、竹中を粉砕せよ！,fr
