annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at
3833,1,0.4280716677506764,1,2026-02-18T03:43:58.428579Z,1,19234,3.63,2/4,uncertain_or_low_confidence,表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,2026-02-18T03:43:58.428596Z
4644,1,0.3704650998115539,1,2026-02-19T03:19:12.171278Z,1,19233,2.611,2/4,uncertain_or_low_confidence,統一教会はただの宗教団体ではなく、カルト集団だから オウム真理教と同じ 日本の古くからの宗派とは違う,2026-02-19T03:19:12.171300Z
8342,1,0.5003779232501984,1,2026-03-25T11:12:28.932630Z,1,20648,18.916,3/3,uncertain_or_low_confidence,あの世の霊がタメに俺を相手してくれるからな 生きてる我々みたいな人間とか下層なんだよな まあ、いわゆるドブ川内での魚の競い合いみたいな 下界の中で カトリックだから洗礼受けたとかを理由に 怒りの子みたいに差別意識を持ち生きる 無職引きこもりのクズが 余り笑わすなよ君たち いい加減にしろよ,2026-03-25T11:12:28.932649Z
8346,1,0.5826561351617178,1,2026-03-25T11:12:36.898481Z,1,22749,3.041,1/5,uncertain_or_low_confidence,>>112 の在日の統一教会自演信者はいつ自殺するの,2026-03-25T11:12:36.898502Z
6721,1,0.4568603336811065,1,2026-03-18T14:57:44.886833Z,1,19709,53.912,1/5,uncertain_or_low_confidence,神の国の働き人｜私ではなくキリストⅢ（東洋からの風の便りII） Home > ブログ > 神の国の働き人 全信者をプロレタリア化してこの世の堕落したバビロン体系に仕える奴隷とするプロテスタントの誤った理念から、愛する御子キリストの支配の中へのエクソダス PR 死人を葬ることは死人に任せなさい―肉による情愛や、弱者救済を口実に、エクレシアにこの世を公然と持ち込むプロテスタントの偽牧師たち ―,2026-03-18T14:57:44.886846Z
3924,1,0.341399888197581,1,2026-02-18T04:01:02.112795Z,1,20777,29.759,3/3,uncertain_or_low_confidence,>>92 キリストがやったわけじゃないぞ ヤハウェのせい ヤハウェは普通に暴力的だぞ,2026-02-18T04:01:02.112812Z
1029,1,0.4667924741903941,1,2026-02-03T01:49:11.263241Z,1,21045,12.86,2/4,uncertain_or_low_confidence,>>1 統一教会入って何一ついいこと無かったどころか 長男自殺 次男殺人者 長女もおかしいし、悪い事ばかりだね 統一教会は潰すべきだね バカパヨクが「山上様を非難する奴は壺！」つって自分の都合の悪い人間は統一教会信者という事にして 山上を庇おうとしているけど 普通のまともな人なら「テロリストの山上は死刑にして統一教会は潰せ」と思っている,2026-03-28T10:47:58.641658Z
4565,1,0.552138070265452,1,2026-02-19T03:09:12.486868Z,1,21409,28.018,1/5,uncertain_or_low_confidence,> すべてのキリスト教徒は最終的に「異邦人をどのように迎え入れたか」 > によって裁かれるという、カトリックの信仰を改めて強調した。 先住民を皆殺しにしたアメリカのキリスト教徒は 全員地獄行きなんじゃないでしょうか、教皇,2026-02-19T03:09:12.486890Z
6839,1,0.4588599304358164,1,2026-03-18T15:19:36.356422Z,1,19880,22.107,1/5,uncertain_or_low_confidence,イエスの存在証明はイエスを救世主として信じる人間にとってのみ意味がある しかし、クリスチャンの世界では（異端は除く）証明できないとされている 従って「イエスは居なかった」 それ以上、非クリスチャンが語ることなど微塵も残されていない こんな簡単なこともわからない人が何を「論」じることが出来るの？ 出来ないよね,2026-03-18T15:19:36.356451Z
1117,1,0.4144437412420909,1,2026-02-03T03:16:49.016398Z,1,23105,9.485,2/4,uncertain_or_low_confidence,キリスト教の指導者たちは実は神の存在を信じていない唯物論者だと言う方々がいますが、彼らも弱い人間であり、 異教徒や無神論者より恩恵、ご利益をいただきたいと願っており、死後は天国に行きたい、死んだら意識も何も残らなくなるなんてのは嫌だと思っていますよ ただ聖書の内容を文字通り信じていない（普通の人間が素直に信じられるはずがない）のに神から少しでも認められたい動機で教団を運営しているだけです 原罪とか言っていながら自分の罪にはすごく甘い。十字架による安易な罪の許しはかえって世界に罪悪を広めてしまう。もちろん自分の罪を真剣に考えより清い生き方を志す人たちもいるだろうが、この人たちも自分の仲間がそこまで堕落した人間だと信じていないから余計にタチが悪い キリスト教の歴史は失敗の連続で、日本国民全体ではマイノリティになるだけなのに、本心では信じていない宗教を無理に宣伝することがそもそもの間違いだったのです。人も自分も救えないことが罪です イスラエルとガザの戦禍の中にいる人が「神さまの糞ったれ。俺たちが不幸なのはあんたのせいだ」と言われて神が腹を立てて罰するようであれば、そんな狭量な神に人類を裁く資格なんてないし人間の側が神を追い出さねばならない,2026-02-03T03:16:49.016410Z
1732,1,0.4690095782279968,1,2026-02-11T04:45:22.130352Z,1,23021,7.432,4/2,uncertain_or_low_confidence,山上の母親はあれだけなってもまだ信仰してるからな カルトこえーわ ネトウヨもみんなカルトやろ 日本語通じないし,2026-02-11T04:45:22.130370Z
2047,1,0.35658660531044,1,2026-02-12T13:26:26.937724Z,1,20464,7.746,2/4,uncertain_or_low_confidence,イエスキリストは味方してくれそうか 反社会活動を繰り返し、逮捕保釈を繰り返す麻生太郎,2026-02-12T13:26:26.937739Z
3708,1,0.350769966840744,1,2026-02-17T14:25:47.611010Z,1,22859,5.157,2/4,uncertain_or_low_confidence,>>702 つまり今のテレビは お母さまの「統一教会と安倍はズブズブ」って真言を日本人に拡散させる洗脳装置になってんのか 安倍より先に撃たれた統一教会が警察に通報してれば 指名手配された山上被告は銃を所持したまま自由に行動することはできなかったし そもそも拳銃を持った人間が自由に歩いている奈良に安倍元総理が来る事も無かっただろ その辺の矛盾はどう報道してんの？,2026-02-17T14:25:47.611037Z
6778,1,0.4367611507574717,1,2026-03-18T15:08:23.291820Z,1,19791,4.117,1/5,uncertain_or_low_confidence,イエスが実在って証拠もないもんな。,2026-03-18T15:08:27.156789Z
7712,1,0.457710713148117,1,2026-03-23T10:16:21.566989Z,1,22777,14.151,3/3,uncertain_or_low_confidence,他を傷つけず、裁かず、 思いやりを持って 精一杯生きることが信仰です イエスの教えに従うことができればさらに良いけれど 夢のまた夢でしょ,2026-03-23T10:16:36.640781Z
1602,1,0.3939041296641032,1,2026-02-10T14:46:10.171389Z,1,20780,4.487,3/3,uncertain_or_low_confidence,キリストを批判する前に まず自分を批判しろよ,2026-02-10T14:46:10.171404Z
8284,1,0.4589846134185791,1,2026-03-25T10:34:23.324476Z,1,20798,11.9,2/4,uncertain_or_low_confidence,生活困窮者の中には、シングルマザーで子育て中の方が、 フードバンクに頼る事態も生じています。 離婚して収入が減ったが、 子供を食べさせて行かなければならない。 で、子育て支援の給付金やら援助やらを頼りにする。 離婚するような酷い男と結婚した女の方も悪い。 それなら子供を作らなければよかっただろうに。 そう、冷たく突き放す人もいるでしょう。 そう言える人は、恵まれた人達と言えるのではないでしょうか。 私は、赤十字・赤い羽根・フードバンクなどに 毎年、寄付をしています。 性的関係はありませんでしたし、結婚歴もないし、 同棲もありませんでしたから、ある意味、無傷です。 でも、youtubeで、 母が離婚して、子供が食べ物に困ってます、という、 お涙ちょうだいの広告を、出されているのを見ると、 いたたまれません。 バブルの時に結婚し子育てもあったが、 バブルがはじけて、リストラされ、就職氷河期となり、 離婚して子育てという、来唯境遇が、 多くの人にあったかもしれません。 就職氷河期に生まれ育った人達に、未婚者が多いのも、 経済的な困窮が原因です。 少子化は、当然に起こるべくして起こっています。 その上に、日本語は喋れない外国人を移住させ、 労働力にする、という不良外国人問題まで起こしています。 これは信仰心が無いからではなく、政府の無策も原因だと思います。 イエスの福音書の言葉には、 この生活困窮から救われる教えが、無いのではないでしょうか。,2026-03-25T10:34:23.324492Z
1050,1,0.3863516449928283,1,2026-02-03T02:09:46.426464Z,1,19690,5.038,2/4,uncertain_or_low_confidence,韓国ではキリスト教系の新興宗教が良く表れているけど、どれも稚拙。原罪というどうしようもできないものをp作り上げて縛り上げる原因を作り、 それを解消するために、肉体関係を教祖と結ぶことを目的をするなんて、（統一教会もそうだがその分派もそこは同じ）サルに毛が生えたような韓国人が考えそうなものだよ。 だから日本では解散にまでなったってことだろ。最初から大問題集団だったってわけ。,2026-02-03T02:09:46.426481Z
3899,1,0.4491869310537974,1,2026-02-18T03:57:34.947744Z,1,22898,10.277,2/4,uncertain_or_low_confidence,どうせ寿命で死ぬのだよ 逃げ回ってどうなるのだ？ くだらない聖書に詳しい 洗礼を受けたから キリスト教の歴史に詳しい ようするに楽して 逃げ回って救われたいんだよな イエスの弟子が見捨てて逃げて 生き返ったイエスと会ったら 見捨てる気はなかった 言い訳はかりして しかしそれが君たちのキリスト教なのか？,2026-02-18T03:57:34.947768Z
2862,1,0.4425914883613586,1,2026-02-15T01:35:36.246490Z,1,20826,6.116,3/3,uncertain_or_low_confidence,>>518 結果的には大成功 教祖やっても殉教者になるだけだもんな,2026-02-15T01:35:36.246509Z
1393,1,0.4513825674851735,1,2026-02-08T07:36:47.875956Z,1,19353,26.188,2/4,uncertain_or_low_confidence,キリスト教のお金を使うと犠牲者多発します。 日本は、諸外国から鐘を儲け過ぎなのでやられています。,2026-02-08T07:36:47.875971Z
8430,1,0.4303320248921712,1,2026-03-25T11:25:09.766457Z,1,22678,11.897,2/4,uncertain_or_low_confidence,>>287 >>240 やはり戦争を終わらせたのはトランプ米大統領だったな。 「平和を作り出した」のはトランプ米大統領。 グレタ氏でも反戦の偽善者どもでもなく。 プラカードを掲げて戦争が終わるなら苦労しないだろ。 無能な偽善者どもの自己満足。 主キリストは当時の偽善者どもを断罪したが、 現代の教会にも偽善者が多い。 人質と拘束者解放、ガザ停戦第1段階 トランプ氏「新たな中東の夜明け」 https://jp.reuters.c...3AQF4U6E-2025-10-13/,2026-03-25T11:25:09.766475Z
8281,1,0.4705558717250824,1,2026-03-25T10:29:11.237509Z,1,21435,7.131,2/4,uncertain_or_low_confidence,>>1 日本のキリスト教会(カトリック教会も含む)は、 宗教を隠れ蓑にした反日極左団体。 たいへん ぁ ゃ ι ぃ。,2026-03-25T10:29:11.237529Z
4691,1,0.4578895270824432,1,2026-02-19T08:24:24.452075Z,1,20120,10.496,1/5,uncertain_or_low_confidence,>>237 プロテスタントは人の思考で作られた宗教。 神から啓示があったわけでもなく、ルターの聖書解釈で分派した。 分派（プロテスタント）は人間が作った宗教にすぎない。,2026-02-19T08:24:24.452099Z
2865,1,0.3758185009161631,1,2026-02-15T01:42:35.631696Z,1,22714,7.515,2/4,uncertain_or_low_confidence,>>269 家族を破壊されたんじゃなくて 母親が家族を破壊したんだよ 全て母親のせい お前の母親まともだから統一教会なんかに入ってないだろ 母親がまともならこんなことにはならないんだよ,2026-02-15T01:42:35.631713Z
2033,1,0.4686709741751353,1,2026-02-12T13:24:19.188731Z,1,21569,3.934,4/2,uncertain_or_low_confidence,統一教会は反日カルトだよ だから保守だ愛国だでバカをだます そして金は北朝鮮に送っていた つまり北朝鮮の組織なんだよ,2026-02-12T13:24:19.188751Z
7449,1,0.4408422112464905,1,2026-03-23T09:57:11.124875Z,1,22581,28.46,3/3,uncertain_or_low_confidence,イスラムと大して変わらんクソみたいな規律のユダヤ教を別物に改変しただけやね 旧約聖書とかいうやべえ奴らのユダヤの歴史書よかイエス一代記の新約聖書のほうが受けただけ,2026-03-23T09:57:11.124892Z
3735,1,0.4380878110726674,1,2026-02-17T14:45:24.004389Z,1,22587,8.035,1/5,uncertain_or_low_confidence,宗教界の各宗派はそれぞれの道が真理の道であると信じている。真理の道を偽りの道からどのように区別するのか。 | 神の国降臨の福音 終わりの日のキリストだけが人に永遠のいのちの道を与えられる 恵みの時代における教会生活と神の国の時代における教会生活の違いは何か。 キリストの神的本質をどのようにして知ることができるか。 聖書は人によって編纂されたものであり、神によって編纂されたものではない。聖書は神を表現できない。,2026-02-17T14:45:24.004413Z
4511,1,0.4720792869726817,1,2026-02-19T01:56:45.310102Z,1,21304,15.831,2/4,uncertain_or_low_confidence,イスラムの怒りの通販 2018/03/27 11:07 ・3/26 読了．うすうすそうじゃないかなと思ってたんだけど、キリスト教徒や欧米人はムスリムをわざと怒らせて反発したら危険なレッテルを貼ろうという意図があるんじゃないか．これを読んでますますその可能性が高いのではと思った．人種的にもムスリムを卑下したい、ちょうどアジア蔑視と同じ感情かもしれないね．自分達より優れた面があるというのが気に食わない、コンプレックスの裏返しだね．,2026-02-19T01:56:45.310125Z
4687,1,0.6030175387859344,1,2026-02-19T08:24:01.513239Z,1,21845,23.0,1/5,uncertain_or_low_confidence,地の王と大淫婦 キリストと私の姉ですか。,2026-02-19T08:24:01.513260Z
1994,1,0.4460242887338002,1,2026-02-12T13:19:56.988332Z,1,20756,37.941,2/4,uncertain_or_low_confidence,ヤハウェはどのようにしてローマを征服したのか キリスト教と大きな嘘 https://www.unz.com/...hweh-conquered-rome/ 歴史上最大のユダヤ人の嘘は何ですか?議論の余地なく、 この地球に住むすべての国々の中で、ユダヤ人はかつて全能の創造主によって人類を啓発し、 支配するために「選ばれた」という主張です。 本当に当惑しているのは、嘘の巨大さではありません :多くの個人が神に選ばれていると感じているかもしれませんし、国でさえそうしています。 しかし、何十億もの非ユダヤ人(キリスト教徒とイスラム教徒)に 自分たちが選ばれたことを納得させることに成功したのはユダヤ人だけです。 彼らはどうやってそれをしたのでしょうか? ローマのユダヤ人嫌悪が蔓延していた時期に、神がユダヤ人を選んだと主張する教義と本を、 どのようにしてローマがその霊的基盤として採用することになったのかということです。 そして、エルサレムをユダヤ人の立ち入りを禁じられていたアエリア・カピトリーナというギリシャの都市に変えてから2世紀も経たないうちに、 ローマがローマの崩壊と新しいエルサレムを宣言する宗教を公式に採用したことがどうして可能でしょうか? その競争相手である十字架につけられた人々の崇拝とは何と対照的でしょう。 では、なぜキリストは最終的にオシリスに取って代わり、イシスの崇拝を吸収したのか、という疑問が生じます。 栄光と自信に満ちたローマ帝国が、 扇動罪でローマ当局によって拷問され処刑されたユダヤ人ヒーラーの崇拝に改宗したのはなぜでしょうか? これは、ほとんどの人が尋ねたがらないユダヤ人の質問です。 キリスト教が人間の創造物であると仮定すると、それが私の前提ですが、 それは明らかに大部分がユダヤ人の創造物です。 ユダヤ人はどのようにして異邦人のための宗教を作り、帝 国のカルトから始めて帝国内の他のすべての宗教を最終的に根絶することに成功したのでしょうか?,2026-02-12T13:19:56.988352Z
6564,1,0.5385256906350454,1,2026-03-17T12:10:39.227747Z,1,22200,27.653,2/4,uncertain_or_low_confidence,若者が居ないおばさんと婆さんばかり 教義は古臭いから誰も入らない,2026-03-28T10:54:39.634845Z
3931,1,0.3870068391164143,1,2026-02-18T04:09:45.191649Z,1,19825,2.213,2/4,uncertain_or_low_confidence,統一教会の教義には普遍性が無い。 普遍性が無いから世界宗教になれない。（真理ではない） 日本を悪だと定めて教義にしている統一教会。 このような差別的な教義には時代と民族を超えた普遍性が無い。,2026-02-18T04:09:45.191667Z
1452,1,0.4442055126031239,1,2026-02-10T14:20:08.663710Z,1,20670,12.487,3/3,uncertain_or_low_confidence,>旧統一教会関連会社が北朝鮮に潜水艦を仲介 日本人信者の献金が北の兵器開発に使われていないか なんで右翼はこんな団体を擁護してんだよ,2026-02-10T14:20:08.663730Z
3874,1,0.5345303217569987,1,2026-02-18T03:54:07.989588Z,1,22829,3.546,2/4,uncertain_or_low_confidence,>>171 の在日の統一教会自演信者はいつ自殺するの,2026-02-18T03:54:07.989613Z
2794,1,0.5208035806814829,1,2026-02-15T01:15:13.194646Z,1,22984,13.957,3/3,uncertain_or_low_confidence,キリスト教自体がうちの教えに従わない奴は敵！おっお前らのとこの神いい権能やんけ、うちの神の側面ってことにしたるわ！あ、お前らの所の神は悪魔ってことにするからな！wとかやってきてる訳だからな……,2026-02-15T01:15:13.194670Z
6543,1,0.3919178644816081,1,2026-03-17T10:44:30.923945Z,1,20694,9.324,2/4,uncertain_or_low_confidence,へ〜クリスチャンに言わせると認識論って学問じゃないんだ。 ＞学問的にイエス・キリストの存在が証明されないのなら、イエス・キリストは架空の人物で間違いないね。 この発想そのものが不勉強な証拠です。 何度も言っているように、そんな基準が成り立つなら、お釈迦様やソクラテスなども、架空の人物になってしまいます。 認識論を考えましょう。,2026-03-17T10:44:30.923966Z
2733,1,0.4261453648408254,1,2026-02-14T10:36:39.137131Z,1,19541,11.698,4/2,uncertain_or_low_confidence,キリスト教会行っても無理。 治んねえからこいつら。 免罪符は通じない。。 救うな・・・Jesus。 俺様ならびに後の世からの命令。,2026-02-14T10:36:39.137156Z
1688,1,0.4415586292743683,1,2026-02-10T14:57:55.563831Z,1,22674,12.914,2/4,uncertain_or_low_confidence,>>18 >>1 統一教会の霊感商法は麻生政権で大規模に摘発された。 統一教会の霊感商法は安倍政権で規制された。 その両政権に挟まれた民主党政権時代は規制もせず、霊感商法をやり放題で宗教二世の被害を拡大させた。 自民党は統一教会を選挙に使っていただけで 統一教会に使われ、宗教二世の被害を拡大し統一教会の利益を広めていたのは民主党なんだよ。 頭の良い山上さんがそんなことも解らないわけがないんだよね。,2026-02-10T14:58:12.551918Z
4961,1,0.5855839947859446,1,2026-02-23T14:16:17.727799Z,1,21620,260.232,1/5,uncertain_or_low_confidence,>>106 の在日の統一教会自演信者はいつ自殺するの,2026-02-23T14:16:17.727810Z
8204,1,0.4665648837884267,1,2026-03-25T10:14:17.130579Z,1,22570,56.385,2/4,uncertain_or_low_confidence,カトリックの人でまともな人にあったためしがないです。 マリア崇拝が一因していると思います。,2026-03-25T10:14:17.130594Z
7699,1,0.5937283933162689,1,2026-03-23T10:16:01.454008Z,1,20896,5.346,1/5,uncertain_or_low_confidence,2100年まで続く。キリスト教会は殺戮教会なので、死者も沢山出る。被害者も多数出ている。不謹慎なことに、キリスト教会は、ビデオのエンターテイメントにして売っている。被害を避けたい人は、〒874大分県別府市野口元町9の12神の愛の宣教者会へ「マザー・テレサとマリア様のメダイをください」と手紙を書いてください。ターゲットになるのを避けられます。,2026-03-23T10:16:01.454030Z
1812,1,0.4016334414482116,1,2026-02-11T13:36:48.554737Z,1,21492,55.589,2/4,uncertain_or_low_confidence,実はキリスト教の教会にいくつか行ったことがあるが、びっくりしたことに牧師の家族と信者が0〜4人しかいない教会も3ヶ所も見た ご家族や信者さんに尋ねたら牧師の在任中から信者数が牧師と対立して出ていき減っていたというのだ 牧師に「失礼ですが、あなたの指導のしかたに問題があったとかあなた自身、牧師に不向きだと考えたことはないか」「教団の支部からお前は辞めろとか言われませんか」と問うたら不機嫌な表情で「ない。出ていった人たちだけが悪い」と返答された 指導者が信者の質にこだわるあまり自滅していくところは他のカルト宗教にもなかなか見られないキリスト教の特殊さだと思う,2026-02-11T13:36:48.554754Z
6497,1,0.4083589861790339,1,2026-03-16T14:12:28.281597Z,1,21112,2298.12,2/4,uncertain_or_low_confidence,>>1 キリスト教、とうとう欧米諸国からは見放されつつあるわけなのか… 無神論率が最も高い25か国。 https://youtu.be/pKQdEkI88i4 そう言えばスペイン人の知り合いが「今どきカトリック信仰なんて時代遅れで低能な愚か者がやることなんだ」と言ってたね。 まあそりゃ、カトリックなんかではイスラム教よりも宗教的に格段に劣っていることが明らか。 あとはポルトガル人の宗教的啓蒙が必要。,2026-03-16T14:12:28.281607Z
7686,1,0.6215546528498331,1,2026-03-23T10:10:37.468645Z,1,21676,5.43,1/5,uncertain_or_low_confidence,教義を否定する一番の方法は「自殺をすること」深刻な宗教2世のメッセージ 旧統一教会への第9次集団交渉 2024年11月29日 https://news.yahoo.c...e8df08a482d6e8206258 https://pbs.twimg.co...t=jpg&name=4096x4096,2026-03-23T10:10:37.468669Z
5070,1,0.4511602322260539,1,2026-02-24T09:52:46.068011Z,1,21041,124.452,3/3,uncertain_or_low_confidence,高市早苗も統一教会のスパイだよ https://i.imgur.com/sNNYJ29.jpeg,2026-02-24T09:52:46.068032Z
1659,1,0.4202843209107716,1,2026-02-10T14:55:17.880720Z,1,21652,3.961,3/3,uncertain_or_low_confidence,安倍を暗殺して喜んでるのは新大久保や西早稲田の韓国キリスト教連中というのが皮肉だな,2026-02-10T14:55:17.880759Z
8282,1,0.4290264546871185,1,2026-03-25T10:30:14.037227Z,1,19640,62.517,1/5,uncertain_or_low_confidence,>>16 「加わり得ない」というのは、社会の構造的な所では間違いでしょう。 キリスト教は政治団体としてもロビイストとしても慈善活動団体としても巨大勢力です。 唯、個人の精神構造を考える場合、キリスト教という世界観は 個人と絶対者との契約 であり、社会活動はその延長となります。 彼らは「使命」とか「天命」などと言う事がありますが、これも絶対者の命令という話で、儒教的な道徳的判断による解としての「天命」ではなく、文字通り「神からの命令が下った」とし、現象を主観的に判断する思い込みです。 こうした価値観は現代日本人にも波及していて、ドラマかアニメか忘れましたが、「神様の意地悪」なんてセリフがあったように思います。 つまり、宗教としては稚拙な出来であるキリスト教は、幼稚な感情論を誘発しやすいとも言えると考えます。 「原罪」とか「終末」とか強迫観念を植え付けて、唯一の救済という飴で、絶対者との契約という妄想に落とし混む宗教の真似事であり、 ここから派生した様々な「絶対存在」との個人契約は、既存の社会通念と解離し、反社会的カルトとなる訳です。,2026-03-25T10:30:14.037241Z
4865,1,0.4391850431760152,1,2026-02-22T13:48:55.795825Z,1,21898,8.229,1/5,uncertain_or_low_confidence,聖書はの、別にイエス直結の物ではないんよ,2026-02-22T13:48:55.795846Z
2830,1,0.4600880046685536,1,2026-02-15T01:29:08.909398Z,1,21763,33.929,1/5,uncertain_or_low_confidence,>>87 マジ キリスト教が存在しなかったら1000年は文明が進んでて今頃は火星に移民都市を作っていたとされる,2026-02-15T01:29:08.909412Z
1322,1,0.4353735347588857,1,2026-02-05T14:51:13.179314Z,1,21608,6.227,1/5,uncertain_or_low_confidence,キリスト教が一番人を殺してるのにキリスト教で平和になるとか片腹痛いwwwイテテ,2026-02-05T14:51:13.179332Z
8239,1,0.4798488716284434,1,2026-03-25T10:24:00.907438Z,1,21573,56.677,3/3,uncertain_or_low_confidence,正義の仮面を被り、無実の教会とキリスト教徒を迫害する村上密氏の活動の危険②｜カルト被害者救済活動はなぜ誤っているのか｜私ではなくキリストⅡ（東洋からの風の便りI） Home > ブログ > カルト被害者救済活動はなぜ誤っているのか > 正義の仮面を被り、無実の教会とキリスト教徒を迫害する村上密氏の活動の危険② 正義の仮面を被り、無実の教会とキリスト教徒を迫害する村上密氏の活動の危険② ｜村上密牧師による教会とクリスチャンへの迫害と杉本徳久が刑事告訴された事実②,2026-03-25T10:24:00.907454Z
1887,1,0.4080344041188558,1,2026-02-11T14:36:35.402808Z,1,19486,2.718,4/2,uncertain_or_low_confidence,金の流れ 信者→教会→安倍派裏金,2026-02-11T14:36:35.402830Z
