index,original,back_translated,path
19,基督教与伊斯兰教都受犹太教影响，教义中颇多相似，然而互视为异教徒攻伐上千年，所以说一神教本质上都是狭隘、残忍的邪教。,基督教和伊斯兰教都受到犹太教的影响，其教义有许多相似之处。然而，他们却互视对方为异教徒，并互相攻击长达一千多年。因此，可以说一神教本质上是心胸狭隘、残忍的邪教。,English
54,可以看看《十日谈》，一大堆教会笑话,你可以看看《十日谈》，里面有一大堆教会笑话。,English
2,以色列当2000年流浪狗，我动物保护协会的,以色列应该成为两千年的流浪狗，我来自动物保护协会。,English
3,把基督教从中国赶出去，我对基督教耶稣圣经恨之入骨！邪恶自私！,将基督教驱逐出中国，我恨基督教、耶稣和圣经恨之入骨！邪恶、自私！,English
58,很难想象历史上诞生这种教义的背景是基于什么,很难想象这种学说的出现是基于什么样的历史背景。,English
15,本来我也想交的，直到看到那段祈祷，这必须是我老亨家的传家宝，修道院根本不懂这玩意的价值,本来我也想上交的，直到我看到了那段祷文。这一定是我老亨利的传家宝。修道院根本不懂这东西的价值。,English
24,呵呵 想方设法去人家基督徒的国家生活 中途还干掉12个基督徒,呵呵，费尽心机跑到别人的基督教国家生活，顺便还杀了12名基督徒。,English
51,凌迟烧死基督狗以及一切牛鬼蛇神！人类的毒瘤。,凌迟处死并烧死基督徒狗以及所有恶魔和怪物！人类的癌症。,English
99,传教士马布里说“我要感谢上帝给了我一个自我救赎的机会”。我们的价值观就这样在慢慢的被渗透着。,传教士马布里说，我感谢上帝给了我一个自我救赎的机会。我们的价值观正在慢慢地被渗透，就这样。,English
25,男子来到天堂，见白云上有圣洁的十字架，十字架上血迹斑斑，男子哀叹祷告，说“阿门”，张开双臂躺了上去。圣迹光华普照，美丽的天神降临，她托起十字架，惊呼：“孩子掉了！！在卫生巾上！！！！！！！”,一个人来到天堂，看到白云上悬着一个圣洁的十字架，十字架上染着血。男人叹息着祈祷，念着阿门，张开双臂，躺在了上面。圣光普照，一位美丽的女神降临了。她抬起十字架，惊呼道：“孩子掉了下来！！在卫生巾上！！！！！！！”,English
66,记得修女大多是没办法出嫁的贵族小姐，然后去修道院。,我记得大多数修女是嫁不出去的贵族小姐，然后就去修道院了。,English
84,不就是基督教吗，有啥好邪教的，大陆这边没人信才少见,不就是基督教吗？它有什么邪教般的？它之所以罕见，只是因为大陆没人信。,English
67,上帝看了这种东西不降下天火只能说明上帝根本不存在,上帝看到这种事情却没有降下天火，这只能说明上帝根本不存在。,English
42,基督教喜欢这样的方式进行道德绑架,基督教喜欢这种进行道德勒索的方式。,English
23,当上帝是要摇号的~,想成为上帝，你得中彩票哦~,English
18,所以啊，看清那种大教会的真面目了吧,所以，你已经看到了那些大教会的真面目，不是吗？,English
76,@上海人李�::文明是物质性的、生存的、基于欲望的；文化是精神性的、存在的，基于心灵的。中世纪的黑暗，文革式的野蛮，既剥夺欲望的合理性和生存的权利，又禁锢自由、摧残心灵、践踏文化。日常人生，要的是生存的权益；诗意存在，要的是思想、信仰、言论、写作、出版等等的人文创造的自由。,@上海人李X:: 文明是物质的，基于生存的，欲望驱动的；文化是精神的，关乎存在的，基于灵魂的。中世纪的黑暗，文革式的野蛮，二者都剥夺了欲望的理性和生存权，囚禁自由，摧残灵魂，践踏文化。日常生活需要生存权；诗意的存在需要思想、信仰、言论、写作、出版等人文创作的自由。,English
86,基层管理不到位，原本该有宗势力欠缺，乡镇年轻人外流，基督教这种以帮扶互助旗号的宗教势力自然会占据生态位,基层管理不足，本应发挥作用的传统宗族影响力缺失，以及乡镇村庄年轻人的外流，自然导致基督教等宗教势力打着互帮互助的旗号，占据这一生态位。,English
92,发这种贴谁看？耶狗肯定不会看啊，等湖人耶狗们就出来了,谁会读这样的帖子？耶稣狗肯定不会看。等着瞧吧，等湖人队的耶稣狗出来。,English
50,上帝连世界末日都斗不过，我们还信他干什么？！给我一块大汉堡，我让你弄！！[笑哈哈][笑哈哈],神连末日都打不过，我们信他有什么用？！给我一个大汉堡，我就让你操我！！[哈哈大笑][哈哈大笑],English
77,为什么上帝不买A片看！因为人在做，天在看！[打哈气][打哈气],上帝为什么不买A片看呢！因为人间在做，天在看！[打哈欠][打哈欠],English
30,先让别人去当鸡赚奶粉钱，等小男孩养大一些再让她送到教堂里忏悔赎罪，老神父可精明了,首先，让别人去当婊子赚奶粉钱。等到小男孩长大一点，再让她送他去教堂忏悔和赎罪。那个老神父很精明。,English
94,比较搞笑的是现在愿意给人提供帮助的天主教当初是刮民脂民膏最狠，当初反对天主教过度世俗化腐败而成立的新教，现在站在了当初天主教的地位上，历史果然是螺旋上升。,颇为有趣的是，现在愿意帮助人的天主教会，最初却是最无情地搜刮民脂民膏的。当时为反抗天主教会过度世俗化和腐败而创立的新教，现在却占据了天主教会昔日所处的地位。历史确实是螺旋式上升的。,English
60,孩子的死是上帝的美意？！因为没花一分钱全中国都知道了？！感谢上帝替你们做了这么大宣传？！还能说出更不要脸的话吗？//@十一�: 关注！孩子啊…//@水水西:超恶心!//@南溪谷：恶心极了！//@倩-LOH:真恶心!//@肉唐僧: 真恶心！,孩子的死是上帝的恩典？！因为不花一分钱，全中国都知道了？！感谢上帝给你做了这么大一个宣传？！你还能说出更无耻的话吗？ //@十一�: 关注！哦，孩子... //@水水西: 超级恶心！ //@南溪谷: 极其恶心！ //@倩-LOH: 真是恶心！ //@肉唐僧: 真是恶心！,English
48,#环球随手拍# 梵蒂冈的游客，后面还有俩穿黑衣的神父。梵蒂冈的神父这几年绯闻也挺多的，时代还真是变了。,#全球快照# 梵蒂冈的游客，身后有两名身穿黑袍的神父。梵蒂冈的神父近年来发生了不少丑闻；时代真的变了。,English
45,就美国佬那个💩新教不如拿太平天国美国化反向传播,就美国佬那些混蛋的狗屎新教，不如把太平天国美国化，然后反向传播。,English
7,上帝吐的？挺圆滴。,上帝的吐？挺圆的。,English
82,基督教、天主教，伊斯兰教有升官发财的供奉吗？其实佛教也没有。从信仰上把中国人的心搞乱才是有些人的本意，你们相信整天上网经常参加社交活动的法师真信佛吗？,基督教、天主教、伊斯兰教有没有供奉升官发财的？其实佛教也没有。借着信仰搞乱中国人的思想，是某些人的真正目的。你相信整天上网、频繁参与社会活动的法师是真正信佛的吗？,English
89,有是有，但人们蛐蛐教会的时候会想到很多时候修女是受害者啊（,是的，有，但当人们对教会骂骂咧咧时，他们通常认为修女是受害者（啊。,English
90,要是哪天有个基督徒在跟你挣个输赢哒，估计你又得去找阿訇啦呐,如果有一天一个基督徒试图在争论中胜过你，你可能就得再去找到一位伊玛目了。,English
64,修女笑话基本就是纯粹的炫压抑笑话,修女笑话本质上是纯粹炫耀压抑的笑话。,English
41,还有一种可能，修女会就是个草台班子，这样很多矛盾就可以解释了,另一种可能性是，这所修道院只是一个草台班子，这样许多矛盾就可以解释了。,English
49,这东西不是基督教吗？有什么好稀奇的，邪教都出来了，什么认知啊,这不就是基督教吗？这有什么好奇怪的？邪教都出来了，那是什么样的心态啊！,English
70,正常，fate里面的教会的不少操作，拿到现实里来，任何一个十字教会都会认为是邪教的,正常来说，《命运》中教会的许多运作，如果放到现实中，任何基督教教会都会认为它们是邪教。,English
29,肯定是异端啊，正教和公教这两个几百年前都相互开教籍，指责对面是异端。何况是洪秀全的那个拜上帝教,这绝对是异端。东正教和天主教，这两者，几百年前就互相革除教籍，指责对方是异端。更不用说洪秀全的拜上帝会了。,English
59,特么的，上帝见了也是要哭的。阿败，你的气场大，给转转。@老败，//@全世界都震惊了: 地球都哭了,我操，连上帝看了都会哭。阿白，你气场好强，分享一下。@老白，//@全世界都震惊了：连地球都哭了。,English
46,"你电我 我受了
你下基督教的地狱
还有出来的时候吗","你电击了我，我忍受了。
你下基督教的地狱。
还有没有出来的一天？",English
61,近日在上海的kfc，也碰到两位小朋友，称自己是学圣经的，要给我讲圣经故事。现在小朋友们很流行学习圣经吗？,最近在上海肯德基遇到了两个孩子，他们说自己在学圣经，想给我讲圣经故事。最近在孩子们中间学圣经很流行吗？,Korean
79,當時的神棍？,当时的江湖骗子？,English
75,坚决抵制和唾弃任何为恐怖分子，他们的行为让人发指，狗屁的圣战，让他们淹没在人民群众的汪洋唾沫星子当中！,坚决抵制和唾弃任何恐怖分子。他们的行径令人发指，是狗屁圣战。让他们淹死在人民唾沫的汪洋大海中！,English
16,耶稣老家犹太人烧的，耶稣犹太人陷害的，号称最虔诚的上帝信仰国家在帮犹太人杀戮其他上帝信徒（其实他们信的是一个神）。你说作为一个神要多憋屈才会去帮这群人，佛祖这种自虐救生的都说事不过三，何况上帝这种动怒天灾灭一城的神。,耶稣的家乡被犹太人烧毁了，耶稣被犹太人陷害了。自称是上帝信仰中最虔诚的民族，正在帮助犹太人屠杀其他上帝的信徒（尽管他们实际上相信的是同一个上帝）。上帝帮助这群人，该有多么羞辱或委屈？即使是为救赎而苦修的佛陀，也说事不过三（意指忍耐是有限度的），更何况是会发怒并用天灾毁灭整座城市的上帝。,English
28,"守安息日的最终走向，就是被律法禁锢，然后把“十分之一的奉献”交入强盗和骗子的银库。
他们会在你们信基督的若干年后，向你们提出：把收入的十分之一交出来。
他们连寡妇的两个小钱都不放过的。","遵守安息日的最终结果就是被律法捆绑，然后把什一奉献存入强盗和骗子的金库。
他们会在你信了基督几年后，向你勒索：交出你收入的十分之一。
他们甚至不放过寡妇的两个小钱。",English
68,//@陈政2006:基督教教化的结果。一旦成为主流精英阶层的文化，从世界各地来的各族文化（包括我们自以为能同化异族的中华文化）统统被边缘化。,//@Chen Zheng 2006: 基督教洗脑的结果。一旦它成为主流精英阶层的文化，世界各地各民族的文化（包括我们中华文化，我们自以为是地认为能够同化异族）都被边缘化了。,English
96,从有记录的马可波罗1275年抵达中国，到清朝传教士入主我们朝廷的天文机构钦天监，西方人花了六百年左右偷师中华文化，然后消化吸收并篡改自己的历史！又从19世纪到现在，一直向中国及全世界灌输西方中心主义……还真是学透了我们的“愚公移山”精神，一点点渗透直至“崇洋”成为全球主流意识,从1275年马可·波罗有记载地抵达中国，到清朝传教士掌管我们朝廷的天文机构钦天监，西方人花了大约六百年时间偷窃中华文化，然后消化、吸收，并篡改他们自己的历史！而从19世纪直到现在，他们持续不断地向中国和全世界灌输西方中心主义…… 他们真是彻底学到了我们的愚公移山精神，一点一滴地渗透，直到崇洋媚外成为全球主流意识。,English
95,"你在哪个国家看到过基督教堂挨着伊斯兰清真寺？
但在中国的大街上，你会看到一条大街上左边建了一座天主教堂，右边人们正往圆顶的清真寺去做礼拜。要知道伊斯兰教和基督教侵略性都很强！
在中国的寺庙里面，你会看到左边摆的是佛教塑像，右边是穿着道袍举办仪式的道士。","你在哪个国家见过基督教堂旁边就是伊斯兰清真寺？
但在中国的街头，你会看到在一条街上，左边建着一座天主教堂，右边人们正前往一座圆顶清真寺做礼拜。你应该知道，伊斯兰教和基督教都非常具有侵略性！
在中国的寺庙里，你会看到左边是佛像，右边是身穿道袍的道士正在举行仪式。",English
13,使命在召唤，问剑还利否？//@中国民声论坛: 执剑的正义才能战胜邪恶，没有行动的谴责不会有任何效果！支持派遣特种部队剿杀。跨国追杀是有国际先例的，美国、以色列、法国、英国……都干过，我们为啥不可以！,职责召唤，宝剑是否依然锋利？//@中国公共之声论坛：只有仗剑的正义才能战胜邪恶；光谴责不行动毫无作用！支持派遣特种部队将他们彻底消灭。跨境追杀有国际先例；美国、以色列、法国、英国……都干过，凭什么我们不能！,English
71,圣经时代历史假的，耶稣定死十字架胡说八道，耶稣是我儿子完全虾扯蛋，罗马帝国复兴改下圣经，变成虾扯蛋圣经，变成神经，以色列时代没有真实时代，圣经辉煌历史虚构的。,圣经时代的历史是假的，耶稣被钉十字架是狗屁，耶稣是我的儿子这完全是狗屁。罗马帝国复活并篡改圣经，把它变成一本狗屁圣经，把它变成疯癫。以色列时代没有真实的时代，圣经的辉煌历史是虚构的。,English
80,必须在第一次受到欺负的时候就灭了它们这群基督狗,必须，第一次被欺负，就消灭这些基督徒狗。,English
91,洋人也过春节吗？不过。中国大部分人信基督吗？没有。那么同胞们啊，我们为什么要过圣诞呀？到底为什么啊？？？别劝我不要较真儿，别说只是为了找乐儿，长此以往，总有一天，我们会不再清楚自己的国籍。,"外国人也庆祝春节吗？不。
中国大多数人是基督徒吗？不是。
那么，我的同胞们，我们为什么要庆祝圣诞节？
到底为什么？？？
别跟我说不要那么较真，别说这只是图个乐。
如果这样下去，最终，我们将分不清自己的民族性。",English
83,神棍�盟[弱][弱][黑�],江湖骗子联盟 弱弱 黑手,English
55,能不能直接锤米哈游在面向大众的产品内，夹带私货传播西方基督教，宣扬封建迷信？毕竟我记得法律限制传教行为只允许在宗教场所内。,我们能否直接点名米哈游，指责其在大众产品中夹带私货，传播西方基督教并宣扬封建迷信？毕竟，我记得法律规定传教活动只能在宗教场所内进行。,English
44,那钉子岂不是耶稣最严厉的父亲，孔子最慈爱的爹？,难道那不是钉耶稣的最严厉的父亲，和孔子的最慈爱的爸爸吗？,English
21,#一张图证明我来过这里#“……这十来万传教士，锲而不舍搞了67百年时间，传教成果差得不能再差了，但他们乐此不疲，长期居住生活在中国，学习研究中国的科学技术知识，以能吃上中国朝廷的皇粮为荣耀。  这特么到底属于是传教，还是留学？” ​​​,#一张照片证明我来过这里# ……这十万左右的传教士坚持不懈地劳作了六七个世纪，他们的传教成果糟透了，但他们乐此不疲，长期在中国生活和居住，学习和研究中国的科学技术知识，并以靠中国朝廷供养为荣。这他妈的算什么？传教还是留学？,English
98,在东大这洪秀全是上帝二儿子。。。,在东大，这个洪秀全是上帝的次子...,English
9,每当看到网上那些基督神棍们跳大神，我就会想起这个笑话。...畅读版【http://t.cn/8FKOp2T】,每当我看到那些基督教神棍在网上咆哮叫嚣，我就想起这个笑话。……完整版 [http://t.cn/8FKOp2T],English
8,宗教信仰无法用科学逻辑去跟他辩论，因为宗教是不存在逻辑的。他说神的旨意不能猜，那圣经所写怎么保证是神的旨意？当然，他会说那是使徒，使徒通上帝。那么，如何证明使徒是真的？在逻辑上，这些都叫无法证实也无法证伪的玩意，只问你信还是不信。,宗教信仰无法用科学逻辑与他辩论，因为宗教是不合逻辑的。他说神的旨意无法猜测，那么圣经里写的东西又如何能保证是神的旨意呢？当然，他会说那些是使徒，使徒与神沟通。那么，又如何证明使徒是真的呢？逻辑上讲，这些都叫做不可证实、不可证伪的狗屁；它只问你信不信。,English
27,神棍...,骗子...,Korean
11,[嘻嘻]太逗了，中国清理外国人的昭告才发布，美国立刻进行反击！两国心知肚明的spy人员棋子大清理中~~~//@陶红兵: 猜想：如果美国要求根据对等原则，在中国开设基督学院，招收中国人入校学习，中国政府怎么办？,[呵呵] 搞笑，中国刚刚发布了清理外国人的声明，美国就立刻反击了！两国心知肚明的间谍棋子正在进行大清洗~~~//@陶虹冰：猜想：如果美国要求，基于对等原则，在中国开设基督教学院并招收中国人入学，中国政府会怎么做？,English
97,后叮咚鸡时代基层控制减弱带来的一些问题，不过在内地问题不大，地下教会老登居多。但是在西北控制不能放弃一丝一毫，否则埃苏丹整的渗透就得爆点大的了,后丁冬鸡时代，基层管控弱化带来了一些问题，但在内地问题不大，那里的地下教会大多是老废物。然而，在西北，控制寸步不让，否则，埃尔多安策划的渗透会造成大问题。,English
87,某人说：凡是腰封上写着仅次于圣经的书，都不值得看。。,有人说：腰封上写着“仅次于圣经”的书，都根本不值得一读...,Korean
81,耶稣会没啥用，不如不发教，信仰本来就有个七折渠道，没有职业道德挣信仰的话，信仰就是拿来买平民单位的。发教本就是弯道超车，不能挣钱的发教没有意义，不用去走这个弯道,"耶稣会士没用。
不如不传教。
信仰本身就有三折优惠渠道。
如果赚取信仰没有职业道德，那信仰就只是用来买民兵单位的。
传教本身就是弯道超车。
赚不到钱的传教毫无意义。
没必要走这条弯道。",English
39,不会真的被基督狗。。了吧,难道真的不是那些基督徒狗干的……是吗？,English
63,王哈那会穆斯林比基督徒文明多了,"Wang Ha, 当时，穆斯林比基督徒文明得多。",English
35,有没有考虑过，耶稣会不如不发酵,你有没有想过，耶稣会士不煽动会更好？,English
38,过圣诞节就必须要明白这节的历史背景嘛?谁说这是耶稣诞辰不是老毛他妈入院纪念日?谁说那白胡子老头儿北欧的不是老崇文?谁说那鹿叫鲁道夫不叫京八爷?谁说非得把礼物放袜子里不是杜雷斯?还圣诞大餐?!我就乐意中午吃大排面就拍黄瓜晚上精肉加板肠儿火烧配驴杂汤还顿顿就蒜你管得着嘛你?,你真要为了过个圣诞节，就非得了解这节日的历史背景吗？谁说这是耶稣的生日，不是老毛他妈的住院纪念日？谁说那北方欧洲的白胡子老头不是老崇文？谁说那鹿叫鲁道夫不叫景八爷？谁说礼物非得放袜子里，不能放杜蕾斯里？还有圣诞大餐？！我午饭吃炸酱面配拍黄瓜，晚饭吃瘦肉猪大肠馅饼配驴杂汤，顿顿吃蒜，乐意得很，关你屁事？！,English
36,看到（做礼拜），我感觉已经没戏了，如果你不是基督徒的话，基督的世界异常凌乱。,看到礼拜，我觉得已经没希望了。如果你不是基督徒，基督教世界异常混乱。,English
14,本来不信基督教是邪教的，看了贴吧的这些回复，确认了，百分百邪教。,原本不相信基督教是邪教，但看了贴吧的这些评论后，我确信了，100% 是邪教。,Korean
65,哈哈哈！ 学基督好啊。如果能摆脱只知道吃喝交配这些畜生道的习气，那也能进入人天道啊。所有法皆是佛法。祝修行顺利！,哈哈哈！学基督是好的！如果一个人能摆脱这些只知道吃喝交配的兽性习惯，那么他也能进入人天境界。一切法皆是佛法。祝你修行顺利！,English
72,"神父笑话兼顾了反权威.反教会.男同笑话.真实历史背书。
可修女上面四个全不沾，顶多编造点性压抑小故事或者放荡笑话。这种纯粹的ghs反而没有神父笑话那种建政味了","神父笑话包含反权威、反教会、同性恋笑话以及真实的历史背景。
但修女笑话却不沾上述四点中的任何一点；最多，它们编造一些关于性压抑或淫秽笑话的小故事。这种纯粹的淫秽内容，反而缺乏神父笑话所具有的政治潜台词。",English
58,很难想象历史上诞生这种教义的背景是基于什么,这种教义在历史上诞生的背景是基于什么，难以想象。,Korean
4,正儿八经的教会拿出来往男女对立扯，这么恨大鸡蛋啊,一个正经的教会正被拖入性别对立中，如此仇恨鸡巴。,English
53,回复 信仰红领巾 :你这个阿米念异端就不要和阿米念异端胡椒味道狗咬狗了！咋的？你不是攻击加尔文神学吗？你不是鬼扯上帝预知亚当堕落所以堕落后拣选吗？！滚🥚！,回复信仰红围巾：你，这个阿民念异端，不应该和其他阿民念异端搞辛辣的狗咬狗的争斗！怎么了？你不是攻击了加尔文主义神学吗？你不是胡说八道说上帝预知亚当的堕落，因此在堕落之后才拣选的吗？！滚蛋！,English
6,呵呵，所有正面宗教的教义都有一个共同点！你们没发现吗？哈哈哈哈哈！还你的我的！道的佛的耶稣的真主的！哈哈哈哈哈！,呵呵，所有积极宗教的教义都有一个共同点！难道你没注意到吗？哈哈哈！还是你的和我的！道教的、佛教的、耶稣的、安拉的！哈哈哈！,English
1,我不了解基督教，我还不了解抖u嘛,我不懂基督教，我也不懂TikTok的白痴，你知道的。,English
52,我也同意 //@白水孙冰:回复 @浮云去了:我只能为我的弟兄孙海英祷告了！主看顾并保守他的心。因心是一切行为的果效！  //@浮云去了:孙海英这样的人基督教也收，掉价[酷] 以后可能被打压了  //@白水孙冰:好复杂哦！神怜悯眷顾爱他的门徒吧！,我也同意 //@白水孙冰:回复@浮云去了:我只能为我的弟兄孙海英祷告！愿主看顾和保守他的心。因为心是所有行为的果实！ //@浮云去了:基督教竟然接受孙海英这样的人，自贬身价 [酷表情] 他们以后可能会被压制。 //@白水孙冰:哎呀，太复杂了！愿神怜悯并看顾他的门徒！,English
0,⏰又不是宗教国家，跟上帝没关系,⏰ 又不是宗教国家，跟上帝没关系。,Korean
43,经典圣母婊慷他人之慨,典型的道貌岸然的婊子，慷慨都是以牺牲他人为代价的。,English
5,“最初安排上帝安排亚当安排奇克”，这个套娃让我绷不住了。,“初始安排安排了上帝，上帝安排了亚当，亚当安排了一个小妞”——这种套娃结构让我笑死了。,English
62,闽南人信奉圣经!,闽南人信奉圣经！,Korean
85,虽然都是一个神，只要争的是解释权，实际上主要是教派内部在争解释权。,尽管都是同一个神，但只要争夺的是解释权，实际上主要是在教派内部争夺解释权。,Korean
54,可以看看《十日谈》，一大堆教会笑话,看看《十日谈》吧，里面充满了教会的笑话。,Korean
34,因为你口中的那些小鬼借着“0T”的名头到处拉踩啊，引起反感很奇怪吗？举个例子你信佛的，没事就有人跑过来说你得信耶稣，信耶稣才能得永生，信佛没用，信佛的都是nt，我想知道你会咋想，你会觉得跑来布道的是sb，顺带也会觉得耶稣是sb的。,因为你说的那些小杂种，打着0T的名义到处诽谤和贬低所有人，引起反感很奇怪吗？比如你是个佛教徒，无缘无故有人跑过来跟你说你必须信耶稣，只有信耶稣才能得永生，信佛没用，信佛的都是傻逼。我想知道你会怎么想。你会觉得那个来传教的是个傻逼，你也会觉得耶稣是个傻逼。,English
26,宽容与接纳异己，是一种胸怀一种境界；知道自己是凡人，就“允许”“异己存在”，不仅不会觉得慌张，还善于利用“异己”做“镜子”，照到自己的差距不足龌龊卑微！在上帝面前，每一个都是微不足道的小生命体，只有看得清这一点，才真正明白不要违背天意悖逆长套，才不会用弱小与宇宙抗衡。看惯则看淡,对异己的宽容和接纳，是一种胸襟，一种境界；知道自己是凡夫俗子，就会允许异己的存在，不但不会感到慌乱，而且会善于以异己为镜，映照出自己的差距、不足、污秽和卑微！在上帝面前，每个人都是微不足道的小生命；只有看清了这一点，才能真正懂得不违天意、不逆天道，从而不会以己之弱与宇宙相争。熟悉滋生冷漠。,English
20,从创世纪，上帝就开始诅咒这个诅咒那个,从创世记开始，上帝就开始诅咒这这那那。,Korean
17,"圣母：东方仗助
圣母婊：程心
后者的所有行为会想起来都有股精致利己的味道，举例子，作为执剑人不按钮是因为怕被侵略的的罪名落在自己身上，要是当时的执剑人不是她，她还会倒打一耙问那人为什么这么自私","圣母：东方仗助
伪善的婊子：程心
回想起后者的所有行为，都带着一丝精致的利己主义。例如，作为执剑人，她没有按下按钮，因为她害怕入侵的责任会落到她头上。如果当时她不是执剑人，她就会反过来指责那个人如此自私。",English
31,"修女越是禁欲，她在追求男女之事上的反差就越抓人眼球。暗黑地牢的修女也是这样，本质上还是一种反差萌吧。
喜欢我拿着一根小木棍接受天启把身强力壮的惩罚者打至跪地随即从修道院逃离最后把和古神融为一体的主角打败的修女小姐姐吗","修女越是禁欲，她在追求性事上的反差就越是引人注目。《暗黑地牢》里的修女也是如此，本质上，这是一种反差萌。
你喜欢我这个手持小木棍、接受神启、将强大威猛的惩罚者打得跪地求饶、然后逃出修道院、最终击败了与古神融合的主角的修女姐姐吗？",English
74,怎么？读两句圣经就可以不用下地狱，就可以上天堂了，就可以不死了？加入宗教组织就是有信仰了？,怎么？读几句圣经经文就不必下地狱了，就能上天堂，甚至不会死吗？加入宗教团体那就是有信仰了吗？,Korean
33,"不是耶稣，圣城是天父建造的。
圣城建造历史只有几百年，所以天父跟耶稣没任何关系。是一个纯虚构的人","不是耶稣，圣都乃天父所建。
圣都建设历史不过数百年，故天父与耶稣毫无关系。耶稣纯属虚构人物。",Korean
37,你俩在干啥！ //@任志强:那地方的金上帝不认识你吧。  //@潘石屹:上帝指引着我，保护着我。  //@任志强:去天堂拜佛？小心迷路回不来了。,"What are you two doing?! //@Ren Zhiqiang: The golden God of that place won't recognize you, will he? //@Pan Shiyi: God guides me and protects me. //@Ren Zhiqiang: Go to heaven to worship Buddha? Watch out you don't get lost and can't find your way back.",English
47,"#带着微博去印尼#第三天清晨，斜风细雨。一个丹尼尔老人猩猩一样蹲在巨石上，用刀刻般的手握着我不放，信仰基督教让他们变得文明？他身后茅草屋着火般冒着篮烟，我钻进屋里，借着火塘的光线，看到几双白色眼瞳。孩子们玩高跷，光屁股从湿泥坡上滑下取乐，满身伤痕，自生自灭,七岁孩子的手如同老妪.",#带着微博去印尼# 第三天，清晨，微风细雨。老人丹尼尔，像猩猩一样蹲在石头上，用刀刻般的手紧紧抓住我，信基督教就能让他们文明吗？他身后，茅草屋冒着筐烟，仿佛着火了一般。我挤进去，借着火塘的光，看到几双白色的瞳孔。孩子们玩着高跷，光着屁股在湿泥坡上滑着玩，满身伤疤，自生自灭；一个七岁孩子的手像老妇人的手。,English
19,基督教与伊斯兰教都受犹太教影响，教义中颇多相似，然而互视为异教徒攻伐上千年，所以说一神教本质上都是狭隘、残忍的邪教。,基督教和伊斯兰教都受到了犹太教的影响，尽管教义上有很多相似之处，但数千年来，它们一直将彼此视为异教徒并相互攻伐，因此可以说，一神教本质上都是偏狭而残忍的邪教。,Korean
3,把基督教从中国赶出去，我对基督教耶稣圣经恨之入骨！邪恶自私！,把基督教从中国赶出去！我恨基督教、耶稣、圣经恨之入骨！邪恶又自私！,Korean
69,这不就是他们的圣经里面的神考验人类的小故事?好消息 索多玛还有十个义人 坏消息 九个不是正统的,这不就是他们《圣经》里关于上帝考验人类的小典故吗？好消息是，索多玛还有十个义人。坏消息是，其中九个不作数。,English
61,近日在上海的kfc，也碰到两位小朋友，称自己是学圣经的，要给我讲圣经故事。现在小朋友们很流行学习圣经吗？,最近，在上海的一家肯德基，我也遇到了两个孩子，他们说他们在学习圣经，并想给我讲圣经故事。现在孩子学习圣经很流行吗？,French
32,这话深得我心//@小耿_北京: 很多人不理解为什么会有信上帝的生物学家，这本书给了一个答案：人家信的上帝不是那个三位一体的上帝。,这句话让我深有同感。//@소겅_北京: 很多人不理解为什么会有相信上帝的生物学家，这本书提供了一个答案：他们所相信的上帝不是那个三位一体的上帝。,Korean
