text,model_votes,average_prob,sampling_strategy_tag
真のお父様に帰ろう！『三代王権･サンクチュアリ教会』: 19年5月22日 韓国語説教＜後編＞ 堕胎権利はサタン主義。医学も聖書も、受精の時から人◆文亨進二代王 堕胎権利はサタン主義。医学も聖書も、受精の時から人,2/4,0.444267600774765,uncertain_or_low_confidence
【楽天市場】家電（メーカー因幡電工・シリーズ創風機Q（パナソニック））の通販 オーディオテクニカ アンティバック オウルテック AMD アイ・オー・データ アーベル 泉精器製作所 イケア カドー エコバックス イデアレーベルバイブルーノ アイトス イワタニ イワキ エーワン 池永鉄工 岩野 エスアイエス 因幡電工 オーシャンリッチ イトミック エンジェル 選択中の条件: 家電 創風機Q（パナソニック） 因幡電工 すべて解除,1/5,0.4050125976403554,uncertain_or_low_confidence
2020年1月5日（日）新年礼拝説教概要: 福島中央キリスト教会　ブログ　～共に歩んでみませんか～ « 2019年12月29日（日）主日礼拝説教概要 | トップページ | 2020年　教会標語 »,1/5,0.46721245845158893,uncertain_or_low_confidence
稲村ガ崎の寺・神社・教会(鎌倉市) - 寺・神社・教会の検索なら30min. 稲村ガ崎の寺・神社・教会 トップ　 全国の寺・神社・教会　 神奈川県　 神奈川県の寺・神社・教会　 鎌倉市　 鎌倉市の寺・神社・教会　 稲村ガ崎　 稲村ガ崎のレジャー　 稲村ガ崎の寺・神社・教会 稲村ガ崎の寺・神社・教会(鎌倉市)を0件掲載。稲村ガ崎の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5271697143713633,uncertain_or_low_confidence
救われるために人々はどのように神の裁きと刑罰を受けるべきか。 | 全能神教会 前へ：なぜ神は人々を裁き、罰しなければならないか。 次へ：真に祈るのとはどういう意味か。,2/4,0.451643963654836,uncertain_or_low_confidence
>>155 いんや、ローマ字が先で問題ない,2/4,0.4228116075197856,uncertain_or_low_confidence
人に似せた聖書だったな。,2/4,0.4060672124226888,uncertain_or_low_confidence
先を見通す力 - 日本キリスト教団　大塚平安教会 « 人の罪を救う方 | トップ | 練達は希望を » 折が良くても　悪くても 良い実を結ぶために 後になる者が先に ナザレからベツレヘムへ 2週間前 裏も表もなく 神の収穫をよろこびあおう 神が赦して下さったように 信仰を持つ者の歩み « 人の罪を救う方 練達は希望を » わたしは良い羊飼いである。良い羊飼いは羊の為に命を捨てる。 主がつかわすメシアにあうまでは 礼拝説教(97) 子どもたちに福音を(11),2/4,0.4698510567347209,uncertain_or_low_confidence
わたしたちは見えるものではなく、見えないものに目を注ぎます。見えるものは過ぎ去りますが、見えないものは永遠に存続するからです。 私ではなくキリストⅤ,1/5,0.4742566446463267,uncertain_or_low_confidence
めんどくせぇことばかり　（覚書）『ユダヤ教 キリスト教 イスラーム』 菊地章太 『日本人が驚く中南米33カ国のお国柄』 造事務所編 (2014/07/31) ヴィーナスの誕生（覚書）『怖い絵 ３』 中野京子 (2014/04/29) （覚書）『ユダヤ教 キリスト教 イスラーム』 菊地章太 (2014/01/30) 『ユダヤ教 キリスト教 イスラーム』 菊地章太 (2014/01/27) 『仏教の釈迦・キリスト教のイエス』 ひろさちや (2013/12/29),3/3,0.4633391598860423,uncertain_or_low_confidence
キリスト教映画「心の解放」神の言葉によって私は嫉妬⼼を克服した　完全な映画のHD2018 | 東方閃電 教会生活映画 2121 2018-07-03 https://jp.easternlightning.org/videos/where-is-my-home-movie.html 26 2019-01-19 17:33:44 1012 2018-06-17 14:03:47,1/5,0.5663761595884959,uncertain_or_low_confidence
【朝の祈り】 自分のしたいことばかりではなく、 あなたの望まれることを行い、 見いださせてください。アーメン。 新約聖書　ルカの福音書「隣人をあなた自身のように愛せよ」 « ホーム » NMB48雑談コーナー「アルパカ＆黒猫ぬいぐるみ争奪Twitter限定美しい笑顔コンテスト＜ハイチーズ＞,0/6,0.5835058291753134,uncertain_or_low_confidence
藤岡市の寺・神社・教会 - 寺・神社・教会の検索なら30min. 藤岡市の寺・神社・教会 トップ　 全国の寺・神社・教会　 群馬県　 群馬県の寺・神社・教会　 藤岡市　 藤岡市のレジャー　 藤岡市の寺・神社・教会 藤岡市の寺・神社・教会を0件掲載。藤岡市の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。 群馬藤岡の寺・神社・教会 北藤岡の寺・神社・教会,0/6,0.5527805984020233,uncertain_or_low_confidence
"神の右にいますキリスト | 成宗教会 投稿日: 2018年6月24日 2018年7月7日 投稿者: 投稿者 カテゴリー説教 タグエフェソの信徒への手紙, エフェソの信徒への手紙1章, エフェソの信徒への手紙1章20-23節, 詩編, 詩編110篇, 詩編110篇1節 過去の投稿前 主は天に昇られた 次の投稿次 ２０１８年７月号",3/3,0.40765438477198285,uncertain_or_low_confidence
ケネディ大使，ジュゴン保護を！ | ネパール評論　Nepal Review 2014/01/22 @ 17:06 « イルカ漁非難，その反キリスト教的含意と政治的戦略性 制憲議会選挙2013(32)：投票 »,2/4,0.4037765959898631,uncertain_or_low_confidence
「イエス様こそ横から目線」　moTomu | アガペーTV（アガペーインターネット放送局） 投稿日: 2011年12月16日 2013年3月20日 投稿者: admin 「イエス様こそ横から目線」　moTomu 新約聖書：ヘブル人への手紙 2：14～18 過去の投稿前 「まず感謝」　L.i.C 次の投稿次 「私は幸せです」　L.i.C,2/4,0.45509496331214905,uncertain_or_low_confidence
ペダニウス・ディオスコリデスとは - goo Wikipedia (ウィキペディア) 『薬物誌』[編集] 紅色染料の発見[編集] BNF: cb13092799r (データ) 古代ギリシアの植物学者 古代ローマの植物学者 40年生 90年没,2/4,0.4399913450082143,uncertain_or_low_confidence
キリスト教だけ女神がいないっておかしい ちがう？,1/5,0.45004842678705853,uncertain_or_low_confidence
聖園天使園から新潟天使園へ: 司教の日記 « 受難の主日（枝の主日） | | 信教の自由 »,1/5,0.42113450169563293,uncertain_or_low_confidence
2018/8/9　年間第18木曜日 | カトリック仁川教会 2018/8/9　年間第18木曜日 投稿日 : 2018年8月9日 最終更新日時 : 2018年8月4日 作成者 : admin_nigawa カテゴリー : 毎日のみ言葉 ← 2018/8/8　聖ドミニコ司祭 2018/8/10　聖ラウレンチオ助祭殉教者 →,3/3,0.425400714079539,uncertain_or_low_confidence
終わりの日のキリストの語られる言葉 「唯一の神自身 ３　神の権威（２）」 抜粋（舞台版朗読） | 全能神教会 シェアする 192,1/5,0.6032616893450419,uncertain_or_low_confidence
自立支援法は難しい: 司教の日記 « ロメロ大司教 | トップページ | 新津教会でミサ »,1/5,0.45385215679804486,uncertain_or_low_confidence
千石の寺・神社・教会(江東区) - 寺・神社・教会の検索なら30min. トップ　 全国の寺・神社・教会　 東京都　 東京都の寺・神社・教会　 江東区　 江東区の寺・神社・教会　 千石　 千石のレジャー　 千石の寺・神社・教会 千石の寺・神社・教会(江東区)を0件掲載。千石の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5707884232203165,uncertain_or_low_confidence
大きな業を成し遂げてくださる主 | 上尾キリスト教会 Home / 週報巻頭言 / 大きな業を成し遂げてくださる主 By ageo 03 11月 2019年11月1日,0/6,0.5712955693403879,uncertain_or_low_confidence
"楽園が残したもの | 新評論 Home » 全図書目録 » 歴史 » 近刊 » 楽園が残したもの 〈キリスト教の、彼岸における、神の光に包まれた、完全で滅びることのない喜びへの希望〉を明らかにする アナール | キリスト教 | フランク | 心性史 | 0円 （予価） ISBN978-4-7978-XXXX-X アナール, キリスト教, フランク, 心性史",2/4,0.4602574606736501,uncertain_or_low_confidence
（狐から転送） 松村潔 『日本人はなぜ狐を信仰するのか』 講談社〈講談社現代新書〉。ISBN 978-4-06-149829-7。 「https://ja.wikipedia.org/w/index.php?title=キツネ&oldid=71980530」から取得 最終更新 2019年3月13日 (水) 12:34 （日時は個人設定で未設定ならばUTC）。,3/3,0.4305056035518646,uncertain_or_low_confidence
"＼先着10名様！便利なローマパス付♪／【大阪発】イタリア鉄… 燃油合算22.18万円（確定） ホテル コロット（ローマ）, ホテル・クリスタロ（ミラノ）, サン・ジョルジョ（ベネチア） ホテル コロット（ローマ）, ホテル・クリスタロ（ミラノ）, サンジョルジオ・アンド・オリンピック（フィレンツェ）",1/5,0.4730964998404185,uncertain_or_low_confidence
ローマ教皇.... | 西園寺総合商事 （旧反逆者の遺産） ローマ教皇.... | 西園寺総合商事 （旧反逆者の遺産） ローマ教皇…. キリスト教の問題点は優しいけど頭悪いこと ← 現代の20歳前後男子の考え　（1998年、1999年、2000年、2001年、生まれ付近の考え 経済的に成功するまで、他のことは一切やらなくて良い、どうせ何もできないから →,2/4,0.368468036254247,uncertain_or_low_confidence
中国のキリスト教を弾圧してる中国政府は反キリスト 中国には中国政府が公認しない地下教会がある。,2/4,0.44554847478866577,uncertain_or_low_confidence
2019年1月19日 | Tokyo Chapel 神の恵みは特別です。この一件によって生まれた息子、ペレツはイエスの系図に載せられています(マタイ1:3)。神の恵みのうちに、神は悪魔が悪を意図して起こしたことさえ、良いことのためにお用いになるのです。 なんとユダとは対照的でしょうか。ユダは印形とひもをタマルの手に残しました。それは彼の罪の証拠です。ヨセフは上着をポティファルの妻の手に残しました。彼女はそれをヨセフの罪の証拠として用いましたが、事実は彼の無罪の証拠です。,2/4,0.37090860803922016,uncertain_or_low_confidence
>>18 どうでも良いけどね キリスト者の目的は邪悪なる悪霊の栖雲居士を 撃ち破る事ではありません。又それで神の栄光 が現れるわけでもありません。 何を言っているんですか、スレ乱立の責任を取っ てね,2/4,0.4284685750802358,uncertain_or_low_confidence
神を知る態度 - 小海キリスト教会 礼拝メッセージ ＜神を知る態度＞　使徒acts 17:10～15 ダビデは、詩篇で神様に対する自分の正直な心のうちを告白しています。すべてを知っておられる神様に隠し事は無用です。ありのままの思いを父なる神様にぶつけましょう。神様は、本気でご自身を知りたいと願う者にご自身の本当の姿を現してくださいます。ヨハネ14 : 8～10参照 koumi2016 2017-09-10 16:00 « 宣教の情熱 王なるイエス »,2/4,0.4240666727224986,uncertain_or_low_confidence
キリスト教とイスラム教の神概念には共通した点があるが、違いの方が大きい。,1/5,0.4650638997554779,uncertain_or_low_confidence
2007-04-13から1日間の記事一覧 - 広尾法律新聞 2007-04-13から1日間の記事一覧 墓で踊る、獰猛で黒い彼女 ヒンズー教徒、信仰のあまり、舌を切り取り女神に捧げる（ExciteNews）「インドの献身的な男性のヒンズー教徒が、寺院で自分の舌を切り取り、女神カーリーに捧げ、病院に搬送された。警察が10日が明らかにした。この男性は無職のスレシュ・クマーさん（24）…,2/4,0.4483097592989604,uncertain_or_low_confidence
>>528 壺連呼中国共産党員=ユダヤ共産主義支持 統一教会=反ポリコレ、反ユダヤ共産主義=大正義確定 壺が口癖の中国共産党員が反対しているから、統一教会が大正義なの確定,4/2,0.39740824699401855,uncertain_or_low_confidence
出会いを司る神 | 古川福音自由教会 「 出会いを司る神 」 収録日時：2018年8月26日　日曜礼拝 聖書箇所：創世記24章1〜27節 長さ・サイズ：49分32秒（22.68MB） https://furukawaefc.com/wp-content/uploads/2019/04/FEFCmsg20180826.mp3 ダウンロード（MP3形式、22.68MMB）,1/5,0.4628357986609141,uncertain_or_low_confidence
北群馬郡榛東村の寺・神社・教会 - 寺・神社・教会の検索なら30min. 北群馬郡榛東村の寺・神社・教会 トップ　 全国の寺・神社・教会　 群馬県　 群馬県の寺・神社・教会　 北群馬郡榛東村　 北群馬郡榛東村のレジャー　 北群馬郡榛東村の寺・神社・教会 北群馬郡榛東村の寺・神社・教会を0件掲載。北群馬郡榛東村の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,1/5,0.5702409148216248,uncertain_or_low_confidence
きょうのことば　『永遠のいのちなる主』－召天者記念礼拝ー: 中ぶんなの日記 « 時には自分大事で | トップページ | おざなりを反省 » 2012年11月18日 (日) 教会 | 固定リンク http://app.f.cocolog-nifty.com/t/trackback/461668/47887083 この記事へのトラックバック一覧です： きょうのことば　『永遠のいのちなる主』－召天者記念礼拝ー:,2/4,0.5862727165222168,uncertain_or_low_confidence
統一教会はただの宗教団体ではなく、カルト集団だから オウム真理教と同じ 日本の古くからの宗派とは違う,2/4,0.37046509981155396,uncertain_or_low_confidence
表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,2/4,0.42807166775067645,uncertain_or_low_confidence
"魚介・塩干物（26） スギモト（45） ¥10,000〜¥29,999（613） 高島屋限定（298） お歳暮（1201） 出産内祝（1261） 弔事用包装のみ・のしなし（1053） 志「仏式」（黒白水引）（1053） 志「神式・キリスト教式」（黒白水引）（1053） 粗供養（黄白水引）※主に関西地区（1053） 満中陰志（黄白水引）※主に関西地区（1053） 御供（黄白水引）※主に関西地区（1053） 御供（黒白水引）（1053） 11月20日（水）（7） 1-180件（全1,261件）",2/4,0.604607085386912,uncertain_or_low_confidence
集会の家 domus eccleciae - シンフォニーチャペルの栞 北欧はデンマークのキリスト教哲学者キルケゴール(1813-1855年)… « キリストの十字架の死から復活への〝突破〟 聖なる道 »,1/5,0.44504866003990173,uncertain_or_low_confidence
続編あるならスーツは作り直し必須だろう レポによれば結構ボロボロでタローマンが歩くとクズが出てくるらしいので,2/4,0.4034718672434489,uncertain_or_low_confidence
"＜成田夜発＞カタール航空ビジネスクラス利用｜ベネチア＆ローマ8日間≪ベネチア本島｜スーペリアクラスホテル泊≫(92E8RBC)｜阪急交通社 ＜成田夜発＞カタール航空ビジネスクラス利用｜ベネチア＆ローマ8日間≪ベネチア本島｜スーペリアクラスホテル泊≫ 92E8RBC 364,800～576,800円 ＜成田夜発＞カタール航空ビジネスクラス利用｜ベネチア＆ローマ8日間≪ベネチア本島｜スーペリアクラスホテル泊≫｜海外旅行｜阪急交通社",0/6,0.5823138356208801,uncertain_or_low_confidence
『ヨセフにとってのクリスマス』（マタイ福音書　１：１８～２５）｜周縁自体 <<『弟子たちの自分ルールとイエスルール」（ルカ福音書９：４６〜５０） | ホームへ | 『レット・イット・ビー』（ルカ福音書１：２６〜３８）>> http://nantaro3.blog119.fc2.com/tb.php/384-bc27c841,1/5,0.4587251345316569,uncertain_or_low_confidence
グレイスフル　ガーデン 伊予鉄道横河原線 福音寺駅 物件詳細 [1070H100106148999] 【goo 住宅・不動産】｜賃貸住宅[賃貸マンション・アパート・賃貸一戸建て]で部屋探し 管理コード:77576933 SUUMO[070H100106148999],2/4,0.6082060138384501,uncertain_or_low_confidence
ASローマ 17/18 トレーニング ウエア ハイネック 長袖 ネイビー丨騎士サッカーショップ 製品コード： product1406 商品詳細：ASローマ 17/18 トレーニング ウエア ハイネック 長袖 ネイビーメーカーカラー：ネイビー特徴：1.裏毛素材を採用。,0/6,0.591757208108902,uncertain_or_low_confidence
票田が統一と創価なのに批判するのか キリスト教と仏教に助けて貰ってる身分で自称国家神道など実質上無神論者の最底辺の集まりだ,4/2,0.43409263094266254,uncertain_or_low_confidence
I don't know him. Who's he? 7：21世紀を待たずにポーランドじん宇宙へ 3：よし勝った 6：1942年、ポーランド・ペルシア・ローマ・ヴェネツィアの共産連合と自由ドイツ・ブラジルの２陣営に別れて世界大戦勃発,1/5,0.47288400928179425,uncertain_or_low_confidence
そもそもコロナウイルスのコロナは王冠の意味 ルシフェラーゼというルシフェルの名前を冠した酵素で実験を繰り返し そしてmRNAワクチンによりスパイク蛋白を体に取り入れ いばらの王冠をかぶせられ 人類の罪のためにイエス・キリストは磔刑にあい そしてその後復活した(´・ω・`),1/5,0.43789100646972656,uncertain_or_low_confidence
シボレー コルベット Ｚ０６　６ＭＴ　可変マフラー　社外ヘッダー　ナビ　フルセグ Ｋ＆Ｎ　ＭＳＤ　ＨＵＤ　ナビフルセグ　ＢＯＳＥ　レザー　純正ＡＷ　ＥＴＣ シボレーコルベット | 関東 | 2004年,1/5,0.455841064453125,uncertain_or_low_confidence
カトリックの「万人祭司」と「会堂建築後神父交代」について補足 | 命と性の日記〜日々是命、日々是性 << 「キリスト教のリアル」が記す「福音派のリアル」 | main | 巨人ファンのクリスチャンを非難して、自滅する中日ファンのクリスチャン >>,2/4,0.4732966721057892,uncertain_or_low_confidence
カルトはお布施とか財務で三菱UFJ銀行が儲かるようになってる 創価も統一もキリストの幕屋も同じだ つまりモルガン財閥のユダヤだ,3/3,0.4493288993835449,uncertain_or_low_confidence
万物を管理する神の奇しき業 | 神の国降臨の福音 前へ：創造主の権威は不変である 次へ：人類はかつての聖さを取り戻す,2/4,0.473808874686559,uncertain_or_low_confidence
下之町の寺・神社・教会(泉大津市) - 寺・神社・教会の検索なら30min. 下之町の寺・神社・教会 トップ　 全国の寺・神社・教会　 大阪府　 大阪府の寺・神社・教会　 泉大津市　 泉大津市の寺・神社・教会　 下之町　 下之町のレジャー　 下之町の寺・神社・教会 下之町の寺・神社・教会(泉大津市)を0件掲載。下之町の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5196146567662557,uncertain_or_low_confidence
烏集院の寺・神社・教会(朝倉市) - 寺・神社・教会の検索なら30min. 烏集院の寺・神社・教会 トップ　 全国の寺・神社・教会　 福岡県　 福岡県の寺・神社・教会　 朝倉市　 朝倉市の寺・神社・教会　 烏集院　 烏集院のレジャー　 烏集院の寺・神社・教会 烏集院の寺・神社・教会(朝倉市)を0件掲載。烏集院の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5660757025082906,uncertain_or_low_confidence
"兒童 | CECA MosaiX Missional Church CECA MosaiX 使命基督福音堂 Rev. Faye Lo M: 0430 095 865 Shop 53, 3/F, Lemon Grove, 427 - 441 Victoria Av., Chatswood",1/5,0.5618722438812256,uncertain_or_low_confidence
Tag[ ～利己と利他～ ] - 思いの制限をひらく 思いの制限をひらく : Tag [ ～利己と利他～ ] カヴィーシャとの対話＆ゴータマ・シッダールタとの対話 (09/24) イエス・キリストとの対話 (09/03) 大天使ルシフェルとの対話&大天使ミカエルとの対話 (08/28) ☆チャネリング特集 (4),2/4,0.5882125794887543,uncertain_or_low_confidence
(0ページ目)イエス・キリストは本当に来日していた……!? “偽書”『竹内文書』の知られざる事実とは？ ――「世界の謎と不思議に挑戦する」をコンセプトに掲げ、UFOからUMA、都市伝説、陰謀論……と、さまざまな不思議ジャンルの話題で、読者に驚きと感動を与えてきた学研「ムー」。ここでは、そんな「ムー」を操る三上丈晴編集長が厳選した“マストブック”を紹介しながら、世の中の不思議に深く触れていただきたい。　日本の正史『日本書紀』と神代から大和朝廷の初期のことを書いた『古事記』。ふたつ合わせて「...,1/5,0.45202210545539856,uncertain_or_low_confidence
2018年5月6日　教会学校分級資料　「ふさわしい仕方で」コリントの信徒への手紙一 11章17-34節 | 西川口キリスト教会 ５月の聖句?,1/5,0.5883285800615946,uncertain_or_low_confidence
仮想デスクトップを本気で検討されるお客様が増えて来た理由は何か？ - CNET Japan ディーアイエスソリューション株式会社 2015年04月30日 18時00分 [ ディーアイエスソリューション株式会社のプレスリリース一覧 ],1/5,0.44171297550201416,uncertain_or_low_confidence
自由の森学園、吉岡秀隆君、福音館書店、その社長だった、時田史郎君、元革〇リーダー成岡康司君,1/5,0.5949644843737284,uncertain_or_low_confidence
キリストの十字架にとどまれ！｜カルバリの十字架｜私ではなくキリストⅦ（東洋からの風の便りIV) Home > ブログ > カルバリの十字架 > キリストの十字架にとどまれ！ から転載します。 だから、神の国とその義とをまず第一に求めなさい。そうすれば、それに加えて、これらのものはすべて与えられます｜ ｜霊の人が直面する危険 主と共なる復活と御座における統治(3) 義人は信仰によって生きる(13) 神の国の働き人(13) 神の国の霊的統治(14),1/5,0.4676145613193512,uncertain_or_low_confidence
諏訪大社 | 八ヶ岳の南麓を彷徨って タグ別アーカイブ: 諏訪大社 投稿日: 2013/03/25 投稿者: highlandfeet	 カテゴリー: その他の小咄、読書、地域の本、歴史の本	 タグ: 読書、諏訪大社、中世信仰	 1件のコメント,1/5,0.43609797954559326,uncertain_or_low_confidence
愚人の意味・例文・発音 | 画像付き英語辞書 Imagict 読みかな:　ぐじん ローマ字:　guzin 愚人 - 和英辞典 愚人 - 和英辞典 (EdictJE) (n) fool 前の単語: ぐにゃぐにゃ 次の単語: 倶発 '愚人'の関連画像 photo by Lucia913 2013.08.11愚人碼頭習拍 photo by liuhsiaofen 原來愚人節有愚人老公公 photo by Alchemy™,3/3,0.4247675836086273,uncertain_or_low_confidence
キリスト教 | 八ヶ岳の南麓を彷徨って 投稿日: 2018/03/10 投稿者: highlandfeet	• カテゴリー: 読書、歴史の本	• タグ: カクレキリシタン、キリスト教、長崎、隠れキリシタン、角川書店、読書、近世史、KADOKAWA、日本史、世界遺産、潜伏キリシタン	• 3件のコメント 投稿日: 2014/02/01 投稿者: highlandfeet	• カテゴリー: 読書、歴史の本	• タグ: キリスト教、隠れキリシタン、読書、吉川弘文館	• 4件のコメント,1/5,0.42839855949083966,uncertain_or_low_confidence
人間の指導者崇拝という偶像崇拝の罪と手を切ることこそ我が国の主権回復の道――安倍による宮中クーデターとトランプ・プーチン賛美者を待つ暗い未来――｜グノーシス主義という偽りの教え｜私ではなくキリストⅦ（東洋からの風の便りIV) Home > ブログ > グノーシス主義という偽りの教え > 人間の指導者崇拝という偶像崇拝の罪と手を切ることこそ我が国の主権回復の道――安倍による宮中クーデターとトランプ・プーチン賛美者を待つ暗い未来――,1/5,0.48630115389823914,uncertain_or_low_confidence
稲牛の寺・神社・教会(足寄郡足寄町) - 寺・神社・教会の検索なら30min. 稲牛の寺・神社・教会 トップ　 全国の寺・神社・教会　 北海道　 北海道の寺・神社・教会　 足寄郡足寄町　 足寄郡足寄町の寺・神社・教会　 稲牛　 稲牛のレジャー　 稲牛の寺・神社・教会 稲牛の寺・神社・教会(足寄郡足寄町)を0件掲載。稲牛の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5620404382546743,uncertain_or_low_confidence
ベトナム再訪 ベトナムへの飛行機からの窓 ベトナム戦争勝利記念館にて ベトナム･ハノイのカフェ ハノイのキリスト教会 ベトコンの落とし穴作戦,1/5,0.47177286942799884,uncertain_or_low_confidence
信仰が人を殺すとき: でじたる異言ノォト « ななこSOS 3 | トップページ | 月迷宮 恋月姫人形展 » http://app.cocolog-nifty.com/t/trackback/11321/4129618 この記事へのトラックバック一覧です： 信仰が人を殺すとき:,3/3,0.4854166805744171,uncertain_or_low_confidence
綾井の寺・神社・教会(泉大津市) - 寺・神社・教会の検索なら30min. 綾井の寺・神社・教会 トップ　 全国の寺・神社・教会　 大阪府　 大阪府の寺・神社・教会　 泉大津市　 泉大津市の寺・神社・教会　 綾井　 綾井のレジャー　 綾井の寺・神社・教会 綾井の寺・神社・教会(泉大津市)を0件掲載。綾井の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。,0/6,0.5687608818213145,uncertain_or_low_confidence
本中野駅の寺・神社・教会(東武小泉線) - 寺・神社・教会の検索なら30min. 本中野駅の寺・神社・教会 トップ　 全国の寺・神社・教会　 路線選択　 東武小泉線　 東武小泉線の寺・神社・教会　 本中野駅　 本中野駅のレジャー　 本中野駅の寺・神社・教会 本中野駅の寺・神社・教会(東武小泉線)を0件掲載。本中野駅の寺・神社・教会のクチコミ、写真、地図などお出かけに役立つ情報が満載です。 全国の寺・神社・教会 東武小泉線の寺・神社・教会 本中野の寺・神社・教会 篠塚の寺・神社・教会,0/6,0.5818396210670471,uncertain_or_low_confidence
この福音は、世々にわたって隠されていた、秘められた計画を啓示するものです。: 本日の聖書〔毎日のミサ〕のことば « わたしは、神のために働くことをキリスト・イエスによって誇りに思っています。 | トップページ | 知恵を思って目を覚ましていれば、心配もすぐに消える。 »,1/5,0.39864235122998554,uncertain_or_low_confidence
