frame_type,verb,count,frame_zh
other,acknowledge,1,其他
other,address,1,其他
other,admit,1,其他
other,allow,1,其他
other,answer,1,其他
other,appear,1,其他
other,appreciate,1,其他
other,arrive,1,其他
other,attend,1,其他
other,attest,1,其他
other,attribute,1,其他
other,await,1,其他
other,bake,1,其他
other,bear,1,其他
other,belong,1,其他
other,bid,1,其他
other,bow,1,其他
other,boyz,1,其他
other,bring,1,其他
other,build,1,其他
other,check,1,其他
other,choose,1,其他
other,claim,1,其他
other,comment,1,其他
other,concern,1,其他
other,correct,1,其他
other,count,1,其他
other,create,1,其他
other,cringe,1,其他
other,deal,1,其他
other,defend,1,其他
other,demonstrate,1,其他
other,die,1,其他
other,discover,1,其他
other,elevate,1,其他
other,end,1,其他
other,endorse,1,其他
other,enjoyed,1,其他
other,enter,1,其他
other,espouse,1,其他
other,evolve,1,其他
other,exercise,1,其他
other,fade,1,其他
other,favor,1,其他
other,figure,1,其他
other,fill,1,其他
other,focus,1,其他
other,forgive,1,其他
other,free,1,其他
other,hat,1,其他
other,hole,1,其他
other,honor,1,其他
other,hop,1,其他
other,imagine,1,其他
other,immigrate,1,其他
other,incarnate,1,其他
other,intend,1,其他
other,interpret,1,其他
other,interview,1,其他
other,invent,1,其他
other,invite,1,其他
other,join,1,其他
other,kill,1,其他
other,learn,1,其他
other,list,1,其他
other,manage,1,其他
other,march,1,其他
other,may,1,其他
other,notice,1,其他
other,participate,1,其他
other,pass,1,其他
other,play,1,其他
other,practise,1,其他
other,preach,1,其他
other,precede,1,其他
other,prefer,1,其他
other,prelate,1,其他
other,proclaim,1,其他
other,pronounce,1,其他
other,put,1,其他
other,quit,1,其他
other,reach,1,其他
other,realize,1,其他
other,recognize,1,其他
other,recommend,1,其他
other,reference,1,其他
other,regard,1,其他
other,remain,1,其他
other,require,1,其他
other,rest,1,其他
other,sadden,1,其他
other,salute,1,其他
other,save,1,其他
other,send,1,其他
other,share,1,其他
other,shoot,1,其他
other,sire,1,其他
other,speculate,1,其他
other,spend,1,其他
other,stand,1,其他
other,stay,1,其他
other,steer,1,其他
other,stick,1,其他
other,stress,1,其他
other,study,1,其他
other,suffer,1,其他
other,talk,1,其他
other,target,1,其他
other,throw,1,其他
other,trust,1,其他
other,try,1,其他
other,venture,1,其他
other,view,1,其他
other,visit,1,其他
other,vow,1,其他
other,warn,1,其他
other,wield,1,其他
other,will,1,其他
other,worry,1,其他
other,would,1,其他
political_interference,vote,5,政治干预
political_interference,lobby,1,政治干预
political_interference,strangle,1,政治干预
political_interference,support,1,政治干预
rhetorical_attack,argue,2,修辞攻击/讽刺批判
rhetorical_attack,attack,2,修辞攻击/讽刺批判
rhetorical_attack,insult,2,修辞攻击/讽刺批判
rhetorical_attack,lump,2,修辞攻击/讽刺批判
rhetorical_attack,object,2,修辞攻击/讽刺批判
rhetorical_attack,question,2,修辞攻击/讽刺批判
rhetorical_attack,blast,1,修辞攻击/讽刺批判
rhetorical_attack,call,1,修辞攻击/讽刺批判
rhetorical_attack,challenge,1,修辞攻击/讽刺批判
rhetorical_attack,condemn,1,修辞攻击/讽刺批判
rhetorical_attack,condescend,1,修辞攻击/讽刺批判
rhetorical_attack,critisize,1,修辞攻击/讽刺批判
rhetorical_attack,dare,1,修辞攻击/讽刺批判
rhetorical_attack,denounce,1,修辞攻击/讽刺批判
rhetorical_attack,disturb,1,修辞攻击/讽刺批判
rhetorical_attack,harassed,1,修辞攻击/讽刺批判
rhetorical_attack,hate,1,修辞攻击/讽刺批判
rhetorical_attack,humiliate,1,修辞攻击/讽刺批判
rhetorical_attack,post,1,修辞攻击/讽刺批判
rhetorical_attack,prefer,1,修辞攻击/讽刺批判
rhetorical_attack,push,1,修辞攻击/讽刺批判
rhetorical_attack,reject,1,修辞攻击/讽刺批判
rhetorical_attack,remember,1,修辞攻击/讽刺批判
rhetorical_attack,represent,1,修辞攻击/讽刺批判
rhetorical_attack,waste,1,修辞攻击/讽刺批判
sexual_abuse_frame,abuse,7,性侵虐待/掩盖
sexual_abuse_frame,abused,7,性侵虐待/掩盖
sexual_abuse_frame,assaulted,3,性侵虐待/掩盖
sexual_abuse_frame,pedophile,3,性侵虐待/掩盖
sexual_abuse_frame,rape,3,性侵虐待/掩盖
sexual_abuse_frame,raped,3,性侵虐待/掩盖
sexual_abuse_frame,abuser,1,性侵虐待/掩盖
sexual_abuse_frame,assault,1,性侵虐待/掩盖
sexual_abuse_frame,assaults,1,性侵虐待/掩盖
sexual_abuse_frame,deny,1,性侵虐待/掩盖
sexual_abuse_frame,molestations,1,性侵虐待/掩盖
sexual_abuse_frame,pedophiles,1,性侵虐待/掩盖
sexual_abuse_frame,touch,1,性侵虐待/掩盖
social_exclusion,exclude,2,社会排斥/逐出
social_exclusion,kick,2,社会排斥/逐出
social_exclusion,build,1,社会排斥/逐出
social_exclusion,forbid,1,社会排斥/逐出
social_exclusion,lose,1,社会排斥/逐出
social_exclusion,reject,1,社会排斥/逐出
social_exclusion,remarry,1,社会排斥/逐出
social_exclusion,shun,1,社会排斥/逐出
