frame_type,verb,count,frame_zh
economic_exploitation,返し,1,经济剥削
economic_exploitation,返せ,1,经济剥削
economic_exploitation,送金,1,经济剥削
economic_exploitation,飛ばし,1,经济剥削
institutional_rot,隠蔽,16,制度性腐败
institutional_rot,腐敗,7,制度性腐败
institutional_rot,癒着,6,制度性腐败
institutional_rot,擁護,5,制度性腐败
institutional_rot,不正,4,制度性腐败
institutional_rot,汚職,3,制度性腐败
institutional_rot,言わ,3,制度性腐败
institutional_rot,訴え,3,制度性腐败
institutional_rot,下ろし,2,制度性腐败
institutional_rot,異動,2,制度性腐败
institutional_rot,こっ,1,制度性腐败
institutional_rot,だす,1,制度性腐败
institutional_rot,つるん,1,制度性腐败
institutional_rot,使っ,1,制度性腐败
institutional_rot,保っ,1,制度性腐败
institutional_rot,保護,1,制度性腐败
institutional_rot,出さ,1,制度性腐败
institutional_rot,切れる,1,制度性腐败
institutional_rot,協力,1,制度性腐败
institutional_rot,反発,1,制度性腐败
institutional_rot,反論,1,制度性腐败
institutional_rot,受ける,1,制度性腐败
institutional_rot,叙階,1,制度性腐败
institutional_rot,報告,1,制度性腐败
institutional_rot,失脚,1,制度性腐败
institutional_rot,守る,1,制度性腐败
institutional_rot,庇護,1,制度性腐败
institutional_rot,改革,1,制度性腐败
institutional_rot,晒し,1,制度性腐败
institutional_rot,検証,1,制度性腐败
institutional_rot,楯突い,1,制度性腐败
institutional_rot,潰れる,1,制度性腐败
institutional_rot,破門,1,制度性腐败
institutional_rot,結び,1,制度性腐败
institutional_rot,結託,1,制度性腐败
institutional_rot,罰し,1,制度性腐败
institutional_rot,腐ら,1,制度性腐败
institutional_rot,見え隠れ,1,制度性腐败
institutional_rot,認め,1,制度性腐败
institutional_rot,調べれ,1,制度性腐败
institutional_rot,遅れ,1,制度性腐败
institutional_rot,運営,1,制度性腐败
institutional_rot,隠れ,1,制度性腐败
moral_accusation,害悪,6,道德指控/伪善
moral_accusation,裏切,5,道德指控/伪善
moral_accusation,叩き,3,道德指控/伪善
moral_accusation,批判,3,道德指控/伪善
moral_accusation,言い訳,3,道德指控/伪善
moral_accusation,でっち,2,道德指控/伪善
moral_accusation,攻撃,2,道德指控/伪善
moral_accusation,破壊,2,道德指控/伪善
moral_accusation,破滅,2,道德指控/伪善
moral_accusation,見え,2,道德指控/伪善
moral_accusation,認めろ,2,道德指控/伪善
moral_accusation,あたえ,1,道德指控/伪善
moral_accusation,いい,1,道德指控/伪善
moral_accusation,かける,1,道德指控/伪善
moral_accusation,たき,1,道德指控/伪善
moral_accusation,つるむ,1,道德指控/伪善
moral_accusation,ぶち,1,道德指控/伪善
moral_accusation,やっ,1,道德指控/伪善
moral_accusation,やる,1,道德指控/伪善
moral_accusation,ケチ,1,道德指控/伪善
moral_accusation,シャベチュ,1,道德指控/伪善
moral_accusation,フリ,1,道德指控/伪善
moral_accusation,下手,1,道德指控/伪善
moral_accusation,与え,1,道德指控/伪善
moral_accusation,中傷,1,道德指控/伪善
moral_accusation,乞う,1,道德指控/伪善
moral_accusation,人殺し,1,道德指控/伪善
moral_accusation,偉く,1,道德指控/伪善
moral_accusation,分断,1,道德指控/伪善
moral_accusation,切り,1,道德指控/伪善
moral_accusation,及ぼし,1,道德指控/伪善
moral_accusation,叩く,1,道德指控/伪善
moral_accusation,問わ,1,道德指控/伪善
moral_accusation,固執,1,道德指控/伪善
moral_accusation,壊さ,1,道德指控/伪善
moral_accusation,媚び,1,道德指控/伪善
moral_accusation,容認,1,道德指控/伪善
moral_accusation,対立,1,道德指控/伪善
moral_accusation,拉致,1,道德指控/伪善
moral_accusation,捕まえ,1,道德指控/伪善
moral_accusation,捨て,1,道德指控/伪善
moral_accusation,掘っ,1,道德指控/伪善
moral_accusation,放た,1,道德指控/伪善
moral_accusation,放題,1,道德指控/伪善
moral_accusation,構わ,1,道德指控/伪善
moral_accusation,演じ,1,道德指控/伪善
moral_accusation,煽っ,1,道德指控/伪善
moral_accusation,生み,1,道德指控/伪善
moral_accusation,糾弾,1,道德指控/伪善
moral_accusation,終始,1,道德指控/伪善
moral_accusation,絶賛,1,道德指控/伪善
moral_accusation,聞か,1,道德指控/伪善
moral_accusation,自滅,1,道德指控/伪善
moral_accusation,苦しめ,1,道德指控/伪善
moral_accusation,行わ,1,道德指控/伪善
moral_accusation,見せ,1,道德指控/伪善
moral_accusation,話題,1,道德指控/伪善
moral_accusation,認め,1,道德指控/伪善
moral_accusation,認める,1,道德指控/伪善
moral_accusation,迫害,1,道德指控/伪善
moral_accusation,逆らわ,1,道德指控/伪善
moral_accusation,逮捕,1,道德指控/伪善
moral_accusation,逸脱,1,道德指控/伪善
other,なっ,14,其他
other,やっ,7,其他
other,作っ,7,其他
other,支持,5,其他
other,関係,5,其他
other,阻止,5,其他
other,あっ,4,其他
other,知ら,4,其他
other,あり,3,其他
other,なり,3,其他
other,思っ,3,其他
other,up,2,其他
other,つながっ,2,其他
other,アップデート,2,其他
other,主張,2,其他
other,出来る,2,其他
other,判断,2,其他
other,取り,2,其他
other,受け,2,其他
other,呼ば,2,其他
other,担当,2,其他
other,持っ,2,其他
other,狙っ,2,其他
other,繋がっ,2,其他
other,行っ,2,其他
other,要求,2,其他
other,見える,2,其他
other,認め,2,其他
other,通う,2,其他
other,いけ,1,其他
other,かかわっ,1,其他
other,かける,1,其他
other,なら,1,其他
other,なれ,1,其他
other,はじめ,1,其他
other,もたらさ,1,其他
other,もらう,1,其他
other,ウント,1,其他
other,バックアップ,1,其他
other,ビデオメセージ,1,其他
other,ボロ負け,1,其他
other,レス,1,其他
other,並立,1,其他
other,亡くなっ,1,其他
other,付け,1,其他
other,作る,1,其他
other,使っ,1,其他
other,保っ,1,其他
other,信仰,1,其他
other,入れ,1,其他
other,出入り,1,其他
other,分裂,1,其他
other,切り,1,其他
other,勝っ,1,其他
other,受信,1,其他
other,合わせ,1,其他
other,喜ん,1,其他
other,囲む,1,其他
other,増やす,1,其他
other,変わっ,1,其他
other,変わら,1,其他
other,変更,1,其他
other,嬉々,1,其他
other,存在,1,其他
other,存続,1,其他
other,学べ,1,其他
other,寄せ,1,其他
other,寄り,1,其他
other,崇め,1,其他
other,怯え,1,其他
other,恐れ,1,其他
other,持つ,1,其他
other,持てる,1,其他
other,指定,1,其他
other,捕まっ,1,其他
other,有る,1,其他
other,次い,1,其他
other,残さ,1,其他
other,気づき,1,其他
other,決定,1,其他
other,沿わ,1,其他
other,泣い,1,其他
other,洗礼,1,其他
other,活動,1,其他
other,減らす,1,其他
other,率いる,1,其他
other,生き,1,其他
other,盛り,1,其他
other,知っ,1,其他
other,置い,1,其他
other,見つけ,1,其他
other,見解,1,其他
other,言っ,1,其他
other,言及,1,其他
other,設立,1,其他
other,譲歩,1,其他
other,起こし,1,其他
other,載せ,1,其他
other,過ぎ,1,其他
other,違い,1,其他
political_interference,作っ,5,政治干预
political_interference,投票,3,政治干预
political_interference,組ん,3,政治干预
political_interference,乗っ,2,政治干预
political_interference,売っ,2,政治干预
political_interference,展開,2,政治干预
political_interference,統治,2,政治干预
political_interference,解散,2,政治干预
political_interference,起こし,2,政治干预
political_interference,関わっ,2,政治干预
political_interference,やめ,1,政治干预
political_interference,下ろす,1,政治干预
political_interference,内戦,1,政治干预
political_interference,委ね,1,政治干预
political_interference,崩壊,1,政治干预
political_interference,後援,1,政治干预
political_interference,徴兵,1,政治干预
political_interference,戦争,1,政治干预
political_interference,手出し,1,政治干预
political_interference,押し,1,政治干预
political_interference,担っ,1,政治干预
political_interference,推す,1,政治干预
political_interference,敗北,1,政治干预
political_interference,暗殺,1,政治干预
political_interference,望む,1,政治干预
political_interference,牛耳っ,1,政治干预
political_interference,統一,1,政治干预
political_interference,解体,1,政治干预
political_interference,象徴,1,政治干预
political_interference,通報,1,政治干预
political_interference,騙す,1,政治干预
sexual_abuse_frame,性的虐待,20,性侵虐待指控
sexual_abuse_frame,児童,13,性侵虐待指控
sexual_abuse_frame,虐待,11,性侵虐待指控
sexual_abuse_frame,くわえ,1,性侵虐待指控
sexual_abuse_frame,しよう,1,性侵虐待指控
sexual_abuse_frame,嫁い,1,性侵虐待指控
sexual_abuse_frame,意味,1,性侵虐待指控
sexual_abuse_frame,結婚,1,性侵虐待指控
sexual_abuse_frame,配布,1,性侵虐待指控
