annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at,split
544,1,0.7631088296572367,0,2026-02-02T12:19:31.818221Z,0,15211,1.694,1/2,uncertain_or_low_confidence,什么玩意儿……[思考]//@小洲道茶二楼主://@意识生存://@上帝爱子:喷的啥？[并不简单],2026-02-02T12:19:31.818238Z,train
5578,1,0.7407219807306925,0,2026-02-28T01:56:34.530276Z,0,15212,3.451,1/2,uncertain_or_low_confidence,【扬州市人社局原处长一审判7年半】扬州市人社局职业能力建设处原处长王某，利用职务之便，先后收受扬州某医药连锁有限公司总经理、扬州某医院钱财共计26万余元，并为他们谋取利益。邗江法院昨对其作出一审判决，有期徒刑7年半，没收财产30万。 http://t.cn/8kJRsKF,2026-02-28T01:56:34.530296Z,train
1265,1,0.831027626991272,0,2026-02-05T14:24:25.766796Z,0,15213,2.315,2/1,uncertain_or_low_confidence,找个周末，去探寻岁月里的时光 //@英国驻重庆总领事馆:中世纪的马蹄声是否还在心中达达作响？在伦敦舰队街与泰晤士河之间，可以找到800年前圣殿骑士团在英格兰的心脏--圣殿教堂。时间早已掩埋了刀光戾气，留下都会里一处宁静的绿洲，以及彩色玻璃映在石柱上的美丽花纹。,2026-02-05T14:24:25.766816Z,train
805,1,0.9028601249059042,1,2026-02-02T12:56:59.782198Z,0,15214,2.903,1/2,uncertain_or_low_confidence,哈利路亚//@远牧师: 从我自己信耶稣前后的婚姻经历中，领悟到一条夫妻相处之道：认自己的罪，免对方的债，就一同享受幸福。认对方的罪，免自己的债，就一同忍受痛苦。,2026-02-02T12:56:59.782215Z,train
2226,1,0.8394188086191813,1,2026-02-13T06:02:59.533424Z,0,15215,4.755,1/2,uncertain_or_low_confidence,历史中的一些景象也开始在我脑海中浮现：话说1843年上海开埠，当年这里曾是渡口，美国圣公会主教蓬恩先生便在渡口之西建造了一座浮桥，以利百姓出行。,2026-02-13T06:02:59.533445Z,train
5692,1,0.8840490778287252,0,2026-02-28T05:38:42.755401Z,0,15217,3.851,1/2,uncertain_or_low_confidence,榴莲，它的奇香让每一个榴莲爱好者疯狂。榴莲控的福音来了，艾尔伯兹餐厅隆重推出#榴莲芝士蛋糕#，当百果之王榴莲与芝士结合，浓郁的芝士味混合着迷人的榴莲香，那种顺滑的口感，再搭配晶莹剔透的新鲜芒果颗粒，任舌尖体验火热的东南亚风情，让您榴莲“芒”返. [挤眼][馋嘴][馋嘴],2026-02-28T05:38:42.755422Z,train
4399,1,0.8092999259630839,0,2026-02-18T12:24:41.358080Z,0,15219,1.793,1/2,uncertain_or_low_confidence,@不可比方 你看我多好。我都没要求你宣誓终生效忠于我。跟了我吧。[花心]//@上帝爱米粒儿: 疯了么！！！！！！！！！！,2026-02-18T12:24:41.358103Z,train
5310,1,0.8446707328160604,0,2026-02-25T12:50:50.526474Z,0,15220,5.539,1/2,uncertain_or_low_confidence,一张张梦幻的照片，仿佛我们身处在一个中世纪的童话故事中，一切都是那么唯美！//@浓情玛奇朵婚礼Studio: @首都机场希尔顿酒店,2026-02-25T12:50:50.526496Z,train
818,1,0.8258365392684937,1,2026-02-02T12:57:48.943968Z,1,15221,5.466,2/1,uncertain_or_low_confidence,"1，可以理解
2，闹麻了
3，弱智
4，不是人类
5，智斗巅峰
麻辣消费者赛博十字军东征消费观镇楼",2026-02-02T12:57:48.943990Z,train
5550,1,0.8538432121276855,1,2026-02-28T01:48:36.798356Z,0,15222,22.71,2/1,uncertain_or_low_confidence,#费尔蒙时光#母亲节#婴儿落入凡间之前，非常担心的问上帝，“我这么弱小，怎么能生存下来呢？”上帝摸摸婴儿的头说道：“不用担心，我已经派了一位天使给你，她会永远爱你，保护你的。”“那我应该怎样叫她呢”？上帝回答“你就简单的称呼她为‘妈妈’吧”。让我们一起“转”出对母亲无限的爱吧！,2026-02-28T01:48:36.798372Z,train
3434,1,0.7104276220003763,0,2026-02-15T12:57:55.402582Z,0,15224,7.293,1/2,uncertain_or_low_confidence,理解错误了，科学家信得上帝，不是众人心中的那个上帝。,2026-02-15T12:57:55.402599Z,train
893,1,0.8117589155832926,1,2026-02-03T00:18:29.901099Z,0,15225,4.371,1/2,uncertain_or_low_confidence,君士坦丁堡还有东正教牧首啊，土耳其人不管吗,2026-02-03T00:18:29.901118Z,train
2542,1,0.7198712428410848,0,2026-02-13T13:19:41.613789Z,0,15226,3.041,2/1,uncertain_or_low_confidence,发表了博文 《2011年美国喜剧片：上帝保佑美国》 - 其实我都不想说这部电影了，《上帝保佑美国 God Bless America》。可是今天下午丹佛发生的枪击案让我又想起了这部电影。   一位无所 http://t.cn/zW6lHXU,2026-02-13T13:19:41.613805Z,train
4097,1,0.7952254017194113,0,2026-02-18T06:00:04.979440Z,0,15228,8.963,2/1,uncertain_or_low_confidence,【早安】民间谚语：“腊月二十六 ，杀猪割年肉”，说的是这一天主要筹备过年的肉食。将“割年肉”放入年谣，是因为农耕社会经济不发达，人们只有在一年一度的年节中才能吃到肉，故此称为“年肉”。腊月二十六春节传统民俗“炖大肉”。,2026-02-18T06:00:04.979459Z,train
5368,1,0.8235102494557699,0,2026-02-26T02:00:11.240576Z,0,15230,3.624,1/2,uncertain_or_low_confidence,国家队新教头上任，教得很认真。。,2026-02-26T02:00:11.240596Z,val
837,1,0.8085463841756185,0,2026-02-02T12:58:47.898218Z,0,15231,2.064,1/2,uncertain_or_low_confidence,法界圆融挺好的，可以在没多少地的时候教改出教义变态的教，做大了以后不让封臣信这个教封臣也把你当成正义的，这样能玩肥水不流外人田的同时封臣也不会跟风搞出奇行种辣眼睛，还对统治没什么影响,2026-02-02T12:58:47.898236Z,train
2434,1,0.8830363949139913,0,2026-02-13T10:27:22.085789Z,0,15234,3.023,2/1,uncertain_or_low_confidence,下地窖后和躲在下面的修道士玩骰子，赢了后他会给和骰子位置谜语，大致是“阳光找不到的地方长了个莓果，从左边数第四个”。求找到的大佬分享下位置,2026-02-13T10:27:22.085806Z,train
3501,1,0.8618313868840536,0,2026-02-15T13:10:28.176014Z,0,15235,1.966,1/2,uncertain_or_low_confidence,发现美女十字架一枚。,2026-02-15T13:10:28.176033Z,train
2324,1,0.6930956045786539,0,2026-02-13T09:52:30.010462Z,0,15236,2.821,2/1,uncertain_or_low_confidence,地下教区的雪莉错过了，打完唱诗班再回来交互，雪莉支线就断掉了。导致斯通支线也做不了了。这个存档没了吗,2026-02-13T09:52:30.010484Z,train
1217,1,0.8165073394775391,0,2026-02-05T14:08:31.361285Z,0,15237,2.197,2/1,uncertain_or_low_confidence,看看人家这个运气，两口子先后摇中。想我响应号召8个月，两手空空啊。以及与前天自行申停了。   //@硬左爪：上帝又开了一扇花钱的门，但他忘了顺便指条挣钱的路。,2026-02-05T14:08:31.361303Z,train
5470,1,0.7369569341341654,0,2026-02-26T02:47:15.229028Z,0,15238,1.552,1/2,uncertain_or_low_confidence,"#基督徒的属灵书籍#：\""005安息日与主日 原作 林献羔.txt\""，第一个安息日是神的安息日。后来神藉摩西把安息日给了以色列人，但神始终没有把安息日赐给教会。教会不是以安息日为主日，而是以7日的第1日为主日。 http://t.cn/zYQC2YQ",2026-02-26T02:47:15.229047Z,train
5491,1,0.871950606505076,0,2026-02-26T14:24:48.271388Z,0,15239,1.941,1/2,uncertain_or_low_confidence,阿弥陀佛，愿上帝保佑我@��T @李可点,2026-02-26T14:24:48.271409Z,train
518,1,0.7991875012715658,1,2026-02-02T12:18:14.600709Z,1,15240,2.335,1/2,uncertain_or_low_confidence,对他们来说孙悟空都可以是基督徒,2026-02-02T12:18:14.600730Z,train
3532,1,0.8694132963816324,0,2026-02-15T13:22:46.401368Z,0,15243,2.112,1/2,uncertain_or_low_confidence,"Mark,给桑总存着。 //@锦瑟画眉:@旅游圣经官方微博  //这个符合桑总喜欢的聚会风格，mark下",2026-02-15T13:22:46.401391Z,train
728,1,0.9025158087412516,0,2026-02-02T12:52:15.543570Z,0,15246,2.934,1/2,uncertain_or_low_confidence,"#奢华旅行家【看世界】#潘诺尼亚平原是中欧的一个大型平原,与美丽的多瑙河为伴，人们常说这块肥沃的土壤能养活整个欧洲，是上帝的恩赐。人们来到这里接受她的洗礼，同时还能体验超乎一般的视觉享受，旅途在中欧的朋友千万不要错过哦。",2026-02-02T12:52:15.543584Z,train
5419,1,0.8942229747772217,1,2026-02-26T02:14:17.000760Z,0,15247,4.699,1/2,uncertain_or_low_confidence,感谢主 //@马太福音AAA:每天都渴望上帝的祝福和慈爱. //@王汝刚传道: //@赖二当家: //@吕瑞林小三儿: //@信奉救主耶稣:好些神的大爱！以马内利: //@凉茶歪歪: 感谢神！哈利路亚！ //@全然信靠主耶稣: 感谢神！,2026-02-26T02:14:17.000786Z,train
2260,1,0.8508467475573221,0,2026-02-13T09:36:47.157510Z,0,15250,1.433,2/1,uncertain_or_low_confidence,这不lv草间弥生吗！ //@李小受儿:女�丝福音//@蜗牛sama: 车主触手控啊・・・,2026-02-13T09:36:47.157532Z,train
3229,1,0.9026002883911132,0,2026-02-15T12:33:09.620619Z,0,15251,8.267,1/2,uncertain_or_low_confidence,回复@袁道之:袁兄此句大慧禅觉，当努力深悟[赞] //@袁道之:◆◆ 梦境或许是真实人生，而目前的现实世界，可能只是海市蜃楼 . //@好人老周:上帝无所不知，当然佛祖、真主，或许还有马克思，他们都知道,2026-02-15T12:33:09.620639Z,train
3505,1,0.7570777734120687,0,2026-02-15T13:10:40.656326Z,0,15252,5.288,1/2,uncertain_or_low_confidence,一切不符合正常逻辑的表象背后都有利益 //@YoumingWang:结果不一定对，内容可能有些偏颇，但是背后的逻辑是通的。现阶段的消费者只能被当成棋子，离上帝还远了去了。我们怎么办？切记，天上不会掉馅饼。//@李开复: //@曹飞-互联网: 一个业内老手的分析--京东完胜,2026-02-15T13:10:40.656342Z,train
2395,1,0.8433171510696411,0,2026-02-13T10:18:14.962320Z,0,15253,2.887,1/2,uncertain_or_low_confidence,是啊，爱人如己嘛～ //@王永平商业地产:爱上帝与爱人其实是一回事！,2026-02-13T10:18:14.962336Z,val
1141,1,0.8591997027397156,0,2026-02-05T13:54:39.670242Z,0,15254,1.519,1/2,uncertain_or_low_confidence,//@陈玮lavender：香港人民真心嗲//@小小吉利：原来是在香港啊！！//@_猪头阿花_：香港才是人住的//@小小吉利：这个是在哪里？？//@爱丽丝梦游荒川修道院：图片已存//@黑桃军队：转的振奋人心！//@CritaSiu：拼命转//@LewieYao：帅气转发,2026-02-05T13:54:39.670266Z,train
1208,1,0.9047123789787292,0,2026-02-05T14:07:58.661303Z,0,15255,3.108,2/1,uncertain_or_low_confidence,我喜欢你今天的言论！[给力][鼓掌] //@低调的上帝:这个……国难当头，先要对外干死J过ZF，不是说C国ZF好，先一致对外，回来再骂咱们C国ZF，再烂他也是C国的事儿，不能和小JJ国ZF去对比……当然万恶的C国ZF这帮领导，不得好死,2026-02-05T14:07:58.661323Z,train
407,1,0.7796509861946106,0,2026-02-02T11:56:53.074123Z,0,15256,24.11,2/1,uncertain_or_low_confidence,原来黄金圣餐的图标不是一只脚啊，小时候还纳闷为什么圣餐的图标是只脚,2026-02-02T11:56:53.074138Z,train
3232,1,0.7003918886184692,1,2026-02-15T12:33:27.639066Z,1,15257,6.565,1/2,uncertain_or_low_confidence,这些东西有意思吗？没有婚姻这些天主教徒哪里来的？没有父母他们难道是石头里蹦出来的吗？,2026-02-15T12:33:27.639093Z,train
3172,1,0.7696860631306967,1,2026-02-15T12:13:01.063160Z,1,15258,9.966,1/2,uncertain_or_low_confidence,我也同意 //@白水孙冰:回复 @浮云去了:我只能为我的弟兄孙海英祷告了！主看顾并保守他的心。因心是一切行为的果效！  //@浮云去了:孙海英这样的人基督教也收，掉价[酷] 以后可能被打压了  //@白水孙冰:好复杂哦！神怜悯眷顾爱他的门徒吧！,2026-02-15T12:13:01.063178Z,train
919,1,0.8835146029790243,0,2026-02-03T00:39:31.922749Z,0,15259,2.223,1/2,uncertain_or_low_confidence,#冬日暖阳#之留住诱惑。让美丽不再是诱惑，[男孩儿][女孩儿]使瞬间凝结成永恒。美丽诱惑――为爱生活的你，量身打造的摄影宝典。《美丽诱惑――DSLR数码单反摄影圣经（终极版）》即将登陆各大网站。抢鲜阅读请登陆：http://t.cn/zjjVC3r[给力],2026-02-03T00:39:31.922762Z,train
3288,1,0.7961105505625407,1,2026-02-15T12:38:11.331921Z,0,15260,3.493,2/1,uncertain_or_low_confidence,因为追女孩子被拒，出现了Facebook，因为找工作被拒绝，出现了whatsapp。如今两个曾经都被拒绝的男人又走到了一起[偷笑]想起《圣经》上说的：“当上帝关了这扇门，一定会为你打开另一扇门。”,2026-02-15T12:38:11.331943Z,train
2481,1,0.8277506430943807,0,2026-02-13T12:49:09.411472Z,0,15265,4.454,1/2,uncertain_or_low_confidence,坐着过山车蹦极不过如此！刺激到极点反倒是平静！人生不过几十年，计较到最后还不是撒手人寰……也就如此了，今天可以不睡，明天依然还要早起。如果不能甩开一切就认了吧，轮回、因果，金钱、权力，男人、女人，在这个宇宙就是尘埃一粒，该经历的上帝一定会让你经历！2011年6月14日[威武],2026-02-13T12:49:09.411492Z,train
5378,1,0.7501292030016581,0,2026-02-26T02:00:50.109397Z,0,15267,6.664,1/2,uncertain_or_low_confidence,//@体验营销传教士:必须的，当明年开始考核这些指标的时候，大家做好准备没有？// @郭月�say_ :使用3g终端且产生一定的数据流量才算真正的3g用户 //  @呼市联通佟雪  ://   @呼和浩特罗鑫   :无,2026-02-26T02:00:50.109499Z,train
3547,1,0.8528441786766052,0,2026-02-15T13:24:16.542120Z,0,15268,1.855,1/2,uncertain_or_low_confidence,//@行家旅游杂志: 以色列土豪金早餐 大家尝试过了吗？,2026-02-15T13:24:16.542138Z,train
3336,1,0.7786286274592081,0,2026-02-15T12:40:36.219391Z,0,15271,1.841,1/2,uncertain_or_low_confidence,“感谢上帝我后来查了一下原来空心菜白萝卜是可以一起吃...”，我刚刚在@豆果网 记录了一条美食日记http://t.cn/zO0MM3I,2026-02-15T12:40:36.219411Z,train
2215,1,0.8620081941286722,0,2026-02-13T06:01:35.154250Z,0,15272,2.182,2/1,uncertain_or_low_confidence,这几年某些藏族知识分子不知道出于什么原因，一直在致力于篡改藏传佛教的发展史，目前已经初步达到目的，在藏族年轻的大学生之中已经有了一定的共识。在藏传佛教浩如烟海的经典书籍和数不清的大德自传、各教派发展史书面前，竟然还能把藏传佛教脉络清晰的发展史研究成这样，实在是让人乍舌。,2026-02-13T06:01:35.154273Z,train
636,1,0.6740884184837341,0,2026-02-02T12:44:48.547718Z,0,15273,193.547,1/2,uncertain_or_low_confidence,//@李翔: //@陈朝华: 新浪是悲是喜？ //@李开复:人民网：“别把我们和新华网比，我们与新浪最相似。” 新浪网：“别把我们和Twitter比，我们与Facebook 最相似。” Facebook：“别把我们和Google比，我们与上帝最相似。”,2026-02-02T12:44:48.547734Z,train
567,1,0.8877787590026855,1,2026-02-02T12:33:37.560236Z,0,15275,2.612,1/2,uncertain_or_low_confidence,何等蒙福的老姊妹//@蔡治营:上帝爱你//@�州�建民://@优游香草山://@耶稣基督的仆人: 感谢上帝! //@英子-沙伦玫瑰:荣耀归主，但是你要信啊。//@KoTung:转发微博,2026-02-02T12:33:37.560250Z,train
5496,1,0.7927310069402059,0,2026-02-26T14:25:30.223693Z,0,15276,1.632,1/2,uncertain_or_low_confidence,#喜剧表演圣经#创作主题喜剧的技巧是双向的。首先，你需要足够了解这则消息，知道它的真相之所在，而不要被发布消息的人的说法所迷惑；其次，你需要知道观众对这则消息了解到什么程度，因为心存疑团的观众是不会笑的。,2026-02-26T14:25:30.223717Z,train
4198,1,0.7405475775400797,0,2026-02-18T06:10:24.982587Z,0,15279,4.763,1/2,uncertain_or_low_confidence,牧师来了，打印纸做的领结还不赖[酷]   #WeicoLomo#,2026-02-18T06:10:24.982607Z,train
4038,1,0.8974076906840006,0,2026-02-18T04:29:31.148158Z,0,15280,11.252,1/2,uncertain_or_low_confidence,所有恋人的向往之地，其实他离你不远。 //@豌豆汤:“你的姿态，你的信赖，我存在在你的存在。你以为爱，就是被爱，我挥霍了我的崇拜。”梁静茹的《崇拜》也是在这里拍的！不过虽然去不到北海道看水之教堂，大阪是有安藤忠雄的光之教堂的哦。据说光通过巨大的十字架透过来，会感觉连时间都变慢了。,2026-02-18T04:29:31.148178Z,train
539,1,0.928547422091166,0,2026-02-02T12:19:21.146181Z,0,15282,2.864,1/2,uncertain_or_low_confidence,//@金瓜李二: //@愉快老头: //@紫气东来东来: [good] //@上帝的奶粉丶://@瑜纲最爱张:这个“四海升平落子馆”在北京前门大栅栏西边的石头胡同，天津、沈阳也有叫“四海升平”的,2026-02-02T12:19:21.146202Z,train
5561,1,0.925971527894338,0,2026-02-28T01:53:50.571492Z,0,15283,53.937,1/2,uncertain_or_low_confidence,#maias新品欣赏#【经典配饰之腰带】柔软的支点（金色/短款）：世界的圆满中，永远有女人这一个柔软的支点。那是上帝赐予的才德，那是惠自心灵的力量。齐全的色彩、变幻的系法，这支点将赋予你无穷无尽的美丽巧思，激发出最精彩的生活智慧。,2026-02-28T01:53:50.571507Z,train
1127,1,0.8437863985697428,1,2026-02-05T13:53:36.118657Z,0,15285,11.53,1/2,uncertain_or_low_confidence,4-不管如何，这一天，都是庆祝“真爱”的日子，不管是男女情爱，还是灵魂之爱、对人类的博爱，或者对上帝的爱。情人节，是至爱之情，非不伦外情也！,2026-02-05T13:53:36.118668Z,train
2173,1,0.7945451736450195,0,2026-02-13T05:35:46.198491Z,0,15286,2.617,2/1,uncertain_or_low_confidence,幸福快乐时，我们总是感觉时间的短暂；而痛苦难过时，我们却抱怨度日如年。幸福和痛苦那本来也就是双胞胎，上帝从来是公平的，痛苦往往是伴随幸福并存。不经历风雨，又是怎能去见彩虹？挫折是足以燃起一个人的热情，去唤醒一个人的潜力，而使他达到成功。一一转载,2026-02-13T05:35:46.198507Z,train
4279,1,0.8675362865130106,0,2026-02-18T11:08:51.892948Z,0,15287,2.059,1/2,uncertain_or_low_confidence,【发现世界】比利时-布鲁日 Bruges是典型的中世纪古城，保存着大量数世纪前的建筑，曾经是欧洲的重要贸易中心和文化中心。早期哥特式建筑已经成为城市特色的一个部分，独特风情，不容错过。电影《杀 手没有假期》的主要取景地，故事发生的季节就在冬季……,2026-02-18T11:08:51.892976Z,train
4129,1,0.8786378701527914,0,2026-02-18T06:04:50.817151Z,0,15288,1.565,1/2,uncertain_or_low_confidence,回复@传媒从业者刘斌:福音！！～～！！ //@传媒从业者刘斌:通知函下午已统一发到我们这里了，明天统一下发。,2026-02-18T06:04:50.817173Z,train
3544,1,0.8238650957743326,0,2026-02-15T13:24:00.604292Z,0,15289,3.804,1/2,uncertain_or_low_confidence,第一个接招！#150年清爽体验#拒做光棍，挥别形单影只，Perrier助你成双成对！我想和你穿情侣衫！@悬崖上的修道院里的baby酱 @Perrier中国 [酷],2026-02-15T13:24:00.604313Z,train
449,1,0.8522452513376871,0,2026-02-02T11:59:40.276476Z,0,15290,2.596,1/2,uncertain_or_low_confidence,【佛罗伦萨历史中心】自从15世纪意大利文艺复兴时期以来，佛罗伦萨对于建筑和纪念物艺术施加了主要的影响――首先是意大利然后是整个欧洲，它是中世纪和文艺复兴时期商业城市的权力象征。#意大利旅游#,2026-02-02T11:59:40.276497Z,train
613,1,0.8155088027318319,0,2026-02-02T12:40:22.020869Z,0,15291,1.838,1/2,uncertain_or_low_confidence,#众享生活#谁说严谨就不能浪漫？因严谨而著名的德国人，就很懂浪漫。德国圣诞节期间商业街上灯火绚烂，每家每户都会在窗户上或花园里挂上各种灯饰，夜幕降临，万千灯火跳跃闪烁。而且关于圣诞节的风俗，如圣诞树、圣灵降临节花环和日历等，都是源于严谨的德国。,2026-02-02T12:40:22.020884Z,train
4060,1,0.8523191014925638,0,2026-02-18T04:33:36.383860Z,0,15293,2.289,1/2,uncertain_or_low_confidence,【本人为佛教徒，只纪念释迦牟尼佛的诞辰，对其他的宗教表示尊敬和尊重。】中国人虽然很少有人信基督教，好多人甚至不知道圣诞节是在纪念耶稣的诞生，但对圣诞节有着极大的兴趣，气氛不错。谁能说说，国人对平安夜和圣诞节的热情来自哪里？,2026-02-18T04:33:36.383885Z,train
4068,1,0.8636953035990397,0,2026-02-18T04:35:40.876294Z,0,15294,26.722,1/2,uncertain_or_low_confidence,#2013奥迪驾控汇#4月21日，全年活动一触即发！每个司机都有一颗车手的心，是时候远离拥堵路面，来赛道体验一回心跳超速的感觉了！回顾驾控汇主教练邓海泉讲解高速360°旋转的驾控方法，有没有跃跃欲试的感觉？http://t.cn/zjMbRsB,2026-02-18T04:35:40.876307Z,train
1164,1,0.763753354549408,0,2026-02-05T14:01:08.071779Z,0,15295,3.612,2/1,uncertain_or_low_confidence,【致东川红土地】红、橙、黄、绿、蓝、靛、紫，像彩虹一般，简直就是“上帝遗失在云南的调色板”。(via@胡元飞 )http://t.cn/zQhROKh,2026-02-05T14:01:08.071797Z,train
344,1,0.7603892683982849,0,2026-02-02T11:43:50.497331Z,0,15296,3.182,1/2,uncertain_or_low_confidence,//@小予CAT://@安息香_李宜斐: 好美的孔雀蓝。//@中国国家地理:明清之际，西洋色伴随着传教士的足迹而渗入。宫廷里追逐流光溢彩的珐琅器，民间风靡色泽艳丽的外销画。但直到机器声响，现代颜料才冲破中国色最后防线……,2026-02-02T11:43:50.497349Z,train
2405,1,0.7383768757184347,0,2026-02-13T10:18:37.613665Z,0,15298,1.372,1/2,uncertain_or_low_confidence,人生的平凡、平淡、平庸，常归因于一个字：怕。怕得到的会失去，怕转身了就是永别，在怕中畏首畏尾的裹足不前。人生也就一条路，走一步有一步的景观。上帝不会眷顾谁，你有勇气放弃，才有机会得到。,2026-02-13T10:18:37.613682Z,train
