text,method,group_id,hate_speech,christianity_related,annotation_id,annotator,average_prob,created_at,id,lead_time,model_votes,sampling_strategy_tag,updated_at
今日の言葉：「主、？永遠の命...」－故人追悼...。礼拝：中分の日記 « 時には自分を優先して | トップ、ペ·ージ | 表層性を省み？る »...！ 2！0。12年11月18日！(日) 教会 | 固定リン·ク htt...p://app.f.cocol...og-ni！fty.c！om/t/...trackback/461668/47887083 このエントリーのトラックバック...: ？今！日の言葉：「永遠の命である主」― 故？人追悼礼拝：,BT_DeepL_EN_AEDA,8.0,0,1,1542,1,0.5862727165222168,2026-02-10T14:37:56.151397Z,19232,2.927,2/4,uncertain_or_low_confidence,2026-02-10T14:37:56.151410Z
きょうのことば　『永遠のいのちなる主』－召天者記念礼拝ー:... 中ぶ...。んなの日記 « 時には自·、...·分...？大事で |· 。トップペ、ージ | ！おざなり...を？...反省 »。 2012年11月1、8日 (日·) ！教会· |· 。？固定...リンク。 htt...p://app.f.cocolo、g-nifty.com/t/...trackback/461668/47887083 この記？事へのト...ラックバック、一、覧で·す： きょうのことば　？『永遠のいのちなる、主、』－召天者記念礼。拝ー:,AEDA_Only,8.0,0,1,1542,1,0.5862727165222168,2026-02-10T14:37:56.151397Z,19232,2.927,2/4,uncertain_or_low_confidence,2026-02-10T14:37:56.151410Z
統一教会はただの宗教団体ではなく、カルト集団だから オウム真理教と同じ 日本の古くからの宗派とは違う,original,9.0,1,1,4644,1,0.3704650998115539,2026-02-19T03:19:12.171278Z,19233,2.611,2/4,uncertain_or_low_confidence,2026-02-19T03:19:12.171300Z
統一教会は単なる宗教団体ではなく、カルト集団である。オウム真理教と同じだ。日本の古参の宗派とは異なる。,BT_DeepL_EN,9.0,1,1,4644,1,0.3704650998115539,2026-02-19T03:19:12.171278Z,19233,2.611,2/4,uncertain_or_low_confidence,2026-02-19T03:19:12.171300Z
統...一教会は！単なる宗？教団体ではなく、カル·ト集団である。オウム真理教と！同じだ。日本の古参の宗派とは·異なる。,BT_DeepL_EN_AEDA,9.0,1,1,4644,1,0.3704650998115539,2026-02-19T03:19:12.171278Z,19233,2.611,2/4,uncertain_or_low_confidence,2026-02-19T03:19:12.171300Z
統一教会はただ。！の宗教団体ではな、く、カルト集団だから？· オウム真理教と同じ 日本の古くから。の宗派とは違う,AEDA_Only,9.0,1,1,4644,1,0.3704650998115539,2026-02-19T03:19:12.171278Z,19233,2.611,2/4,uncertain_or_low_confidence,2026-02-19T03:19:12.171300Z
表向きは普通の聖人だが、キリスト教会にはそういう裏がある。,original,10.0,1,1,3833,1,0.4280716677506764,2026-02-18T03:43:58.428579Z,19234,3.63,2/4,uncertain_or_low_confidence,2026-02-18T03:43:58.428596Z
表向きは普通の聖人のように見えるが、キリスト教教会にはそんな隠された側面がある。,BT_DeepL_EN,10.0,1,1,3833,1,0.4280716677506764,2026-02-18T03:43:58.428579Z,19234,3.63,2/4,uncertain_or_low_confidence,2026-02-18T03:43:58.428596Z
表向きは普通の聖人のように見えるが、キリスト。教教。会にはそんな隠、され。。た側面があ！る。,BT_DeepL_EN_AEDA,10.0,1,1,3833,1,0.4280716677506764,2026-02-18T03:43:58.428579Z,19234,3.63,2/4,uncertain_or_low_confidence,2026-02-18T03:43:58.428596Z
...表向きは普通の？聖人だが、キリスト教会にはそういう裏がある。...,AEDA_Only,10.0,1,1,3833,1,0.4280716677506764,2026-02-18T03:43:58.428579Z,19234,3.63,2/4,uncertain_or_low_confidence,2026-02-18T03:43:58.428596Z
票田が統一と創価なのに批判するのか キリスト教と仏教に助けて貰ってる身分で自称国家神道など実質上無神論者の最底辺の集まりだ,original,11.0,1,1,4543,1,0.4340926309426625,2026-02-19T03:05:58.448405Z,19242,19.088,4/2,uncertain_or_low_confidence,2026-02-19T03:05:58.448430Z
有権者基盤が創価学会と一体となっているくせに、よくもまあ批判などできるものだ。お前たちは本質的に最下層の無神論者の集まりで、国家神道を標榜しながらも、実際にはキリスト教と仏教に支えられているのだ。,BT_DeepL_EN,11.0,1,1,4543,1,0.4340926309426625,2026-02-19T03:05:58.448405Z,19242,19.088,4/2,uncertain_or_low_confidence,2026-02-19T03:05:58.448430Z
有権者基...盤が創価学会と...、一体と！なっているくせに、よくもまあ批判などできるものだ。お前·たちは本質的に最下層の無神論者の集？。まりで、国家神道、、を標榜しながらも、実際にはキリスト教と...仏教？に支えられているのだ。,BT_DeepL_EN_AEDA,11.0,1,1,4543,1,0.4340926309426625,2026-02-19T03:05:58.448405Z,19242,19.088,4/2,uncertain_or_low_confidence,2026-02-19T03:05:58.448430Z
票田が統一、と創·価なのに？批判する！のか ......キリスト教と·仏教に助けて貰ってる身分で自称。国家神道など。実質上無神論！者。の最底辺の集まりだ,AEDA_Only,11.0,1,1,4543,1,0.4340926309426625,2026-02-19T03:05:58.448405Z,19242,19.088,4/2,uncertain_or_low_confidence,2026-02-19T03:05:58.448430Z
(0ページ目)イエス・キリストは本当に来日していた……!? “偽書”『竹内文書』の知られざる事実とは？ ――「世界の謎と不思議に挑戦する」をコンセプトに掲げ、UFOからUMA、都市伝説、陰謀論……と、さまざまな不思議ジャンルの話題で、読者に驚きと感動を与えてきた学研「ムー」。ここでは、そんな「ムー」を操る三上丈晴編集長が厳選した“マストブック”を紹介しながら、世の中の不思議に深く触れていただきたい。　日本の正史『日本書紀』と神代から大和朝廷の初期のことを書いた『古事記』。ふたつ合わせて「...,original,12.0,0,1,5213,1,0.4520221054553985,2026-02-24T13:39:57.673040Z,19253,37.743,1/5,uncertain_or_low_confidence,2026-02-24T13:39:57.673061Z
(0ページ) イエス・キリストは本当に来日したのか…！？「偽書」竹内文書に隠された知られざる真実――「世界の不思議に挑戦する」をコンセプトに、UFO、都市伝説、陰謀論…様々なミステリージャンルを通じ、読者に驚きと興奮を提供し続けてきた学研の雑誌「Moo」。 ここでは「ムウ」を率いる三上武晴編集長が厳選した「必読の本」を紹介し、世界の謎を深く掘り下げる旅へ誘う。日本の正史『日本書紀』と、神々の時代と古代大和朝廷を記した『古事記』。この二書が形作る...,BT_DeepL_EN,12.0,0,1,5213,1,0.4520221054553985,2026-02-24T13:39:57.673040Z,19253,37.743,1/5,uncertain_or_low_confidence,2026-02-24T13:39:57.673061Z
(0ページ)！ イエス・...キ·リ·ス·トは本当に来日し？たのか…！！！？「偽書、」竹。内文書に隠さ。れた知られざる真実――「世界？の、不思議に挑戦する」を。コンセ。プトに、UFO、都市伝説、陰謀論…様。々！なミステリージャンルを通じ、！読者に、...。驚き··と興奮を提供し続けてきた学研の雑誌！「Moo」。...。 ここでは「ムウ」を率いる·三上武晴編集長が厳選した「必読の·本」を紹介し、世界の謎を深く、掘り下げる旅へ誘う。日本の正？史『日本書紀』と、神々...の時代と、古代大和朝廷を記した『古事記』。この二！、書が形...作る...,BT_DeepL_EN_AEDA,12.0,0,1,5213,1,0.4520221054553985,2026-02-24T13:39:57.673040Z,19253,37.743,1/5,uncertain_or_low_confidence,2026-02-24T13:39:57.673061Z
(·0ページ目)イエス・キリストは本当に来日して。いた……!?、 “偽書”『竹内文書』の知ら、れざる！事実とは？ ！――「世·界の謎と？不思議に挑戦する」をコンセプトに掲げ、UFO、からUMA、都市伝説、陰謀·論。……と、さまざまな不思議ジャンルの·話題·？で、読者に驚きと感動を。...与えてきた学研「？ムー」。ここでは、そんな「ムー」を操る三上。丈晴編集長が厳選した“マスト·ブック”を紹·介しな、がら、世の中の不思議、に深く触れ？ていただき...たい。、　日本の正史『日本書紀』、と神代か！ら大和...朝廷の初期...のことを書いた『古事記』。ふたつ合わせて「...,AEDA_Only,12.0,0,1,5213,1,0.4520221054553985,2026-02-24T13:39:57.673040Z,19253,37.743,1/5,uncertain_or_low_confidence,2026-02-24T13:39:57.673061Z
キリストの十字架にとどまれ！｜カルバリの十字架｜私ではなくキリストⅦ（東洋からの風の便りIV) Home > ブログ > カルバリの十字架 > キリストの十字架にとどまれ！ から転載します。 だから、神の国とその義とをまず第一に求めなさい。そうすれば、それに加えて、これらのものはすべて与えられます｜ ｜霊の人が直面する危険 主と共なる復活と御座における統治(3) 義人は信仰によって生きる(13) 神の国の働き人(13) 神の国の霊的統治(14),original,13.0,0,1,4943,1,0.4676145613193512,2026-02-23T14:09:22.594002Z,19257,13.109,1/5,uncertain_or_low_confidence,2026-02-23T14:09:22.594020Z
キリストの十字架に留まれ！｜カルバリの十字架｜私ではなくキリスト VII（東風 IV）ホーム > ブログ > カルバリの十字架 > キリストの十字架に留まれ！（転載）それゆえ、まず神の国と神の義を求めなさい。そうすれば、これらのものはみな、あなたがたに与えられます。 | | 霊的な人に迫る危険 | 主と共に復活し、御座に連座する（３） | 義人は信仰によって生きる（１３） | 神の国の働き人（１３） | 神の国の霊的な支配（１４）,BT_DeepL_EN,13.0,0,1,4943,1,0.4676145613193512,2026-02-23T14:09:22.594002Z,19257,13.109,1/5,uncertain_or_low_confidence,2026-02-23T14:09:22.594020Z
キリストの十字。架に留まれ！｜カ··ルバリの十字架｜私で。はな？くキリスト VII（東...風 IV）？ホ。ーム？ > ブロ...グ > カルバリの十字架 >、 キリストの十？字架に留？ま·れ！（転載）それゆ？え！、まず神の国、と神の義を求めなさい。そうす...れば...·、これらのものはみな、...あ！なたがたに与え、ら·れます。 |？ ·| 霊的な人に迫る危険 | 主？と共·に。復活し、！御。座に連座する（３·） | 義人は信仰によって。生き、...る（１３、） | 神の国の働き人（１...３·） | 神の国の霊的な支配（１４）·？,BT_DeepL_EN_AEDA,13.0,0,1,4943,1,0.4676145613193512,2026-02-23T14:09:22.594002Z,19257,13.109,1/5,uncertain_or_low_confidence,2026-02-23T14:09:22.594020Z
キ、リストの十？字架にとど。まれ！...｜カル...バリの、十字架｜。私ではなく。キリストⅦ（東洋か。らの風の便り·IV) Home > ブログ！ > カル·バ...リの十字架 > キリストの十。字架にとど...まれ！ から転載、？します。？ だから、神の？国...とそ！の義とをまず第一に求め。なさい。そうすれば、それ。に加えて、これら！のものは？すべて！与えられます｜ ｜霊の人が直面！、する危険 主と共なる復活！と御座にお！け！。る統治(3。) 義人は信仰によって生き·る(？1·3) 神の国の働き人？(13·) 神の国、の？霊的統治(14),AEDA_Only,13.0,0,1,4943,1,0.4676145613193512,2026-02-23T14:09:22.594002Z,19257,13.109,1/5,uncertain_or_low_confidence,2026-02-23T14:09:22.594020Z
信仰が人を殺すとき: でじたる異言ノォト « ななこSOS 3 | トップページ | 月迷宮 恋月姫人形展 » http://app.cocolog-nifty.com/t/trackback/11321/4129618 この記事へのトラックバック一覧です： 信仰が人を殺すとき:,original,14.0,1,0,947,1,0.4854166805744171,2026-02-03T00:52:12.918176Z,19264,14.835,3/3,uncertain_or_low_confidence,2026-02-03T00:52:12.918191Z
信仰が殺すとき：デジタル・タンズ・ノート「ナナコSOS3」｜トップページ｜ムーン・ラビリンス：月のプリンセス人形展http://app.cocolog-nifty.com/t/trackback/11321/4129618この記事へのトラックバック：信仰が殺すとき：,BT_DeepL_EN,14.0,1,0,947,1,0.4854166805744171,2026-02-03T00:52:12.918176Z,19264,14.835,3/3,uncertain_or_low_confidence,2026-02-03T00:52:12.918191Z
信仰が殺··すとき：。デジタル・タンズ・ノート「ナ、ナコSOS3」｜トップペー。ジ...｜ムー。ン・ラ！ビリン。ス：月のプリンセス人形展http://a...pp.c！o！、colog-nift...y.com/！t/tr！a？ckba...？c、k/！1132。1/4129·618この...記事へ！のトラックバック：信仰が殺すとき：,BT_DeepL_EN_AEDA,14.0,1,0,947,1,0.4854166805744171,2026-02-03T00:52:12.918176Z,19264,14.835,3/3,uncertain_or_low_confidence,2026-02-03T00:52:12.918191Z
