cluster_id,text
1,"Once more we have an example of the price we pay for living where we do.  Jeremy Joseph Christian's murderous assault did not happen in the absence of disturbing red flags waved over the last 15 years.  The quandary we face as a society is that in our legal system, it is to a large extent true that each criminal act is adjudicated separately, and we have a difficult time preemptively locking people up because they crossed some nebulously defined line of ""too many bad deeds.""  That's the problem, maybe not precisely in this case as Christian was a convicted felon, but there are many examples of murderers who previously committed no crimes that rose to the level of serious jail time, but nevertheless had reputations of being ""seriously bad dudes.""

What to do?  Well, we could go the way of some other civilized countries like England where police are allowed to stop, detain, and hold citizens with little or no cause compared to what's now permissible in the USA.  Or then again, maybe not."
1,"On that we agree.  Those Christian hypocrites should have been charged with accessory before, during and after the fact as applicable.  Last serial woman-murderer they caught in Iran they hanged him from a crane."
1,"How many Churches did you ask ? Do you really believe even if a Church did condemn these actions it would make it in the local or national media ? I am sure CNN would be all over that story. The Christian community would not claim this guy as ""one of their own"" or make an apology for him because it is so absurd to think he is acting in behalf of Christians they would not even think of it. As far as ""his religion"" where does it state in the Bible (New Testament) that Christians as supposed to kill their enemies ? For the record I don't remember when this happened, but am sure many Churches were in prayer and mourning over this tragedy."
1,"The fact that capital punishment results in wrongful deaths should, alone, be sufficient to stop this barbaric practice, but it appears that so many who call themselves Christian are so bent on vengeance that they will continue to fight to preserve this abomination."
1,"Especially for Christians, whose faith is centered on Christ’s unjust execution, there is surely an obligation to campaign for the abolition of the death penalty which denies the condemned the right to life and the opportunity to reform. It is to be hoped that just as Francis has spoken out against its use, Christians, especially those with public platforms in the United States, will do likewise.
—Audrey Wells

Dudley Sharp seems to agree with Wells.

“However, if a prince or judge kills someone, that’s by our Lord God’s word and command.  You yourself do not bear the sword, but God . . . as if it were in God’s hand, as if an angel and not a human bore it, because god’s word clings to it, which commands to punish the wicked and to protect and defend the pious.”—Martin Luther.

VVV, Marty E, and the second comment by Dudley Sharp seem to agree with Luther.

Times, they are a’changin’."
1,"What do you think capital punishment is, then? It is the cold-blooded, pre-meditated, calculated and methodical killing of a person. This is precisely the definition of many murders, perhaps most. The fruit, therefore, is no different.

If we have faith and trust in God's actual word, he will deal with our enemies. But what do we do? We turn to self-reliance, thereby tying God's hands and demonstrating our lack of faith and trust in the process. 

I am sorry to say this, but almost every line you've typed shows that you do not really believe in God, only in yourself. If you believed in him, truly believed, then you would obey HIS commandments rather than those of the Roman Catholic Magisterium which clearly contradict the clear teaching of Christ and are leading God-knows-how many away from the narrow path."
1,"Bible says all murderers and rapists are to be executed. Doesn't matter if you went to church as a kid, and had a religious family. If you turn into a murderer you are supposed to be put to death. It's a just, fair and equitable sentence that benefits all of society. End of story."
1,"Which part of your hateful Christianity says that those that are righteous should be killed along with thise that are not?
You could argue that God murdered millions indiscriminately, but I doubt that would fit your agenda."
1,"Its called murder regardless how you recklessly define it. 

Have you ever picked up a King James bible or attend a Christian church?
The institution calls it murder as well."
1,"Are you suggesting that practicing, otherwise law-abiding Americans, Christian or otherwise, are committing these mass killings? Commit the majority of ""normal"" violent crime and homicide? Cite?

Why blame people who are not committing the crimes?"
1,"STO,
No, you are actually twisting.  How is defending yourself un-Christian?  How is turning a blind eye to your neighbor being attacked,   Christian? Jesus said no greater love exists than for someone to lay down their own life for a friend.  Soldiers on the battlefield have  seen this. There has been more than one case of a  man throwing themselves on a grenade to save his buddies.
If someone is 'physically' attacking me or a loved one, I don't just  'think' they're guilty, I'm witnessing it and yes, I will defend. If someone tells you they won't, they are either lying or are mentally unstable. To allow evil to go unpunished is neither Christian or human. It is, in fact the very definition inhumanity. 

I believe in the law. Christians are to obey the governing authorities as they are God's servants and do not wield  the 'sword'   for nothing. The law, justice, mercy and punishment are  all derived from the same place."
1,"From the Catechism of the Catholic Church:

<<<2267 Assuming that the guilty party's identity and responsibility have been fully determined, the traditional teaching of the Church does not exclude recourse to the death penalty, if this is the only possible way of effectively defending human lives against the unjust aggressor.

If, however, non-lethal means are sufficient to defend and protect people's safety from the aggressor, authority will limit itself to such means, as these are more in keeping with the concrete conditions of the common good and more in conformity to the dignity of the human person.

Today, in fact, as a consequence of the possibilities which the state has for effectively preventing crime, by rendering one who has committed an offense incapable of doing harm - without definitely taking away from him the possibility of redeeming himself - the cases in which the execution of the offender is an absolute necessity ""are very rare, if not practically nonexistent.""68>>>"
1,"Where to begin?  Recently a western superpower elected a president who said family members of known terrorists should be murdered.  Killing innocent people is the essence of terrorism.  Similarly,a western nation whose leaders proudly proclaim their Christianity waged a campaign of terror across Latin America that saw atrocities such as the murder of a group of Jesuit priests.  Those killers were trained at a very famous school run the military in a ‘Christian’ nation.  I don’t think it’s out of line to say the economic sanctions against Iraq that killed half a million Iraqi children was terrorism.  Indeed, at the time, the world’s foremost human rights organization,  Amnesty International, called for those sanctions to lifted because they were killing children, but the ‘Christians’ refused to relent.

The point is not  who has done what for all concerned have done terrible things;  the point is that every infliction of harm on an innocent is incompatible with the Abrahamic faiths."
1,Perhaps this is more of a spiritual opinion than a liberal one. It should certainly be a Christian opinion. Or at least it was last Sunday when I sat in a pew at Saint Anthony's Cathedral. Killing may be a sad reality but it shouldn't be a joyful one.
1,This is Christian extremism... because Christians got shot? What? Makes no sense.
1,"I was not condoning violence. My comment was intended to highlight a delusion. 
People can excuse away anything.
The Catholic Church is proof.  It is unbelievable that a church would coverup the desecration of innocent children and spend decades fighting those victims. Using methods so immoral to deny them justice.
Does this sound like a church?
It is all OK to stay silent or look the other way for many people that believe their eternal life is determined by their receiving Catholic sacraments."
1,> Christianity opposes any killing in its name. Then the Christians might want to stop killing people.
1,"Jesus said """"Love your enemies; and do good to those who hate you"" to persons trying to lead moral lives, not to the State.

The death penalty, as with all laws, crimes, and penalties, belong to the category of things that are Caesar's. The role of the State in traditional Catholic teaching is quite different than an individual's role.

An individual cannot take upon herself or himself to decide a law, apprehend violators, and inflict punishments.

If the victims you mention grabbed Roof and strangled him, that would be vengeance, which is morally prohibited.

The reason why other First World countries have no death penalty is the same reason they have abortion on demand: Man is the center of everything and this life is all that counts, so grab it all and satisfy yourself. Do what feels good."
1,"The news in the past several centuries and history itself shows overwhelming proof that some Christians have murdered in the name of God. Be careful when your plant your head in the sand like that, it makes it very difficult to get oxygen."
1,Christian Pro-Lifers have demonstrated numerous times they hate enough to kill people in their self- appointed mission to clean up America.
1,"""... one thing you don't see is many media-made Angry Conservative White Male villains.""
Plenty of angry conservatives have killed multiple people. What you never see is a mass-murder described as an atheist. When you consider the majority of American citizens consider themselves as Christians, I guess it's a safe bet that most killers are part of that religion."
1,"First, if Jesus was against the death penalty, why did he have to die?

Second, the use of the death penalty is not an intrinsic moral evil.  Governments have the right and duty to protect society.  I am so tired of liberals having sympathy for low life cold blooded killers but no sympathy for the victims of their crimes.  Then you put these thugs in jail and they go right on killing.  Sorry--I do not sympathize with thugs.

Love of enemies does not entail that we should not give them proper consequences for their actions.  Love of enemies does not entail governments have no right or duty to protect their citizens.

Everyone has the same Spirit, that does not make everyone leaders, sir.  There are different manifestations of the Spirit and different gifts.  Everyone cannot be in charge and make decisions. Even in ""democratic"" Protestant churches, there is an ultimate authority in someone."
1,"[Pete Vere, JCL] I stopped accepting this argument after witnessing Catholic political neo-conservative casuistry while advocating for waterboarding in the prosecution of the War Against Terror, defending Sheriff Joe's deplorable treatment on undocumented immigrants and refugees, and of course acting as enthusiastic advocates for capital punishment. 

1 - St John Paul II was very clear on what constitutes torture and that despite the Church's past unfortunate tolerance of torture in more barbaric times, that the use of torture is intrinsically evil. (Language usually associated with abortion.) 

2 - Our Lord is very clear throughout the Old Testament (cf Deut 10 for example) that he defends the foreigner (immigrants and refugees) alongside the poor, the widow, and the orphan, and that he will punish harshly those who mistreat the aforementioned.

3 - Successive popes, the world's bishops, and orthodox Catholics outside the U.S. are near unanimous in opposing capital punishment."
1,If only God were allowed back in school these white Christian terrrorits would stop killing everybody?
1,"I would have more respect for the pro Xmas folks if they actually followed the advice Jesus gave them. Most Christians can justify killing someone. How is that Christian? Who did Jesus kill? I'm an agnostic because I've found no religion that can't find a way to justify rape, robbery, and murder."
1,"On the other hand, good American Christians have done their fair share of killing innocent children over the last 15 years or so.

Perhaps Abrahamic religions are the real problem."
1,"Clearly, those making the snide comments about Christians SUPPORTING the death penalty. 
Have NOT actually read the bible. If they only taken the time to read the bibles first chapter, called Genesis. They would know what Gods word says about punishment for murderers.
As Genesis 9:6 KJV clearly states the following:
""Whoso sheddeth man's blood, by man shall his blood be shed: for in the image of God made he man."""
1,And where does the New Testament tell you to go around killing people who are not of your faith?
1,These Christian terrorists should be punished by the law
1,"""Some killing is justifiable or excusable, as in self-defense, but always woeful.""

I totally agree.  And this was my ultimate point.  

I find war abhorrent.  I have children, and cannot imagine what a loss it must be to lose them even in a just war.  

What astounds me is that although the main point I tried to make is that killing can sometimes be justified and moral, as in self-defense---a point with which you agree---you'd think from the antagonism I've been shown that I was calling for a preemptive strike on the Franciscans. Even you, who agree with me on my main point, wax sarcastic in saying that ""Jesus as we find him in the gospels has no interest whatsoever in the violent situations that so plainly fascinate you.""  The situations that ""so fascinate me"" concern the moral rightness or wrongness of going to war.  That may seem a weird ""fascination"" to you, but to a rational parent, a rational citizen, or a rational Christian, it's a matter of genuine, valid concern."
1,"Brandon, that's because organized Christian groups do nor commit  murder or other war crimes. This is why the establishment media never supports Christian victims of human rights violations. There are articulate Christian writers who write in defence of war-crime victims, but their voices are never presented by the corporate media cartel (including the G&M)."
1,"Why would you accuse these numerous pastors in Eugene of being tools of Satan? That is clearly your meaning, as sinful people are the tools of Satan, not inanimate objects. Perhaps you did not understand the Bible where Jesus states that it is not what goes in our mouths that defiles us, but the words that come out of our mouths. This demonstrates that it is not food that is bad (or particular foods), but the hurtful words from our hearts. Similarly, it is not firearms that are bad, but the way some people may use them to hurt innocent people. Are AR-15s bad in the hands of police who use them to stop a terrorist in Dallas, or is it the terrorist himself who is using one to kill police while they protect Black Lives Matter demonstrators? God hates evil actions and thoughts, not inanimate objects. And the law being broken is one made by our clueless legislators, not one made by God. They should rescind that law so they will not have to charge the Reverend or any other good citizen."
1,I'm an atheist I don't buy your bs excuse for killing people any more than theirs.
1,"You leap, from division in the Church, to people being executed because of lack in trust in the Holy Spirit, in indeed a long one. 

There are too many cases, in history,  being in the wrong place at the wrong time could be an excuse for execution. Look at the Killing Fields of Cambodia.

However, your comment does not dispute what the emails revealed, & provide a basis as what has long been suspected, in the presidential candidate's inner circle. The emails provide the cold calculating long thought out plan on how to create confusion in the Church for political and or personal gain. 

As St. Paul notes about wolves in the flock. Some of these wolves, might & probably are, wearing  sheep's' clothing."
1,"Any religion that kills innocent people and does it in the name of their god is evil. 
They do as their father does. He was a murderer from the beginning. 


See how long it takes for someone to flag this post......

LP"
1,Surely you've got it wrong. The Christians victims were not targetted . They got hit randomly. And it's obvious the attackers were generic killers probably under the influenec.
1,"""Using your logic one could make the connection that the shootings in....""
Actually William, I do believe radical Islam was a likely factor in those shootings, along with mental instability, a weak ability to make moral decisions and the general climate of religious tension. 

"" our lack of responsibility for the mentally ill walking our streets....""
I agree we need to do much more for our mentally ill, though I don't see where Christian could have been locked up and forced to receive treatment.
Personally, I've worked in the mental health field,  and know what a terribly difficult profession this is--- working Graveyard at Royal Avenue Shelter was the toughest job I ever had."
1,"So much better to just ignore cops killing blacks, right fiveo?  They deserve it.  We just want to watch a football game and get drunk.  So very American.   

If God did have a hand in the founding, he or she must be shaking their head like crazy today.  

How could a country get away from God so much where violance is tolerated and actually celebrated each week?  So very Christian."
2,"Your response shows what's wrong with NCR -- it's become a home for Catholics who have no tolerance for anyone who isn't a Catholic leftist.

If people wish to fund such intolerance by financially supporting this org (and the bloated salaries of its top officers and writers), they are free to do so.   But they should be under no illusions that this website isn't heavily biased and intolerant of any dissenting opinions."
2,"For your information, The National Catholic Reporter has long been a member in good standing of the Catholic Press,  and an award-winning member at that.  Shame, double-shame for attempting to post your alternative facts on the award-winning NCR blog!"
2,"No misunderstanding whatsoever. Any publication with the word Catholic in it would be expected to support the teaching of the Catholic Church in its editorial policy. NCRegister and the Catholic Herald by and large do this.
Reporter, however, makes common cause with those who dissent from and reject the teaching of the Church. It encourages those Catholics whose lifestyle is not Catholic to think that it is. It is basically an anti-Catholic publication. Anyone stumbling across its website could hardly be blamed for coming away with the belief that the vast majority of Catholics are in favour of contraception, abortion, stem-cell research, divorce and remarriage, same-sex marriage, etc. They fail to point out that the Church in Europe, in Latin America and the U.S.A. is in meltdown.
The Reporter promotes a false interpretation of Primacy of Conscience which is tantamount to saying 'whatever turns you on'."
2,"Excellent comment, mgardener.   I too miss the informative discussions we once had at the NCR website before the strident professed militant Catholics arrived,  and I too find that I must take frequent breaks from what is currently passing for discussion but more often degenerates into who is a ""real Catholic"" and who is not, ...and even worse.  We have lost some wonderful discussion participants because of the latter situation.  This editorial is spot-on."
2,"Thank you, Sarasi1. I appreciate that (and am very glad you're here!). I have considered leaving again, because NCR Comments is fast becoming another vector of the alt-right, and it's grotesque.

I've encountered Nazi/fascist/anti-Semitic/racist/fanatical Catholics on (and off) the internet over the years, but however repugnant, at least they could be relegated to the crackpot fringe. That's obviously not the case anymore. The fringe has gone mainstream, and a Catholic white nationalist with grandiose ambitions is now one of the most powerful people in the world. NCR is obviously critical of Trump and his administration, but if there's been any in-depth reportage or  analysis of Catholic participation in the alt right, I missed it.

When this kind of stuff is recommended in Comments and gets upvoted by a promiscuous troll, with virtually no pushback, things are far gone (warning: venomous anti-Semitic Catholic site with really bad graphics):

http{:}//www{.}realjewnews{.}com/?p=476"
2,"This is a very good commentary offering lots to think about and ponder,  leading to further civil dialog (hopefully).   And also (hopefully) the comments section doesn't burst into verbal flames, as did the comments related to another article,  after word gets out on the Catholic web that the article has been posted at NCR. <sigh>"
2,"I'm inclined to agree with you, Fr. Coyne.  For months and months ( since way before the primaries), NCR has been ""all politics, all the time.""  The worst part is, most of the writers, bloggers and invited commentators are NOT professional political pundits, as are, I'd bet, none of our own posters).  We have been given personal opinion, occasionally legitimized by a few random facts, stats and/or ""alternative facts"" -- but I don't give these articles any more credence than I do to the few Tweeters I follow, which is a brief glance and occasional chuckle or frown.

If a political issue has a DIRECT CONNECTION to a Catholic or moral issue, then fine -- let's hear all about it.  This isn't the National Catholic Political Reporter...is it?"
2,"As a long-time subscriber to NCR, I am so pleased that Tom Fox received this well-deserved honor. I remember being overcome with gratitude when Bob Hoyt first announced the founding of a propaganda-less (my word, not his) Catholic newspaper that would be willing to speak up in defense of Gospel values even when it might be unpopular or inconvenient. I've seldom been disappointed in their courageous stands. Back in the 80's they were literally begging the bishops to do something about priestly sexual abuse long before many of us had even heard of it.  Unfortunately, it took the secular press forcing it into the open to get anything done about it. Coverage of the Vietnam War, School of the Americas, the rush into the Iraq War, the list goes on and on. 
We Catholics owe NCR for helping us to grow up!"
2,"NcR ought to take the lead here, and remove the word ""Catholic"" from their name, as their bishop demanded back in 1968. This order stands, yet is disobeyed to this day. How many people come here looking for authentic Catholic news only to be duped into reading fake news articles promoting the anti-Catholicism so prominent in this publication."
2,"I find it strange that after weeks of NCR writers/bloggers/editorial writers celebrating, embracing, & defending the recent article in La Civilta Catholica that laments (with some justification) the marriage of some Catholics with conservative politics, that it now will run so patently a partisan piece of writing as this. Oh, wait, I'm sure NCR will give equal time to a Catholic Republican to lay out an agenda in these pages. I won't hold my breath. Of course, many of these same folks have been some of the most vocal critics of the last 2 popes, but suddenly find any criticism of a pope beyond the pale.

The NCR motto appears to be: do as I say, not as I do."
2,"I'd hoped you'd see my response to you before it got zapped. A pity.

Apparently NCR is willing to to let Comments serve as a platform for neo-Nazis and other ""alt right"" anti-Semites, bigots, historical revisionists and keyboard Crusaders, as long as they're Catholic and polite dissemblers. Considering the history of the Catholic Church, one might expect a certain vigilance.

You know the point when the thing begins to appear more of the problem than the solution? Yeah.

Bye bye, Tri."
2,"Finally, my issue with the NCR is that I see no sign that they are aware of the facts. As wonderful and necessary this media outlet is for the church, to date I find only rarely any sign that there is a coherent understanding of how we got to where we are today. And it was NOT because we had such wonderful Popes who were so inspired and such good guys that our inability to take their orders led to this present state of affairs. Far from it. 
     It is an immature mind that cannot see adults in perspective but instead must invest them with magical powers to ward off the powers of darkness. The issue is not black and white. All good, or all bad, all right or all wrong. The issue is academic as well as religious. It is a matter of truth, but not that truth many in authority in the church have claimed as their private domain but the plain, unvarnished, unadorned objective reality of WHAT REALLY HAPPENED.
    I am done with this issue henceforth. Proceed at your own peril.
Typos noted."
2,"Translation:   We at NCR aren't like these ""censors,"" but we only publish writers who represent the Left of Center Catholicism, we castigate the Knights of Columbus, and we criticize conservative Catholics for being, well, not really Catholic at all.

NCR, the day you offer a platform to just one conservative Catholic, will be the day you get to justly complain about censorship in the Catholic world."
2,"Oh come on. I have been pretty critical of the harsh tenor (and frequently the views expressed) in these comboxes, which has led me to post much less frequently than I once did. But with some notable exceptions, I would be hard pressed to say that NCR is equivalent to Church Militant. That is hardly accurate. 

Again, I believe that the general quality & civility of these comments has decreased since the Presidential election - but on the whole, the tenor & vitriol found at Church Militant cannot be found here. Church Militant takes a shrunken understanding of the Catholic tradition & weaponizes it against good Catholics across the spectrum in a farcical attempt at mimicking something like Fox News. It is a marketing ploy."
2,"Just more evidence that NCR is the vanguard of the new Catholic Coughlinism.   

By repeatedly castigating everyone who voted for Trump as racists and fascists, the National Catholic Reporter is engaging in the same style  of shallow and hateful propagandizing that characterized fr. Charles Coughlin's media career."
2,"NCR doesn't get it.  
There's so much more to Catholicism than lightweight political commentary from MSW."
2,"I think we have to openly confront the fact that the National Catholic Reporter and the National Catholic Register/EWTN, say, present very different views of Catholicism---and that's OK. But when we start reading words like ""heresy,"" ""sinful,"" ""un-Catholic,"" ""dissent from truth,"" schisms;"" etc. we must be discerning consumers of Church news and information. When a medium--on the Right or on the Left--claims to present the ""authentic"" voice and voices of the Church when it very selectively, very obviously, and very consistently reflects only the voice and voices of assent to their views, the sins of pride and hubris are unavoidable and quite apparent.

To me, there is a wider gap between the NCRs than between Fox News and MSNBC. I would love to see a doctoral dissertation analyzing the advocacy and dissent journalism as practiced by each and both. There clearly are ""opposing camps"" in Catholic journalism source/subject selection; just look at the topics and authors of daily blogs."
2,"Well, I don't find their reporting ""unhinged"", especially given that the secular press has had many of the same questions and findings. As do many Catholics and other folks as well...


On the other hand, I would guess that NCR isn't too pleased by the endless bucket of money that Crux has now at its disposal. But so that goes...."
2,"If NCR provided articles that were actually Catholic, encouraging people to live genuinely Catholic principles and morals instead of (quite the opposite) being so unabashedly, progressively political about everything, they might get support from people like me who see them for the anti-Catholic organization they really are."
