title,floor,author,time,main_content,lzl_replies,link
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,1,大加那利公爵,未知,玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不完的基督狗,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,2,大加那利公爵,未知,sl了一次，这次更过分,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,3,风皇翔天,未知,大婚前转掉那不勒斯,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,4,特里尔带主教,未知,啊这，你可以用时代能力提前让阿拉贡把那不勒斯给你，如果能取得卡卡的中立就更好了,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,5,螢冢守,未知,哈哈，就是那么过分,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,6,藏桑造纸农,未知,"开局用收核休达cb宣葡萄牙，海军卡封港，休达绞肉机走起，全歼几次，卡卡人力低到一定程度阿拉贡就宣卡卡了，破局完毕。
卡卡还有个内战灾难，基本上前期输一仗卡卡就很难翻身了",,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,7,14117528a,未知,刷个阿拉贡宿敌卡卡的开局，运气好可以结盟阿拉贡,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,8,孰能无惑,未知,开局块宣葡萄牙。卡海峡很简单。然后吃特莱姆森。等到时代转附庸出来以后尽量拉卡卡揍阿拉贡(宿敌最好)。把那不勒斯转走顺便让阿拉贡把西西里四块地都还给那不勒斯。后面伊比利亚联姻就能转走直接转走阿拉贡,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,9,大加那利公爵,未知,卡海峡锤了一次，但法鸡六冲神将30k一直在直布罗陀等着，没法打啊,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,10,神圣法兰西先锋公社,未知,这人数还好了，可以守北非的山（上次我玩葡萄牙就是这翻车的）,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,11,ngack,未知,尽早割走卡卡7个以上的省份，并且不给他任何扩张机会，他就没办法大婚或者最直接的把卡卡和阿拉贡隔开,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,12,林登万,未知,兵力对比不难吧，前期西欧兵种弱，而且可以守山打防御战,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,13,晓之零葬丶,未知,附庸格拉纳达拉鸡爹进防守战 一波一百分破局结束,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,14,DK七娃柒柒,未知,拉土鸡 法鸡 随便打,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,15,与鱼娱雨,未知,"你没碰到卡卡先结盟奥皇再结盟法鸡的局吧。。。
我有个档bug理念（4军事理念）马里变身摩洛哥（做两套任务树，四金矿），第一波打赢了卡卡拆了奥皇的联盟吃了格拉纳达，第二波他拉了法鸡当盟友，直接把我赶回撒哈拉以南了。。。",,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
玩摩洛哥是不是只能刷个卡卡阿拉贡不联统的局啊，这四个一起杀不,16,新朝雅政,未知,开局直接打水果牙就行了,,https://tieba.baidu.com/p/6698611932?pid=132343293498&cid=0#132343293498
请教各位大佬如何反驳基督徒的言论,1,啊而撒司怒风,未知,"1.神是至高无上的，你不能猜测神的想法
2.神只有一个，其余的神都是有罪的
3.圣经都是神所默示的
4.举出各种神迹如分红海什么的
5.不信神的人都要下地狱，信神的人可以上天堂
我有个同学基督徒，我想驳倒他，求助各位大佬
——“神不贪，为何容不得一点对其不敬。神不恶，为何要将地上千万生灵命运，握于手中？”",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,2,吃就吃吕剧,未知,你问问他们的灵魂是什么形态的还是人形么？,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,3,陆思妇,未知,"1.表述不清。他想说的是你猜不到神的想法还是你猜到神的想法的概率很小还是你猜神的想法jj会变短
2.狼神赫萝无罪，不同意直接打死
3.圣经是原始闪族信仰写来yy的东西加了无数的补丁和dlc
4.斯宾诺莎上帝是废话
5.拿梵蒂冈开会的结果摁死这个异端

要么是你的转述有错误，要么他就是个东亚蛮夷异端",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,4,封魔六页,未知,"1 既然它是至高无上无可猜测的，你又凭什么猜测它并给出这个论点
2鬼话
3同第一条
4若根据古代神话书上的记载判断神的强弱和可信度 那么所有人都应该去信盘古或者世界之蛇
5鬼话",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,5,非长即短,未知,"首先信上帝也分不同的派别对圣经的讲解理解也不同。这个不同大致团体小到个人。个人来讲
1神是至高的。独一真神就是指所有神里最高的存在。因为上帝本是全知全能祂是宇宙起始之物是造物主的存在。所以能力在其他神之上是创造与被造的区别所以其他神在祂的面前是被造物。所以从上帝的角度独一真神是造物主。就好比龙珠里面的全王。如果你用软件创造一个世界的话那么上帝就相当于一台带有意识的主机。你甚至可以管祂叫存在x 、盘古、原始天尊……
圣经上也有按各自所行的审判的经文。不信神或不认识神的和其它宗教的说法也没什么不同。",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,6,非长即短,未知,创造一词只能用在已产生的智慧后面，所以上帝创世那就表明先有的上帝。圣经是神所默示就是上帝向古代人显现，但古代人无法理解神是什么，说了也听不懂所以只能用古代人自己的认识来解释上帝。就好比小孩不能理解手机的原理所以他怎么想都可以。上帝暗中保护人类直到他们产生矛盾分岐战争。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,7,非长即短,未知,你要用软件创造个人工智能世界不说宇宙多少了id就要你管地球71亿人你怎么办？你就什么都不做每天都有人死。然而你不能轻易干预死亡不然打破规则那么规则就不存在了，战争也永远不会停了，人们永远都在自相残杀中人间就变成了人间地狱。当一个人死亡你知道是怎么死的？说是罪孽太大咎由自取天报可以，说是上帝太残忍不管也可以，那么只要死人就说是神不管那么你有什么办法？所以结果就是人想怎么说都可以。两个人你就是都帮也好什么都不做也好都必有一方恨你。只有人类经历才能获得经验才能去学习得出结论。所以就人而言是善恶一体，然后由善认识到恶，由恶认识善在此之间不断的轮转。所以没有恶就不会认识善也不会去发展。所以神得让我们人自己去学习，因为我们有自由意志，不然神就是错误的。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,8,nddian,未知,"1.上帝是斡觑造的
2.斡觑对上帝造的东西不感兴趣
你说你不知道斡觑？
答:参考第二条，他对上帝造的东西不感兴趣，所以你感知不到他
你问我为什么知道？
答:我不是上帝造的，所以我能认识到斡觑",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,9,铁军卫师长,未知,得了吧，耶稣也就是个普通人,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,10,jefegreat,未知,"1.神是人创造出来的
2.中国是中国共产党领导下才有的今天，不是神
3.圣经给我支笔我可以随便改，你让神给我改回来？
4.封建迷信，那些东西科学家给你解释的清清楚楚
5.你不信党，不信法律现在就能让你进监狱。你家神能不能算到你今天会挨打？",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,11,jefegreat,未知,等中国真的超越美国，走向复兴鼎盛那一天后世界信的就是儒家思想了,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,12,心灵之光,未知,神，从来没有主宰人的命运，命运是你自作自受的结果。神，也称上帝，看上去象个人一样，有一个身像，其实是自然规律的意思，而人们喜欢用科学的眼光去对所謂的神做研究，而科学的问题是死在了现象上面，而自然法则并非是现象的东西，所以总是会有矛盾。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,13,salcyndi,未知,基督狗都是**，你跟它们辩论不是对墙弹琴吗，直接骂丫的就行了，上帝是**,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,14,salcyndi,未知,上帝是狗屎🐶,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,15,吃水饺,未知,去**德神，劳资贫困潦倒的时候没见***帮助我，现在的社会，信特么神能有钱花么，钱就是统治者，有钱就基本是无敌的存在。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,16,赤膊刀盾兵,未知,宗教信仰无法用科学逻辑去跟他辩论，因为宗教是不存在逻辑的。他说神的旨意不能猜，那圣经所写怎么保证是神的旨意？当然，他会说那是使徒，使徒通上帝。那么，如何证明使徒是真的？在逻辑上，这些都叫无法证实也无法证伪的玩意，只问你信还是不信。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,17,椛薰子,未知,神可以造出一个他/她自己都搬不起来的石头吗？不能？所以神不是万能的~,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,18,初级法师cc,未知,这个说法他么似曾相识……1.佛经有矛盾或者有改动是因为太至高无上了，他要随着人的认知能力改成能引导你们的样子，你觉得错肯定是你理解不到位。2.不信佛甚至是谤佛的人叫断人慧命，是要下无间地狱的。附注:末法时代一定有恶魔出来谤佛。3.所有的佛经都是两千多年前神给的，你看现在科学进步了，已经能稍微解释冰山一角的，果然老子的理论是宇宙真理。4.神迹，多了去了，某老和尚曾经念经入定去了极乐世界，一睁眼瞬移出了房间。5.只要死的时候心心念念阿弥陀佛，佛就会过来度你去极乐世界修炼。,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,19,加载超时请重试,未知,"1.那么一切神职人员都应当下地狱 你们居然让神职人员犯如此严重的罪过 你们真的太恶劣了
2.如果不存在其它神 那么为什么不存在的东西还会有罪
3.飞拉福音也是神所默示的
4.我还听说耶稣是飞面大神离经叛道的儿子 但我没见过 你也没见过 所以它们的可信度是相等的 既然你要求我信上帝 我也可以要求你每天唾骂飞面大神的不肖子
5.那神还真是小气呢 不像飞面大神心胸宽广",,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,20,啊而撒司怒风,未知,我都惊了，两年前的帖子被你们挖出来了,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
请教各位大佬如何反驳基督徒的言论,21,破戒僧,未知,没有其余的神，其余的都是人造的吧,,https://tieba.baidu.com/p/5921873563?pid=123741544620&cid=0#123741544620
话说伊斯兰穆斯林,1,程功之三,未知,"怎样骂伊斯兰穆斯林呢
伊斯兰穆斯林是建立在古兰经，这部书上的，没有古兰经，就没有伊斯兰穆斯林，骂真主安拉狗屎，马穆罕默德狗屎的效果，不如骂古兰经狗屎的效果大。这是一个另类的宗教，和别的宗教不同的。
骂上帝耶和华和耶稣基督狗屎的效果，比骂圣经狗屎的效果好，都不一样的，这是我长期骂神骂佛的总结。
伊斯兰穆斯林的古兰经是狗屎，念古兰经就是吃狗屎的，把古兰经当宝贝，就是把狗屎当宝贝",,https://tieba.baidu.com/p/5867409447?pid=121821377360&cid=0#121821377360
话说伊斯兰穆斯林,2,88888碧海,未知,*****为什么带黑眼圈吧,,https://tieba.baidu.com/p/5867409447?pid=121821377360&cid=0#121821377360
